 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day             POCdec1             POCdec2         POCdec2DOC1         POCdec2DOC2         POCdec2MOC1         POCdec2MOC2             MOC2DOC             QOC2DOC             DOC2QOC          DOC2QOCnet             DOC2MBC          CO2_growth          CO2_maintn     CO2_maintn_dorm              CO2_gm       MBC_mortality             MBC2EP1             MBC2EP2              MBC2EM              MBC_PM             EP2DOC1             EP2DOC2              EM2DOC             MBC2DOC             MBC2POC             MBA2MBD             MBD2MBA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180111        0.529042E-06        0.972583E-03        0.264458E-06        0.486250E-03        0.264458E-06        0.486250E-03        0.181083E-04        0.554292E-03        0.716958E-03        0.162667E-03        0.339083E-03        0.230875E-03        0.294667E-04        0.116292E-05        0.261583E-03        0.251583E-14        0.113583E-05        0.236042E-05        0.349583E-05        0.699167E-05        0.989708E-06        0.184000E-05        0.258958E-05        0.125750E-14        0.125750E-14        0.279000E-14        0.446292E-04
  20180112        0.552417E-06        0.103417E-02        0.276167E-06        0.517167E-03        0.276167E-06        0.517167E-03        0.197583E-04        0.564833E-03        0.722250E-03        0.157417E-03        0.375250E-03        0.255667E-03        0.326125E-04        0.115458E-05        0.289417E-03        0.275583E-14        0.125375E-05        0.257583E-05        0.382958E-05        0.765792E-05        0.103375E-05        0.197375E-05        0.281625E-05        0.137750E-14        0.137750E-14        0.305583E-14        0.447625E-04
  20180113        0.584792E-06        0.110375E-02        0.292417E-06        0.551750E-03        0.292417E-06        0.551750E-03        0.216042E-04        0.575125E-03        0.728625E-03        0.153500E-03        0.415000E-03        0.282708E-03        0.360625E-04        0.114625E-05        0.319917E-03        0.301292E-14        0.138167E-05        0.280500E-05        0.418625E-05        0.837083E-05        0.109375E-05        0.212708E-05        0.307292E-05        0.150583E-14        0.150583E-14        0.333917E-14        0.449625E-04
  20180114        0.625667E-06        0.117875E-02        0.312792E-06        0.589708E-03        0.312792E-06        0.589708E-03        0.236333E-04        0.585125E-03        0.735458E-03        0.150375E-03        0.458583E-03        0.312292E-03        0.398417E-04        0.113792E-05        0.353292E-03        0.328708E-14        0.152125E-05        0.304625E-05        0.456708E-05        0.913542E-05        0.117000E-05        0.229750E-05        0.335167E-05        0.164333E-14        0.164333E-14        0.364167E-14        0.451792E-04
  20180115        0.674375E-06        0.126083E-02        0.337167E-06        0.630542E-03        0.337167E-06        0.630542E-03        0.258500E-04        0.595000E-03        0.742167E-03        0.147208E-03        0.505500E-03        0.344417E-03        0.439417E-04        0.112958E-05        0.389458E-03        0.358167E-14        0.167333E-05        0.330292E-05        0.497667E-05        0.995250E-05        0.126167E-05        0.248500E-05        0.365542E-05        0.179083E-14        0.179083E-14        0.396583E-14        0.453792E-04
  20180116        0.731000E-06        0.134750E-02        0.365417E-06        0.673583E-03        0.365417E-06        0.673583E-03        0.282667E-04        0.604583E-03        0.748167E-03        0.143542E-03        0.556417E-03        0.379000E-03        0.483583E-04        0.112000E-05        0.428542E-03        0.389792E-14        0.184167E-05        0.357417E-05        0.541625E-05        0.108292E-04        0.136708E-05        0.268917E-05        0.398500E-05        0.194833E-14        0.194833E-14        0.431500E-14        0.455500E-04
  20180117        0.795458E-06        0.143750E-02        0.397708E-06        0.718792E-03        0.397708E-06        0.718792E-03        0.308875E-04        0.613958E-03        0.753125E-03        0.139083E-03        0.610833E-03        0.416083E-03        0.531000E-04        0.111125E-05        0.470250E-03        0.423667E-14        0.202417E-05        0.386167E-05        0.588583E-05        0.117708E-04        0.148833E-05        0.290917E-05        0.434167E-05        0.211875E-14        0.211875E-14        0.468708E-14        0.456458E-04
  20180118        0.868167E-06        0.153125E-02        0.434083E-06        0.765583E-03        0.434083E-06        0.765583E-03        0.337417E-04        0.622958E-03        0.756625E-03        0.133667E-03        0.668583E-03        0.455333E-03        0.581000E-04        0.110292E-05        0.514667E-03        0.459875E-14        0.222500E-05        0.416583E-05        0.639083E-05        0.127833E-04        0.162417E-05        0.314500E-05        0.472583E-05        0.229958E-14        0.229958E-14        0.508708E-14        0.456833E-04
  20180119        0.949292E-06        0.162708E-02        0.474667E-06        0.813583E-03        0.474667E-06        0.813583E-03        0.368375E-04        0.631667E-03        0.758542E-03        0.126833E-03        0.729417E-03        0.496875E-03        0.633875E-04        0.109458E-05        0.561083E-03        0.498750E-14        0.244583E-05        0.448500E-05        0.693000E-05        0.138625E-04        0.177667E-05        0.339833E-05        0.514000E-05        0.249375E-14        0.249375E-14        0.551583E-14        0.455750E-04
  20180120        0.104013E-05        0.172458E-02        0.520000E-06        0.862250E-03        0.520000E-06        0.862250E-03        0.401833E-04        0.639792E-03        0.758500E-03        0.118625E-03        0.793000E-03        0.540208E-03        0.689208E-04        0.108625E-05        0.610250E-03        0.540208E-14        0.268708E-05        0.481958E-05        0.750583E-05        0.150000E-04        0.194542E-05        0.366667E-05        0.558458E-05        0.270125E-14        0.270125E-14        0.597250E-14        0.454000E-04
  20180121        0.113958E-05        0.182250E-02        0.569667E-06        0.911167E-03        0.569667E-06        0.911167E-03        0.437875E-04        0.647292E-03        0.756292E-03        0.108958E-03        0.858917E-03        0.585083E-03        0.746375E-04        0.107792E-05        0.660833E-03        0.584417E-14        0.295083E-05        0.517000E-05        0.812042E-05        0.162375E-04        0.213167E-05        0.395083E-05        0.606208E-05        0.292125E-14        0.292125E-14        0.646125E-14        0.450917E-04
  20180122        0.125000E-05        0.192000E-02        0.624667E-06        0.960000E-03        0.624667E-06        0.960000E-03        0.476875E-04        0.654167E-03        0.751875E-03        0.977875E-04        0.926542E-03        0.631167E-03        0.805167E-04        0.106958E-05        0.712750E-03        0.631167E-14        0.324125E-05        0.553167E-05        0.877250E-05        0.175458E-04        0.233792E-05        0.425042E-05        0.657167E-05        0.315500E-14        0.315500E-14        0.698125E-14        0.446708E-04
  20180123        0.137125E-05        0.201500E-02        0.685375E-06        0.100733E-02        0.685375E-06        0.100733E-02        0.518708E-04        0.660208E-03        0.745333E-03        0.850750E-04        0.995458E-03        0.677792E-03        0.864750E-04        0.106000E-05        0.765333E-03        0.681083E-14        0.355917E-05        0.590458E-05        0.946542E-05        0.189333E-04        0.256500E-05        0.456417E-05        0.711667E-05        0.340583E-14        0.340583E-14        0.753292E-14        0.441250E-04
  20180124        0.150375E-05        0.210625E-02        0.752042E-06        0.105292E-02        0.752042E-06        0.105292E-02        0.563583E-04        0.665458E-03        0.736333E-03        0.709500E-04        0.106417E-02        0.724625E-03        0.924500E-04        0.105167E-05        0.818167E-03        0.733625E-14        0.390625E-05        0.628667E-05        0.101954E-04        0.203875E-04        0.281458E-05        0.489292E-05        0.769667E-05        0.366833E-14        0.366833E-14        0.811583E-14        0.434583E-04
  20180125        0.165042E-05        0.219333E-02        0.825167E-06        0.109667E-02        0.825167E-06        0.109667E-02        0.611750E-04        0.669583E-03        0.725000E-03        0.554667E-04        0.113167E-02        0.770958E-03        0.983417E-04        0.104417E-05        0.870458E-03        0.788917E-14        0.428583E-05        0.667625E-05        0.109542E-04        0.219250E-04        0.308875E-05        0.523375E-05        0.831417E-05        0.394458E-14        0.394458E-14        0.873042E-14        0.426625E-04
  20180126        0.181042E-05        0.227333E-02        0.905292E-06        0.113625E-02        0.905292E-06        0.113625E-02        0.663208E-04        0.672792E-03        0.711542E-03        0.387792E-04        0.119792E-02        0.816083E-03        0.104125E-03        0.103667E-05        0.921250E-03        0.846750E-14        0.469917E-05        0.706708E-05        0.117667E-04        0.235333E-04        0.338875E-05        0.558500E-05        0.896667E-05        0.423417E-14        0.423417E-14        0.937583E-14        0.417542E-04
  20180127        0.198583E-05        0.234458E-02        0.993083E-06        0.117250E-02        0.993083E-06        0.117250E-02        0.717875E-04        0.674708E-03        0.695833E-03        0.210417E-04        0.126167E-02        0.859208E-03        0.109625E-03        0.102958E-05        0.969875E-03        0.907167E-14        0.515083E-05        0.745667E-05        0.126042E-04        0.252083E-04        0.371708E-05        0.594500E-05        0.965708E-05        0.453583E-14        0.453583E-14        0.100542E-13        0.407208E-04
  20180128        0.217750E-05        0.240625E-02        0.108875E-05        0.120250E-02        0.108875E-05        0.120250E-02        0.775750E-04        0.675792E-03        0.678042E-03        0.243996E-05        0.132125E-02        0.899750E-03        0.114792E-03        0.102000E-05        0.101533E-02        0.969833E-14        0.563625E-05        0.784042E-05        0.134792E-04        0.269542E-04        0.407500E-05        0.630875E-05        0.103792E-04        0.485000E-14        0.485000E-14        0.107500E-13        0.396000E-04
  20180129        0.238542E-05        0.245500E-02        0.119292E-05        0.122792E-02        0.119292E-05        0.122792E-02        0.837000E-04        0.675125E-03        0.658292E-03       -0.168046E-04        0.137500E-02        0.936750E-03        0.119500E-03        0.101292E-05        0.105667E-02        0.103458E-13        0.616250E-05        0.821333E-05        0.143750E-04        0.287542E-04        0.446625E-05        0.667750E-05        0.111417E-04        0.517292E-14        0.517292E-14        0.114833E-13        0.383667E-04
  20180130        0.261500E-05        0.249167E-02        0.130500E-05        0.124583E-02        0.130500E-05        0.124583E-02        0.901333E-04        0.673333E-03        0.636958E-03       -0.364625E-04        0.142333E-02        0.969667E-03        0.123667E-03        0.100708E-05        0.109500E-02        0.110125E-13        0.673208E-05        0.856917E-05        0.153000E-04        0.306000E-04        0.488958E-05        0.704458E-05        0.119250E-04        0.550542E-14        0.550542E-14        0.122333E-13        0.370500E-04
  20180131        0.285792E-05        0.251417E-02        0.142792E-05        0.125750E-02        0.142792E-05        0.125750E-02        0.968625E-04        0.670333E-03        0.614167E-03       -0.562958E-04        0.146458E-02        0.997667E-03        0.127333E-03        0.998875E-06        0.112583E-02        0.116875E-13        0.734167E-05        0.890292E-05        0.162417E-04        0.324875E-04        0.535000E-05        0.740875E-05        0.127583E-04        0.584583E-14        0.584583E-14        0.129958E-13        0.356625E-04
  20180201        0.312208E-05        0.252000E-02        0.156083E-05        0.126000E-02        0.156083E-05        0.126000E-02        0.103875E-03        0.666042E-03        0.590000E-03       -0.760500E-04        0.149833E-02        0.102083E-02        0.130167E-03        0.992833E-06        0.115167E-02        0.123833E-13        0.799333E-05        0.921042E-05        0.172000E-04        0.344042E-04        0.584458E-05        0.776125E-05        0.136000E-04        0.619042E-14        0.619042E-14        0.137833E-13        0.342167E-04
  20180202        0.340667E-05        0.250875E-02        0.170375E-05        0.125458E-02        0.170375E-05        0.125458E-02        0.111167E-03        0.660375E-03        0.564917E-03       -0.954875E-04        0.152292E-02        0.103708E-02        0.132417E-03        0.986500E-06        0.117125E-02        0.130792E-13        0.868708E-05        0.948250E-05        0.181708E-04        0.363458E-04        0.637958E-05        0.810208E-05        0.144792E-04        0.653917E-14        0.653917E-14        0.145833E-13        0.327208E-04
  20180203        0.371292E-05        0.248250E-02        0.185667E-05        0.124125E-02        0.185667E-05        0.124125E-02        0.118625E-03        0.653417E-03        0.539083E-03       -0.114333E-03        0.153833E-02        0.104917E-02        0.133750E-03        0.980375E-06        0.118333E-02        0.137792E-13        0.942542E-05        0.971958E-05        0.191417E-04        0.382917E-04        0.695167E-05        0.842417E-05        0.153750E-04        0.688917E-14        0.688917E-14        0.153833E-13        0.311917E-04
  20180204        0.403917E-05        0.244000E-02        0.201958E-05        0.122000E-02        0.201958E-05        0.122000E-02        0.126292E-03        0.645292E-03        0.512917E-03       -0.132417E-03        0.154917E-02        0.105000E-02        0.134000E-03        0.974583E-06        0.119000E-02        0.144750E-13        0.101963E-04        0.991583E-05        0.201208E-04        0.402333E-04        0.756458E-05        0.872333E-05        0.162875E-04        0.723875E-14        0.723875E-14        0.161833E-13        0.296500E-04
  20180205        0.438625E-05        0.238167E-02        0.219292E-05        0.119042E-02        0.219292E-05        0.119042E-02        0.134167E-03        0.636000E-03        0.486583E-03       -0.149417E-03        0.154500E-02        0.105000E-02        0.134000E-03        0.969125E-06        0.118958E-02        0.151708E-13        0.110167E-04        0.100625E-04        0.210792E-04        0.421583E-04        0.821542E-05        0.899625E-05        0.172125E-04        0.758500E-14        0.758500E-14        0.169708E-13        0.281000E-04
  20180206        0.475417E-05        0.231000E-02        0.237708E-05        0.115500E-02        0.237708E-05        0.115500E-02        0.142167E-03        0.625625E-03        0.460417E-03       -0.165208E-03        0.153500E-02        0.104542E-02        0.133417E-03        0.963833E-06        0.117875E-02        0.158542E-13        0.118583E-04        0.101750E-04        0.220292E-04        0.440583E-04        0.890667E-05        0.923750E-05        0.181417E-04        0.792625E-14        0.792625E-14        0.177500E-13        0.265667E-04
  20180207        0.514208E-05        0.222542E-02        0.257083E-05        0.111208E-02        0.257083E-05        0.111208E-02        0.150167E-03        0.614333E-03        0.434667E-03       -0.179667E-03        0.151667E-02        0.103375E-02        0.131792E-03        0.958917E-06        0.116542E-02        0.165208E-13        0.127375E-04        0.102000E-04        0.229583E-04        0.459167E-04        0.963167E-05        0.944333E-05        0.190708E-04        0.826167E-14        0.826167E-14        0.185292E-13        0.250667E-04
  20180208        0.554708E-05        0.213083E-02        0.277292E-05        0.106500E-02        0.277292E-05        0.106500E-02        0.157875E-03        0.601917E-03        0.409500E-03       -0.192500E-03        0.149083E-02        0.101542E-02        0.129583E-03        0.954208E-06        0.114667E-02        0.171792E-13        0.136375E-04        0.102000E-04        0.238625E-04        0.477250E-04        0.103875E-04        0.961250E-05        0.200042E-04        0.858875E-14        0.858875E-14        0.192875E-13        0.235917E-04
  20180209        0.596958E-05        0.202708E-02        0.298500E-05        0.101338E-02        0.298500E-05        0.101338E-02        0.165833E-03        0.588875E-03        0.385500E-03       -0.203833E-03        0.145917E-02        0.994042E-03        0.126875E-03        0.949875E-06        0.112208E-02        0.178083E-13        0.145583E-04        0.102000E-04        0.247458E-04        0.494917E-04        0.111833E-04        0.974167E-05        0.209292E-04        0.890458E-14        0.890458E-14        0.200208E-13        0.221708E-04
  20180210        0.640750E-05        0.191750E-02        0.320375E-05        0.958792E-03        0.320375E-05        0.958792E-03        0.173792E-03        0.575042E-03        0.361708E-03       -0.213333E-03        0.142333E-02        0.969583E-03        0.123625E-03        0.945667E-06        0.109375E-02        0.184250E-13        0.154875E-04        0.101083E-04        0.256000E-04        0.511958E-04        0.120083E-04        0.982917E-05        0.218375E-04        0.921042E-14        0.921042E-14        0.207333E-13        0.208083E-04
  20180211        0.685833E-05        0.180417E-02        0.342917E-05        0.901958E-03        0.342917E-05        0.901958E-03        0.181500E-03        0.560708E-03        0.339417E-03       -0.221333E-03        0.138250E-02        0.941958E-03        0.120167E-03        0.941792E-06        0.106333E-02        0.190125E-13        0.164292E-04        0.997333E-05        0.264167E-04        0.528333E-04        0.128583E-04        0.987667E-05        0.227333E-04        0.950500E-14        0.950500E-14        0.214208E-13        0.195125E-04
  20180212        0.731917E-05        0.168875E-02        0.365917E-05        0.844417E-03        0.365917E-05        0.844417E-03        0.189042E-03        0.545875E-03        0.318292E-03       -0.227583E-03        0.133958E-02        0.912417E-03        0.116417E-03        0.938167E-06        0.102917E-02        0.195708E-13        0.173708E-04        0.982542E-05        0.271958E-04        0.543917E-04        0.137167E-04        0.988458E-05        0.236042E-04        0.978625E-14        0.978625E-14        0.220792E-13        0.183000E-04
  20180213        0.779000E-05        0.157375E-02        0.389500E-05        0.786833E-03        0.389500E-05        0.786833E-03        0.196417E-03        0.530667E-03        0.298500E-03       -0.232125E-03        0.129417E-02        0.881542E-03        0.112500E-03        0.934708E-06        0.994750E-03        0.201125E-13        0.183083E-04        0.963375E-05        0.279417E-04        0.558833E-04        0.146042E-04        0.985042E-05        0.244583E-04        0.100508E-13        0.100508E-13        0.227000E-13        0.171292E-04
  20180214        0.826042E-05        0.146042E-02        0.413500E-05        0.730208E-03        0.413500E-05        0.730208E-03        0.203500E-03        0.515250E-03        0.280042E-03       -0.235167E-03        0.124833E-02        0.850042E-03        0.108500E-03        0.931500E-06        0.959500E-03        0.206208E-13        0.192333E-04        0.941875E-05        0.286500E-04        0.573000E-04        0.155000E-04        0.978167E-05        0.252833E-04        0.103083E-13        0.103083E-13        0.233000E-13        0.160542E-04
  20180215        0.874000E-05        0.135042E-02        0.437125E-05        0.675292E-03        0.437125E-05        0.675292E-03        0.210375E-03        0.499625E-03        0.262833E-03       -0.236792E-03        0.120125E-02        0.818458E-03        0.104375E-03        0.928417E-06        0.923792E-03        0.211042E-13        0.201375E-04        0.918167E-05        0.293208E-04        0.586458E-04        0.164000E-04        0.967875E-05        0.260750E-04        0.105500E-13        0.105500E-13        0.238708E-13        0.150583E-04
  20180216        0.922000E-05        0.124500E-02        0.460500E-05        0.622583E-03        0.460500E-05        0.622583E-03        0.216917E-03        0.483958E-03        0.246958E-03       -0.237000E-03        0.115583E-02        0.787292E-03        0.100454E-03        0.925583E-06        0.888625E-03        0.215625E-13        0.210250E-04        0.892792E-05        0.299583E-04        0.599167E-04        0.172917E-04        0.954542E-05        0.268375E-04        0.107792E-13        0.107792E-13        0.244125E-13        0.141292E-04
  20180217        0.969000E-05        0.114500E-02        0.484500E-05        0.572417E-03        0.484500E-05        0.572417E-03        0.223250E-03        0.468375E-03        0.232375E-03       -0.235958E-03        0.111083E-02        0.756792E-03        0.965458E-04        0.922875E-06        0.854333E-03        0.219958E-13        0.218958E-04        0.866417E-05        0.305583E-04        0.611208E-04        0.181875E-04        0.938500E-05        0.275708E-04        0.109958E-13        0.109958E-13        0.249250E-13        0.132833E-04
  20180218        0.101617E-04        0.105125E-02        0.508083E-05        0.525542E-03        0.508083E-05        0.525542E-03        0.229250E-03        0.452792E-03        0.218958E-03       -0.233875E-03        0.106792E-02        0.727417E-03        0.928125E-04        0.920292E-06        0.821167E-03        0.224000E-13        0.227333E-04        0.839333E-05        0.311292E-04        0.622542E-04        0.190750E-04        0.920167E-05        0.282708E-04        0.112000E-13        0.112000E-13        0.254042E-13        0.124958E-04
  20180219        0.106208E-04        0.962792E-03        0.531125E-05        0.481458E-03        0.531125E-05        0.481458E-03        0.234958E-03        0.437417E-03        0.206583E-03       -0.230750E-03        0.102667E-02        0.699333E-03        0.892208E-04        0.917917E-06        0.789458E-03        0.227833E-13        0.235500E-04        0.812000E-05        0.316625E-04        0.633208E-04        0.199417E-04        0.899917E-05        0.289417E-04        0.113958E-13        0.113958E-13        0.258542E-13        0.117792E-04
  20180220        0.110792E-04        0.881417E-03        0.553750E-05        0.440708E-03        0.553750E-05        0.440708E-03        0.240375E-03        0.422292E-03        0.195458E-03       -0.226917E-03        0.987333E-03        0.672667E-03        0.858167E-04        0.915708E-06        0.759458E-03        0.231500E-13        0.243167E-04        0.784708E-05        0.321667E-04        0.643333E-04        0.208000E-04        0.878125E-05        0.295750E-04        0.115708E-13        0.115708E-13        0.262833E-13        0.111250E-04
  20180221        0.115167E-04        0.806167E-03        0.575750E-05        0.403042E-03        0.575750E-05        0.403042E-03        0.245500E-03        0.407458E-03        0.185250E-03       -0.222250E-03        0.950542E-03        0.647500E-03        0.826042E-04        0.913458E-06        0.731000E-03        0.234875E-13        0.250625E-04        0.757750E-05        0.326417E-04        0.652792E-04        0.216333E-04        0.855333E-05        0.301833E-04        0.117458E-13        0.117458E-13        0.266833E-13        0.105292E-04
  20180222        0.119417E-04        0.737167E-03        0.597250E-05        0.368583E-03        0.597250E-05        0.368583E-03        0.250292E-03        0.392917E-03        0.175875E-03       -0.217042E-03        0.915792E-03        0.623833E-03        0.795875E-04        0.911417E-06        0.704333E-03        0.238125E-13        0.257708E-04        0.731292E-05        0.330917E-04        0.661792E-04        0.224500E-04        0.831500E-05        0.307583E-04        0.119083E-13        0.119083E-13        0.270667E-13        0.998000E-05
  20180223        0.123625E-04        0.674083E-03        0.618000E-05        0.337042E-03        0.618000E-05        0.337042E-03        0.254875E-03        0.378750E-03        0.167500E-03       -0.211417E-03        0.883333E-03        0.601667E-03        0.767625E-04        0.909458E-06        0.679500E-03        0.241125E-13        0.264542E-04        0.705708E-05        0.335125E-04        0.670167E-04        0.232333E-04        0.807500E-05        0.313042E-04        0.120542E-13        0.120542E-13        0.274250E-13        0.948417E-05
  20180224        0.127625E-04        0.616500E-03        0.638042E-05        0.308250E-03        0.638042E-05        0.308250E-03        0.259125E-03        0.365000E-03        0.159625E-03       -0.205292E-03        0.853042E-03        0.581042E-03        0.741292E-04        0.907542E-06        0.656042E-03        0.244042E-13        0.271042E-04        0.680500E-05        0.339083E-04        0.678167E-04        0.239917E-04        0.782583E-05        0.318208E-04        0.122042E-13        0.122042E-13        0.277625E-13        0.903375E-05
  20180225        0.131458E-04        0.564292E-03        0.657333E-05        0.282042E-03        0.657333E-05        0.282042E-03        0.263167E-03        0.351542E-03        0.152625E-03       -0.199000E-03        0.824875E-03        0.561875E-03        0.716667E-04        0.905750E-06        0.634500E-03        0.246750E-13        0.277250E-04        0.656500E-05        0.342833E-04        0.685667E-04        0.247250E-04        0.758500E-05        0.323083E-04        0.123417E-13        0.123417E-13        0.280792E-13        0.862292E-05
  20180226        0.135167E-04        0.516833E-03        0.675833E-05        0.258417E-03        0.675833E-05        0.258417E-03        0.266917E-03        0.338667E-03        0.146250E-03       -0.192500E-03        0.798750E-03        0.544083E-03        0.694083E-04        0.904083E-06        0.614417E-03        0.249250E-13        0.283042E-04        0.633750E-05        0.346375E-04        0.692833E-04        0.254292E-04        0.734500E-05        0.327708E-04        0.124625E-13        0.124625E-13        0.283833E-13        0.824750E-05
  20180227        0.138708E-04        0.473958E-03        0.693583E-05        0.236917E-03        0.693583E-05        0.236917E-03        0.270500E-03        0.326042E-03        0.140375E-03       -0.185833E-03        0.774500E-03        0.527542E-03        0.673000E-04        0.902458E-06        0.595750E-03        0.251750E-13        0.288583E-04        0.611583E-05        0.349750E-04        0.699500E-04        0.261042E-04        0.710500E-05        0.332083E-04        0.125792E-13        0.125792E-13        0.286667E-13        0.790500E-05
  20180228        0.142125E-04        0.435167E-03        0.710542E-05        0.217625E-03        0.710542E-05        0.217625E-03        0.273792E-03        0.314000E-03        0.135000E-03       -0.179083E-03        0.752000E-03        0.512167E-03        0.653500E-04        0.900750E-06        0.578500E-03        0.254042E-13        0.293833E-04        0.590667E-05        0.352958E-04        0.705917E-04        0.267542E-04        0.686750E-05        0.336167E-04        0.127000E-13        0.127000E-13        0.289333E-13        0.759333E-05
