 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180111        0.531250E-06        0.469667E-03        0.383125E-05        0.159458E-01        0.885958E-02        0.127000E-01        0.302458E-03        0.184292E-13        0.147917E-02        0.186708E-02        0.334417E-01        0.166208E+00        0.208000E+00       -0.313625E-16        0.819958E+01        0.819917E+01        0.000000E+00        0.261583E-03
  20180112        0.554667E-06        0.505250E-03        0.417083E-05        0.174667E-01        0.894833E-02        0.127000E-01        0.305500E-03        0.203292E-13        0.161958E-02        0.204625E-02        0.337875E-01        0.180292E+00        0.208375E+00       -0.189083E-16        0.819000E+01        0.819000E+01        0.000000E+00        0.289417E-03
  20180113        0.587250E-06        0.546042E-03        0.454667E-05        0.190792E-01        0.905125E-02        0.127000E-01        0.309000E-03        0.223708E-13        0.177083E-02        0.223875E-02        0.341875E-01        0.194958E+00        0.209000E+00        0.702917E-17        0.818375E+01        0.818333E+01        0.000000E+00        0.319917E-03
  20180114        0.628125E-06        0.591542E-03        0.496000E-05        0.208083E-01        0.916042E-02        0.127917E-01        0.312667E-03        0.245833E-13        0.193208E-02        0.244417E-02        0.346083E-01        0.210250E+00        0.209500E+00       -0.113375E-15        0.817625E+01        0.817583E+01        0.000000E+00        0.353292E-03
  20180115        0.677208E-06        0.641833E-03        0.541125E-05        0.226625E-01        0.926875E-02        0.128000E-01        0.316417E-03        0.269750E-13        0.210292E-02        0.266083E-02        0.350292E-01        0.226125E+00        0.210000E+00       -0.101008E-15        0.816708E+01        0.816667E+01        0.000000E+00        0.389458E-03
  20180116        0.734167E-06        0.696917E-03        0.589708E-05        0.246542E-01        0.937083E-02        0.128958E-01        0.319875E-03        0.295750E-13        0.228000E-02        0.288792E-02        0.354250E-01        0.242708E+00        0.210333E+00        0.653054E-16        0.815708E+01        0.815667E+01        0.000000E+00        0.428542E-03
  20180117        0.798875E-06        0.756667E-03        0.642458E-05        0.267917E-01        0.946125E-02        0.129000E-01        0.323000E-03        0.323792E-13        0.246417E-02        0.312500E-02        0.357708E-01        0.259833E+00        0.211000E+00        0.420833E-17        0.814625E+01        0.814583E+01        0.000000E+00        0.470250E-03
  20180118        0.871958E-06        0.821333E-03        0.699250E-05        0.290500E-01        0.953708E-02        0.129083E-01        0.325583E-03        0.354208E-13        0.265250E-02        0.336500E-02        0.360667E-01        0.277500E+00        0.211000E+00       -0.849167E-17        0.813458E+01        0.813417E+01        0.000000E+00        0.514667E-03
  20180119        0.953458E-06        0.890792E-03        0.760458E-05        0.315083E-01        0.959375E-02        0.129833E-01        0.327542E-03        0.387042E-13        0.284208E-02        0.360500E-02        0.362833E-01        0.295708E+00        0.211125E+00        0.632917E-16        0.812250E+01        0.812167E+01        0.000000E+00        0.561083E-03
  20180120        0.104413E-05        0.965333E-03        0.826208E-05        0.341375E-01        0.963000E-02        0.129000E-01        0.328792E-03        0.422542E-13        0.303125E-02        0.384500E-02        0.364250E-01        0.314292E+00        0.212000E+00        0.666667E-17        0.810708E+01        0.810667E+01        0.000000E+00        0.610250E-03
  20180121        0.114417E-05        0.104500E-02        0.896750E-05        0.369250E-01        0.964000E-02        0.129000E-01        0.329000E-03        0.460625E-13        0.321750E-02        0.408292E-02        0.365000E-01        0.333208E+00        0.212000E+00       -0.110179E-15        0.809292E+01        0.809208E+01        0.000000E+00        0.660833E-03
  20180122        0.125500E-05        0.113000E-02        0.972208E-05        0.398917E-01        0.962667E-02        0.128167E-01        0.328667E-03        0.501583E-13        0.339667E-02        0.431042E-02        0.364167E-01        0.352417E+00        0.212000E+00       -0.305167E-16        0.807583E+01        0.807542E+01        0.000000E+00        0.712750E-03
  20180123        0.137708E-05        0.121958E-02        0.105250E-04        0.430417E-01        0.958583E-02        0.127250E-01        0.327250E-03        0.545542E-13        0.356833E-02        0.452667E-02        0.362500E-01        0.371708E+00        0.212000E+00       -0.198292E-16        0.805792E+01        0.805708E+01        0.000000E+00        0.765333E-03
  20180124        0.151083E-05        0.131458E-02        0.113875E-04        0.463708E-01        0.951583E-02        0.125750E-01        0.324875E-03        0.592167E-13        0.372625E-02        0.472708E-02        0.359833E-01        0.391125E+00        0.212000E+00       -0.184525E-15        0.803917E+01        0.803833E+01        0.000000E+00        0.818167E-03
  20180125        0.165833E-05        0.141417E-02        0.123042E-04        0.499000E-01        0.941750E-02        0.124125E-01        0.321500E-03        0.642208E-13        0.386917E-02        0.490750E-02        0.356042E-01        0.410417E+00        0.212000E+00       -0.334675E-16        0.801917E+01        0.801833E+01        0.000000E+00        0.870458E-03
  20180126        0.181875E-05        0.151833E-02        0.132625E-04        0.535792E-01        0.929000E-02        0.122042E-01        0.317083E-03        0.695000E-13        0.399417E-02        0.506500E-02        0.351083E-01        0.429542E+00        0.211125E+00       -0.444583E-17        0.799792E+01        0.799708E+01        0.000000E+00        0.921250E-03
  20180127        0.199542E-05        0.162625E-02        0.142833E-04        0.574333E-01        0.913417E-02        0.119708E-01        0.311750E-03        0.750750E-13        0.409917E-02        0.519542E-02        0.345083E-01        0.448333E+00        0.211000E+00        0.223312E-15        0.797500E+01        0.797375E+01        0.000000E+00        0.969875E-03
  20180128        0.218708E-05        0.173708E-02        0.153542E-04        0.614458E-01        0.895125E-02        0.116958E-01        0.305542E-03        0.809083E-13        0.418208E-02        0.529833E-02        0.338000E-01        0.466750E+00        0.211000E+00        0.456871E-16        0.795083E+01        0.795000E+01        0.000000E+00        0.101533E-02
  20180129        0.239667E-05        0.185125E-02        0.164750E-04        0.656042E-01        0.874167E-02        0.113833E-01        0.298417E-03        0.870125E-13        0.424083E-02        0.537000E-02        0.329875E-01        0.484667E+00        0.210042E+00       -0.152958E-16        0.792667E+01        0.792542E+01        0.000000E+00        0.105667E-02
  20180130        0.262500E-05        0.196625E-02        0.176500E-04        0.698917E-01        0.850875E-02        0.110583E-01        0.290417E-03        0.933500E-13        0.427458E-02        0.541000E-02        0.320792E-01        0.502042E+00        0.209833E+00       -0.627083E-17        0.790042E+01        0.789958E+01        0.000000E+00        0.109500E-02
  20180131        0.287042E-05        0.208208E-02        0.188583E-04        0.742792E-01        0.825417E-02        0.107000E-01        0.281750E-03        0.999125E-13        0.428542E-02        0.541792E-02        0.310917E-01        0.518667E+00        0.209000E+00        0.175458E-16        0.787375E+01        0.787250E+01        0.000000E+00        0.112583E-02
  20180201        0.313750E-05        0.219708E-02        0.201208E-04        0.787500E-01        0.797875E-02        0.103167E-01        0.272417E-03        0.106583E-12        0.427000E-02        0.539292E-02        0.300292E-01        0.534625E+00        0.208250E+00        0.165833E-16        0.784667E+01        0.784542E+01        0.000000E+00        0.115167E-02
  20180202        0.342417E-05        0.230958E-02        0.214083E-04        0.832875E-01        0.768917E-02        0.991583E-02        0.262458E-03        0.113458E-12        0.423083E-02        0.533792E-02        0.289000E-01        0.549833E+00        0.207417E+00       -0.651375E-16        0.781917E+01        0.781792E+01        0.000000E+00        0.117125E-02
  20180203        0.373125E-05        0.241917E-02        0.227417E-04        0.878458E-01        0.738500E-02        0.950208E-02        0.252042E-03        0.120458E-12        0.416958E-02        0.525500E-02        0.277333E-01        0.564208E+00        0.206417E+00       -0.244629E-16        0.779042E+01        0.778958E+01        0.000000E+00        0.118333E-02
  20180204        0.406000E-05        0.252250E-02        0.240833E-04        0.924167E-01        0.707167E-02        0.907583E-02        0.241333E-03        0.127458E-12        0.408875E-02        0.514500E-02        0.265000E-01        0.577792E+00        0.205292E+00       -0.804167E-16        0.776167E+01        0.776042E+01        0.000000E+00        0.119000E-02
  20180205        0.441000E-05        0.261917E-02        0.254417E-04        0.969625E-01        0.675208E-02        0.864333E-02        0.230417E-03        0.134500E-12        0.399000E-02        0.501250E-02        0.252708E-01        0.590500E+00        0.204000E+00        0.101254E-15        0.773333E+01        0.773208E+01        0.000000E+00        0.118958E-02
  20180206        0.477958E-05        0.270792E-02        0.268250E-04        0.101433E+00        0.642958E-02        0.820917E-02        0.219417E-03        0.141500E-12        0.387500E-02        0.486000E-02        0.240208E-01        0.602458E+00        0.202542E+00       -0.986250E-16        0.770500E+01        0.770375E+01        0.000000E+00        0.117875E-02
  20180207        0.516958E-05        0.278667E-02        0.282000E-04        0.105917E+00        0.610667E-02        0.777750E-02        0.208417E-03        0.148417E-12        0.375042E-02        0.469333E-02        0.227750E-01        0.613542E+00        0.201000E+00       -0.725000E-17        0.767708E+01        0.767583E+01        0.000000E+00        0.116542E-02
  20180208        0.557833E-05        0.285458E-02        0.295708E-04        0.110208E+00        0.579083E-02        0.735167E-02        0.197542E-03        0.155250E-12        0.361500E-02        0.451417E-02        0.215500E-01        0.623875E+00        0.199292E+00        0.246667E-17        0.764958E+01        0.764833E+01        0.000000E+00        0.114667E-02
  20180209        0.600417E-05        0.291083E-02        0.309375E-04        0.114417E+00        0.547958E-02        0.693667E-02        0.186958E-03        0.161958E-12        0.347292E-02        0.432750E-02        0.203500E-01        0.633417E+00        0.197333E+00        0.709458E-16        0.762125E+01        0.762042E+01        0.000000E+00        0.112208E-02
  20180210        0.644542E-05        0.295500E-02        0.322833E-04        0.118500E+00        0.517875E-02        0.653458E-02        0.176708E-03        0.168375E-12        0.332833E-02        0.413583E-02        0.191708E-01        0.642167E+00        0.195292E+00       -0.255833E-17        0.759500E+01        0.759375E+01        0.000000E+00        0.109375E-02
  20180211        0.690000E-05        0.298542E-02        0.336000E-04        0.122417E+00        0.488917E-02        0.615000E-02        0.166792E-03        0.174708E-12        0.318208E-02        0.394417E-02        0.180500E-01        0.650375E+00        0.193000E+00       -0.804583E-16        0.756958E+01        0.756875E+01        0.000000E+00        0.106333E-02
  20180212        0.736458E-05        0.300417E-02        0.348875E-04        0.126167E+00        0.461333E-02        0.578208E-02        0.157375E-03        0.180750E-12        0.303708E-02        0.375250E-02        0.169833E-01        0.657792E+00        0.190583E+00       -0.642458E-16        0.754417E+01        0.754292E+01        0.000000E+00        0.102917E-02
  20180213        0.784000E-05        0.301000E-02        0.361500E-04        0.129750E+00        0.435125E-02        0.543583E-02        0.148458E-03        0.186583E-12        0.289542E-02        0.356583E-02        0.159667E-01        0.664667E+00        0.188042E+00       -0.149771E-15        0.752000E+01        0.751917E+01        0.000000E+00        0.994750E-03
  20180214        0.832000E-05        0.300125E-02        0.373500E-04        0.133208E+00        0.410500E-02        0.511042E-02        0.140167E-03        0.192208E-12        0.275833E-02        0.338542E-02        0.150208E-01        0.671000E+00        0.185208E+00        0.293292E-15        0.749667E+01        0.749542E+01        0.000000E+00        0.959500E-03
  20180215        0.880000E-05        0.298208E-02        0.385417E-04        0.136417E+00        0.387750E-02        0.480625E-02        0.132250E-03        0.197500E-12        0.262708E-02        0.321250E-02        0.141292E-01        0.676833E+00        0.182375E+00       -0.243635E-15        0.747333E+01        0.747250E+01        0.000000E+00        0.923792E-03
  20180216        0.928000E-05        0.295375E-02        0.396708E-04        0.139500E+00        0.366333E-02        0.452333E-02        0.124917E-03        0.202583E-12        0.250042E-02        0.304750E-02        0.133125E-01        0.682208E+00        0.179250E+00        0.604917E-16        0.745208E+01        0.745125E+01        0.000000E+00        0.888625E-03
  20180217        0.976000E-05        0.291375E-02        0.407542E-04        0.142417E+00        0.346625E-02        0.426042E-02        0.118125E-03        0.207417E-12        0.238375E-02        0.289333E-02        0.125333E-01        0.687083E+00        0.176042E+00        0.125408E-15        0.743083E+01        0.743000E+01        0.000000E+00        0.854333E-03
  20180218        0.102333E-04        0.286667E-02        0.417875E-04        0.145125E+00        0.328417E-02        0.401958E-02        0.112000E-03        0.212000E-12        0.227375E-02        0.274833E-02        0.118292E-01        0.691667E+00        0.172750E+00        0.164125E-16        0.741083E+01        0.741000E+01        0.000000E+00        0.821167E-03
  20180219        0.107083E-04        0.281250E-02        0.427792E-04        0.147792E+00        0.311667E-02        0.379875E-02        0.106250E-03        0.216292E-12        0.217042E-02        0.261333E-02        0.111792E-01        0.695833E+00        0.169375E+00       -0.152196E-15        0.739167E+01        0.739083E+01        0.000000E+00        0.789458E-03
  20180220        0.111625E-04        0.275208E-02        0.437208E-04        0.150167E+00        0.296292E-02        0.359583E-02        0.100933E-03        0.220500E-12        0.207542E-02        0.248875E-02        0.105833E-01        0.699667E+00        0.165792E+00        0.103733E-15        0.737333E+01        0.737250E+01        0.000000E+00        0.759458E-03
  20180221        0.116125E-04        0.268792E-02        0.446167E-04        0.152500E+00        0.282208E-02        0.341042E-02        0.961792E-04        0.224417E-12        0.198667E-02        0.237208E-02        0.100375E-01        0.703250E+00        0.162292E+00        0.503921E-16        0.735500E+01        0.735458E+01        0.000000E+00        0.731000E-03
  20180222        0.120458E-04        0.261958E-02        0.454667E-04        0.154667E+00        0.269500E-02        0.324042E-02        0.917875E-04        0.228125E-12        0.190500E-02        0.226500E-02        0.954167E-02        0.706542E+00        0.158625E+00        0.540000E-16        0.733750E+01        0.733667E+01        0.000000E+00        0.704333E-03
  20180223        0.124708E-04        0.254875E-02        0.462708E-04        0.156708E+00        0.257667E-02        0.308583E-02        0.877917E-04        0.231625E-12        0.183083E-02        0.216625E-02        0.908833E-02        0.709625E+00        0.155000E+00        0.583667E-16        0.732125E+01        0.732042E+01        0.000000E+00        0.679500E-03
  20180224        0.128833E-04        0.247667E-02        0.470333E-04        0.158625E+00        0.246958E-02        0.294458E-02        0.841292E-04        0.234917E-12        0.176167E-02        0.207583E-02        0.867417E-02        0.712458E+00        0.151333E+00       -0.793625E-16        0.730500E+01        0.730458E+01        0.000000E+00        0.656042E-03
  20180225        0.132708E-04        0.240375E-02        0.477542E-04        0.160458E+00        0.237250E-02        0.281542E-02        0.808000E-04        0.238125E-12        0.169792E-02        0.199167E-02        0.829542E-02        0.715083E+00        0.147667E+00       -0.611083E-16        0.728958E+01        0.728875E+01        0.000000E+00        0.634500E-03
  20180226        0.136500E-04        0.233125E-02        0.484292E-04        0.162208E+00        0.228250E-02        0.269750E-02        0.777500E-04        0.241125E-12        0.164042E-02        0.191625E-02        0.795000E-02        0.717625E+00        0.144042E+00        0.132254E-15        0.727500E+01        0.727458E+01        0.000000E+00        0.614417E-03
  20180227        0.140167E-04        0.225792E-02        0.490833E-04        0.163750E+00        0.220167E-02        0.259083E-02        0.749625E-04        0.244000E-12        0.158708E-02        0.184625E-02        0.763375E-02        0.719958E+00        0.140417E+00        0.618750E-16        0.726042E+01        0.725958E+01        0.000000E+00        0.595750E-03
  20180228        0.143625E-04        0.218750E-02        0.496958E-04        0.165417E+00        0.212708E-02        0.249250E-02        0.724500E-04        0.246750E-12        0.153792E-02        0.178250E-02        0.734625E-02        0.722125E+00        0.136792E+00       -0.152926E-15        0.724583E+01        0.724542E+01        0.000000E+00        0.578500E-03
  20180301        0.146875E-04        0.211708E-02        0.502667E-04        0.166708E+00        0.205875E-02        0.240250E-02        0.700917E-04        0.249292E-12        0.149250E-02        0.172292E-02        0.708042E-02        0.724167E+00        0.133333E+00        0.390167E-16        0.723292E+01        0.723250E+01        0.000000E+00        0.562458E-03
  20180302        0.150125E-04        0.205000E-02        0.508208E-04        0.168250E+00        0.199583E-02        0.232000E-02        0.679667E-04        0.251833E-12        0.145167E-02        0.166792E-02        0.683875E-02        0.726083E+00        0.129750E+00        0.513692E-16        0.721833E+01        0.721750E+01        0.000000E+00        0.547625E-03
  20180303        0.153125E-04        0.198417E-02        0.513375E-04        0.169500E+00        0.193917E-02        0.224417E-02        0.660042E-04        0.254167E-12        0.141375E-02        0.161792E-02        0.661708E-02        0.727875E+00        0.126375E+00       -0.999917E-16        0.720583E+01        0.720542E+01        0.000000E+00        0.533875E-03
  20180304        0.156000E-04        0.192042E-02        0.518292E-04        0.170708E+00        0.188625E-02        0.217500E-02        0.642083E-04        0.256458E-12        0.137792E-02        0.157167E-02        0.641292E-02        0.729583E+00        0.123083E+00        0.120421E-16        0.719375E+01        0.719333E+01        0.000000E+00        0.521083E-03
  20180305        0.158750E-04        0.186000E-02        0.522958E-04        0.171875E+00        0.183792E-02        0.211083E-02        0.625458E-04        0.258667E-12        0.134583E-02        0.152917E-02        0.622542E-02        0.731292E+00        0.119792E+00       -0.446458E-16        0.718167E+01        0.718083E+01        0.000000E+00        0.509292E-03
  20180306        0.161375E-04        0.180042E-02        0.527333E-04        0.173125E+00        0.179292E-02        0.205250E-02        0.610208E-04        0.260750E-12        0.131625E-02        0.148958E-02        0.605208E-02        0.732750E+00        0.116583E+00        0.762513E-16        0.716833E+01        0.716792E+01        0.000000E+00        0.498333E-03
  20180307        0.163917E-04        0.174375E-02        0.531625E-04        0.174167E+00        0.175167E-02        0.199792E-02        0.596167E-04        0.262750E-12        0.128875E-02        0.145375E-02        0.589250E-02        0.734333E+00        0.113500E+00        0.684250E-16        0.715667E+01        0.715625E+01        0.000000E+00        0.488250E-03
  20180308        0.166250E-04        0.169000E-02        0.535583E-04        0.175208E+00        0.171417E-02        0.194750E-02        0.583125E-04        0.264625E-12        0.126250E-02        0.141958E-02        0.574458E-02        0.735625E+00        0.110458E+00       -0.322917E-16        0.714542E+01        0.714500E+01        0.000000E+00        0.478667E-03
  20180309        0.168500E-04        0.163792E-02        0.539417E-04        0.176167E+00        0.167792E-02        0.190125E-02        0.571083E-04        0.266500E-12        0.123917E-02        0.138875E-02        0.560792E-02        0.737000E+00        0.107500E+00        0.125996E-15        0.713417E+01        0.713375E+01        0.000000E+00        0.469917E-03
  20180310        0.170708E-04        0.158917E-02        0.543042E-04        0.177083E+00        0.164542E-02        0.185833E-02        0.559917E-04        0.268375E-12        0.121708E-02        0.135958E-02        0.548000E-02        0.738333E+00        0.104625E+00       -0.113092E-15        0.712333E+01        0.712292E+01        0.000000E+00        0.461625E-03
  20180311        0.172750E-04        0.154125E-02        0.546500E-04        0.178000E+00        0.161500E-02        0.181833E-02        0.549500E-04        0.270083E-12        0.119667E-02        0.133167E-02        0.536292E-02        0.739500E+00        0.101875E+00        0.611667E-17        0.711208E+01        0.711167E+01        0.000000E+00        0.454042E-03
  20180312        0.174708E-04        0.149667E-02        0.549792E-04        0.178958E+00        0.158750E-02        0.178125E-02        0.539833E-04        0.271667E-12        0.117708E-02        0.130750E-02        0.525333E-02        0.740625E+00        0.990875E-01       -0.168958E-16        0.710125E+01        0.710083E+01        0.000000E+00        0.446875E-03
  20180313        0.176542E-04        0.145375E-02        0.552958E-04        0.179792E+00        0.156042E-02        0.174625E-02        0.530833E-04        0.273417E-12        0.116000E-02        0.128292E-02        0.515083E-02        0.741750E+00        0.965000E-01       -0.631708E-16        0.709083E+01        0.709042E+01        0.000000E+00        0.440167E-03
  20180314        0.178417E-04        0.141333E-02        0.556000E-04        0.180542E+00        0.153625E-02        0.171375E-02        0.522500E-04        0.274875E-12        0.114375E-02        0.126167E-02        0.505583E-02        0.742833E+00        0.939625E-01       -0.763542E-16        0.708042E+01        0.707958E+01        0.000000E+00        0.434000E-03
  20180315        0.180125E-04        0.137458E-02        0.558917E-04        0.181250E+00        0.151292E-02        0.168375E-02        0.514583E-04        0.276458E-12        0.112667E-02        0.124125E-02        0.496750E-02        0.743875E+00        0.914917E-01       -0.219681E-15        0.706958E+01        0.706917E+01        0.000000E+00        0.428125E-03
  20180316        0.181667E-04        0.133667E-02        0.561708E-04        0.182000E+00        0.149167E-02        0.165542E-02        0.507250E-04        0.277875E-12        0.111375E-02        0.122208E-02        0.488500E-02        0.744875E+00        0.891417E-01       -0.182500E-16        0.705958E+01        0.705917E+01        0.000000E+00        0.422667E-03
  20180317        0.183375E-04        0.130250E-02        0.564333E-04        0.182875E+00        0.147167E-02        0.162917E-02        0.500417E-04        0.279375E-12        0.109917E-02        0.120458E-02        0.480625E-02        0.745875E+00        0.868125E-01        0.179113E-15        0.704917E+01        0.704875E+01        0.000000E+00        0.417542E-03
  20180318        0.184708E-04        0.126792E-02        0.566917E-04        0.183458E+00        0.145292E-02        0.160375E-02        0.494000E-04        0.280667E-12        0.108667E-02        0.118667E-02        0.473333E-02        0.746792E+00        0.845917E-01        0.999167E-17        0.703958E+01        0.703917E+01        0.000000E+00        0.412750E-03
  20180319        0.186292E-04        0.123583E-02        0.569375E-04        0.184000E+00        0.143500E-02        0.158083E-02        0.488000E-04        0.282167E-12        0.107500E-02        0.117208E-02        0.466500E-02        0.747708E+00        0.824417E-01        0.513828E-16        0.702958E+01        0.702917E+01        0.000000E+00        0.408250E-03
  20180320        0.187583E-04        0.120500E-02        0.571792E-04        0.184917E+00        0.141833E-02        0.155917E-02        0.482292E-04        0.283417E-12        0.106375E-02        0.115625E-02        0.460042E-02        0.748542E+00        0.803625E-01       -0.917500E-16        0.702000E+01        0.701958E+01        0.000000E+00        0.404000E-03
  20180321        0.188875E-04        0.117583E-02        0.574042E-04        0.185333E+00        0.140375E-02        0.153833E-02        0.477000E-04        0.284667E-12        0.105333E-02        0.114333E-02        0.454000E-02        0.749333E+00        0.783542E-01       -0.252917E-16        0.701000E+01        0.701000E+01        0.000000E+00        0.400042E-03
  20180322        0.190250E-04        0.114833E-02        0.576208E-04        0.186000E+00        0.138792E-02        0.151917E-02        0.471917E-04        0.285917E-12        0.104333E-02        0.112958E-02        0.448375E-02        0.750125E+00        0.764083E-01        0.676667E-16        0.700042E+01        0.700000E+01        0.000000E+00        0.396333E-03
  20180323        0.191458E-04        0.112083E-02        0.578375E-04        0.186667E+00        0.137458E-02        0.150125E-02        0.467208E-04        0.287208E-12        0.103417E-02        0.111708E-02        0.443000E-02        0.751000E+00        0.745375E-01       -0.122042E-16        0.699083E+01        0.699042E+01        0.000000E+00        0.392750E-03
  20180324        0.192583E-04        0.109542E-02        0.580417E-04        0.187000E+00        0.136208E-02        0.148417E-02        0.462833E-04        0.288375E-12        0.102542E-02        0.110583E-02        0.437917E-02        0.751833E+00        0.727333E-01        0.432000E-16        0.698167E+01        0.698125E+01        0.000000E+00        0.389458E-03
  20180325        0.193708E-04        0.107083E-02        0.582417E-04        0.187875E+00        0.134917E-02        0.146708E-02        0.458625E-04        0.289542E-12        0.101792E-02        0.109500E-02        0.433125E-02        0.752500E+00        0.709917E-01       -0.522083E-17        0.697208E+01        0.697167E+01        0.000000E+00        0.386375E-03
  20180326        0.194792E-04        0.104792E-02        0.584375E-04        0.188000E+00        0.133750E-02        0.145333E-02        0.454667E-04        0.290667E-12        0.101000E-02        0.108458E-02        0.428667E-02        0.753083E+00        0.693083E-01        0.445333E-16        0.696292E+01        0.696250E+01        0.000000E+00        0.383417E-03
  20180327        0.195875E-04        0.102500E-02        0.586208E-04        0.189000E+00        0.132667E-02        0.143708E-02        0.450875E-04        0.291750E-12        0.100071E-02        0.107500E-02        0.424417E-02        0.754000E+00        0.676875E-01       -0.517796E-16        0.695375E+01        0.695333E+01        0.000000E+00        0.380625E-03
  20180328        0.196875E-04        0.100292E-02        0.588000E-04        0.189042E+00        0.131625E-02        0.142458E-02        0.447375E-04        0.292875E-12        0.995167E-03        0.106583E-02        0.420417E-02        0.754667E+00        0.661208E-01       -0.221020E-16        0.694500E+01        0.694458E+01        0.000000E+00        0.378042E-03
  20180329        0.197875E-04        0.982625E-03        0.589667E-04        0.190000E+00        0.130667E-02        0.141208E-02        0.444000E-04        0.293917E-12        0.988625E-03        0.105708E-02        0.416583E-02        0.755167E+00        0.646083E-01       -0.484692E-16        0.693583E+01        0.693542E+01        0.000000E+00        0.375625E-03
