OBJ_critical=   0.552
 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   10   392       2 0.294     0.297     0.323E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0207    0.5000    0.1000    0.2000    0.0499    0.3290    0.4903    0.5984    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   11   428       2 0.293     0.296     0.297E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0221    0.5000    0.1000    0.2000    0.0499    0.3269    0.4953    0.5994    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   12   464       2 0.293     0.295     0.196E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0230    0.5000    0.1000    0.2000    0.0499    0.3235    0.4979    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   13   502       2 0.292     0.294     0.180E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0232    0.5000    0.1000    0.2000    0.0499    0.3230    0.4997    0.5996    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   14   538       2 0.292     0.293     0.995E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0232    0.5000    0.1000    0.2000    0.0500    0.3230    0.4997    0.5996    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   15   577       2 0.292     0.293     0.375E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0232    0.5000    0.1000    0.2000    0.0500    0.3230    0.4997    0.5996    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   16   614       2 0.292     0.293     0.225E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0231    0.5000    0.1000    0.2000    0.0500    0.3237    0.4999    0.5996    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   17   651       2 0.292     0.293     0.228E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0229    0.5000    0.1000    0.2000    0.0500    0.3243    0.4999    0.5997    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   18   689       2 0.292     0.292     0.106E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0230    0.5000    0.1000    0.2000    0.0500    0.3239    0.4999    0.5997    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   19   724       2 0.292     0.292     0.131E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0226    0.5000    0.1000    0.2000    0.0500    0.3257    0.4999    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   20   758       2 0.292     0.292     0.147E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0226    0.5000    0.1000    0.2000    0.0500    0.3258    0.5000    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   21   796       2 0.292     0.292     0.125E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0226    0.5000    0.1000    0.2000    0.0500    0.3258    0.5000    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   22   841       2 0.292     0.292     0.531E-03    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0226    0.5000    0.1000    0.2000    0.0500    0.3259    0.5000    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
    0    26       2 0.370      3.36     0.927        0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0184    0.5000    0.1000    0.2000    0.0248    0.4685    0.4009    0.3958    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    1    57       2 0.343      2.35     0.899        0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0253    0.5000    0.1000    0.2000    0.0253    0.4685    0.4976    0.4457    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    2    92       2 0.316      2.35     0.637        0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0253    0.5000    0.1000    0.2000    0.0310    0.4685    0.4976    0.5792    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    3   127       2 0.307     0.380     0.310        0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0177    0.5000    0.1000    0.2000    0.0323    0.4897    0.4976    0.5792    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    4   165       2 0.307     0.344     0.223        0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0177    0.5000    0.1000    0.2000    0.0323    0.4897    0.4976    0.5792    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
    5   208       2 0.304     0.326     0.989E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0159    0.5000    0.1000    0.2000    0.0336    0.4952    0.4910    0.5979    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    6   245       2 0.303     0.322     0.741E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0127    0.5000    0.1000    0.2000    0.0351    0.4993    0.4912    0.5996    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    7   279       2 0.303     0.312     0.588E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0127    0.5000    0.1000    0.2000    0.0351    0.4993    0.4920    0.5996    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    8   322       2 0.302     0.306     0.387E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0112    0.5000    0.1000    0.2000    0.0367    0.4976    0.4847    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
    9   362       2 0.302     0.304     0.244E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0115    0.5000    0.1000    0.2000    0.0367    0.4951    0.4847    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   10   405       2 0.302     0.303     0.245E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0120    0.5000    0.1000    0.2000    0.0362    0.4961    0.4886    0.5994    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   11   442       2 0.302     0.304     0.181E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0120    0.5000    0.1000    0.2000    0.0364    0.4955    0.4895    0.5986    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   12   475       2 0.301     0.303     0.176E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0119    0.5000    0.1000    0.2000    0.0368    0.4939    0.4921    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   13   506       2 0.300     0.302     0.160E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0125    0.5000    0.1000    0.2000    0.0366    0.4917    0.4985    0.5991    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   14   544       2 0.300     0.301     0.123E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0122    0.5000    0.1000    0.2000    0.0371    0.4902    0.4996    0.5997    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   15   578       2 0.300     0.301     0.966E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0115    0.5000    0.1000    0.2000    0.0377    0.4912    0.4997    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   16   616       2 0.300     0.301     0.834E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0114    0.5000    0.1000    0.2000    0.0380    0.4903    0.4996    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   17   653       2 0.299     0.300     0.907E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0108    0.5000    0.1000    0.2000    0.0388    0.4896    0.4998    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   18   689       2 0.299     0.300     0.598E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0105    0.5000    0.1000    0.2000    0.0393    0.4871    0.4997    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   19   727       2 0.299     0.299     0.470E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0103    0.5000    0.1000    0.2000    0.0396    0.4872    0.4999    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   20   761       2 0.299     0.299     0.737E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0096    0.5000    0.1000    0.2000    0.0411    0.4821    0.4999    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   21   795       2 0.298     0.299     0.888E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0093    0.5000    0.1000    0.2000    0.0419    0.4802    0.4999    0.5997    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   22   831       2 0.298     0.299     0.119E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0088    0.5000    0.1000    0.2000    0.0436    0.4727    0.4998    0.5993    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   23   865       2 0.298     0.299     0.154E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0080    0.5000    0.1000    0.2000    0.0467    0.4602    0.4995    0.5986    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   24   903       2 0.298     0.299     0.173E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0084    0.5000    0.1000    0.2000    0.0458    0.4602    0.4996    0.5990    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   25   940       2 0.297     0.298     0.152E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0077    0.5000    0.1000    0.2000    0.0498    0.4413    0.4991    0.5981    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   26   971       2 0.297     0.298     0.136E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0081    0.5000    0.1000    0.2000    0.0499    0.4349    0.4985    0.5986    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   27  1002       2 0.296     0.297     0.176E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0093    0.5000    0.1000    0.2000    0.0493    0.4239    0.4976    0.5995    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   28  1037       2 0.295     0.297     0.206E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0101    0.5000    0.1000    0.2000    0.0498    0.4110    0.4969    0.5985    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   29  1071       2 0.294     0.296     0.169E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0112    0.5000    0.1000    0.2000    0.0497    0.4012    0.4959    0.5995    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   30  1104       2 0.294     0.296     0.134E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0116    0.5000    0.1000    0.2000    0.0499    0.3955    0.4959    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   31  1138       2 0.294     0.295     0.114E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0124    0.5000    0.1000    0.2000    0.0498    0.3891    0.4947    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   32  1176       2 0.294     0.295     0.128E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0129    0.5000    0.1000    0.2000    0.0499    0.3835    0.4956    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   33  1213       2 0.293     0.295     0.849E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0130    0.5000    0.1000    0.2000    0.0500    0.3829    0.4957    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   34  1243       2 0.293     0.295     0.124E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0142    0.5000    0.1000    0.2000    0.0500    0.3735    0.4966    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   35  1283       2 0.293     0.294     0.102E-01    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0148    0.5000    0.1000    0.2000    0.0500    0.3699    0.4991    0.5995    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   36  1315       2 0.293     0.294     0.688E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0149    0.5000    0.1000    0.2000    0.0499    0.3693    0.4997    0.5993    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   37  1352       2 0.293     0.293     0.605E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0155    0.5000    0.1000    0.2000    0.0499    0.3652    0.4998    0.5994    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   38  1386       2 0.293     0.293     0.573E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0156    0.5000    0.1000    0.2000    0.0500    0.3646    0.4993    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   39  1420       2 0.292     0.293     0.452E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0165    0.5000    0.1000    0.2000    0.0500    0.3588    0.4991    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   40  1455       2 0.292     0.293     0.606E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0169    0.5000    0.1000    0.2000    0.0499    0.3562    0.4993    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   41  1488       2 0.292     0.293     0.457E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0172    0.5000    0.1000    0.2000    0.0499    0.3545    0.4993    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   42  1523       2 0.292     0.292     0.341E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0176    0.5000    0.1000    0.2000    0.0500    0.3518    0.4998    0.5997    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   43  1552       2 0.292     0.292     0.389E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0180    0.5000    0.1000    0.2000    0.0499    0.3499    0.4999    0.5998    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   44  1588       2 0.292     0.292     0.368E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0181    0.5000    0.1000    0.2000    0.0499    0.3490    0.5000    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
   45  1625       2 0.292     0.292     0.207E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0184    0.5000    0.1000    0.2000    0.0500    0.3472    0.5000    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   46  1662       2 0.292     0.292     0.179E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0187    0.5000    0.1000    0.2000    0.0500    0.3454    0.5000    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   47  1693       2 0.292     0.292     0.212E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0190    0.5000    0.1000    0.2000    0.0500    0.3440    0.5000    0.5999    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   48  1728       2 0.292     0.292     0.172E-02    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0189    0.5000    0.1000    0.2000    0.0500    0.3441    0.5000    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
   49  1765       2 0.292     0.292     0.994E-03    0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0189    0.5000    0.1000    0.2000    0.0500    0.3441    0.5000    0.6000    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000

 LOOP TRIALS COMPLXS  BESTF   WORSTF   PAR-RNG        LF0        r0       VP1       VP2        VM       KP1       KP2        KM      Qmax       Kba      Kdes        rE       pEP      fpEM        fD        gD        Vg     alpha        KD        Yg      Ygsl      wdie     gamma      beta     WPA2D       tau     wdorm
    0    26       2 0.488      3.96     0.947        0.3000    0.1000   75.0000   75.0000   75.0000  100.0000    6.0000  492.0000    2.5000    6.0000    0.0060    0.0100    0.0309    0.5000    0.1000    0.2000    0.0435    0.2086    0.4112    0.5978    0.0100    1.2000    1.0000    0.0010    0.4000    0.2500    4.0000
