 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                 SOC                POC1                POC2                 MOC                 QOC                 DOC                 MBC                MBCA                MBCD            ENZ_POC1            ENZ_POC2             ENZ_MOC             CO2_TOT              SOC_I1             POC1_I1             POC2_I1              MOC_I1              QOC_I1              DOC_I1              MBC_I1             MBCA_I1             MBCD_I1         ENZ_POC1_I1         ENZ_POC2_I1          ENZ_MOC_I1          CO2_TOT_I1              SOC_I2             POC1_I2             POC2_I2              MOC_I2              QOC_I2              DOC_I2              MBC_I2             MBCA_I2             MBCD_I2         ENZ_POC1_I2         ENZ_POC2_I2          ENZ_MOC_I2          CO2_TOT_I2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180110        0.889625E+01        0.111000E+01        0.229500E+01        0.527125E+01        0.219875E+00        0.248958E-01        0.182792E+00        0.318958E-01        0.150792E+00        0.105417E-03        0.190167E-03        0.265542E-03        0.466125E-01        0.889625E+01        0.111000E+01        0.229500E+01        0.527125E+01        0.219875E+00        0.248958E-01        0.182792E+00        0.318958E-01        0.150792E+00        0.105417E-03        0.190167E-03        0.265542E-03        0.466125E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180111        0.888542E+01        0.111000E+01        0.226458E+01        0.528542E+01        0.225250E+00        0.251958E-01        0.185000E+00        0.354125E-01        0.149583E+00        0.110208E-03        0.205500E-03        0.292000E-03        0.547708E-01        0.888542E+01        0.111000E+01        0.226458E+01        0.528542E+01        0.225250E+00        0.251958E-01        0.185000E+00        0.354125E-01        0.149583E+00        0.110208E-03        0.205500E-03        0.292000E-03        0.547708E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180112        0.887375E+01        0.111000E+01        0.223208E+01        0.530208E+01        0.230417E+00        0.255542E-01        0.187500E+00        0.392125E-01        0.148375E+00        0.117167E-03        0.223417E-03        0.321917E-03        0.639375E-01        0.887375E+01        0.111000E+01        0.223208E+01        0.530208E+01        0.230417E+00        0.255542E-01        0.187500E+00        0.392125E-01        0.148375E+00        0.117167E-03        0.223417E-03        0.321917E-03        0.639375E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180113        0.885958E+01        0.111000E+01        0.219583E+01        0.531833E+01        0.235417E+00        0.259500E-01        0.190375E+00        0.433333E-01        0.147083E+00        0.126250E-03        0.243708E-03        0.355292E-03        0.742125E-01        0.885958E+01        0.111000E+01        0.219583E+01        0.531833E+01        0.235417E+00        0.259500E-01        0.190375E+00        0.433333E-01        0.147083E+00        0.126250E-03        0.243708E-03        0.355292E-03        0.742125E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180114        0.884458E+01        0.111000E+01        0.215792E+01        0.533667E+01        0.240292E+00        0.263292E-01        0.193542E+00        0.478208E-01        0.145708E+00        0.137500E-03        0.266500E-03        0.392167E-03        0.857167E-01        0.884458E+01        0.111000E+01        0.215792E+01        0.533667E+01        0.240292E+00        0.263292E-01        0.193542E+00        0.478208E-01        0.145708E+00        0.137500E-03        0.266500E-03        0.392167E-03        0.857167E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180115        0.882750E+01        0.111000E+01        0.211625E+01        0.535667E+01        0.245083E+00        0.266875E-01        0.197167E+00        0.526750E-01        0.144458E+00        0.150542E-03        0.291250E-03        0.432750E-03        0.986000E-01        0.882750E+01        0.111000E+01        0.211625E+01        0.535667E+01        0.245083E+00        0.266875E-01        0.197167E+00        0.526750E-01        0.144458E+00        0.150542E-03        0.291250E-03        0.432750E-03        0.986000E-01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180116        0.880917E+01        0.111000E+01        0.207125E+01        0.537792E+01        0.249833E+00        0.269958E-01        0.201083E+00        0.579583E-01        0.143250E+00        0.165792E-03        0.318500E-03        0.477250E-03        0.112917E+00        0.880917E+01        0.111000E+01        0.207125E+01        0.537792E+01        0.249833E+00        0.269958E-01        0.201083E+00        0.579583E-01        0.143250E+00        0.165792E-03        0.318500E-03        0.477250E-03        0.112917E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180117        0.878875E+01        0.111000E+01        0.202375E+01        0.540083E+01        0.254250E+00        0.272292E-01        0.205542E+00        0.636875E-01        0.141792E+00        0.183292E-03        0.348167E-03        0.525792E-03        0.128792E+00        0.878875E+01        0.111000E+01        0.202375E+01        0.540083E+01        0.254250E+00        0.272292E-01        0.205542E+00        0.636875E-01        0.141792E+00        0.183292E-03        0.348167E-03        0.525792E-03        0.128792E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180118        0.876542E+01        0.111000E+01        0.197250E+01        0.542542E+01        0.258458E+00        0.273792E-01        0.210458E+00        0.698875E-01        0.140542E+00        0.203208E-03        0.380000E-03        0.578792E-03        0.146375E+00        0.876542E+01        0.111000E+01        0.197250E+01        0.542542E+01        0.258458E+00        0.273792E-01        0.210458E+00        0.698875E-01        0.140542E+00        0.203208E-03        0.380000E-03        0.578792E-03        0.146375E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180119        0.874042E+01        0.111000E+01        0.191750E+01        0.545125E+01        0.262417E+00        0.274000E-01        0.215833E+00        0.765875E-01        0.139333E+00        0.225500E-03        0.414167E-03        0.636417E-03        0.165750E+00        0.874042E+01        0.111000E+01        0.191750E+01        0.545125E+01        0.262417E+00        0.274000E-01        0.215833E+00        0.765875E-01        0.139333E+00        0.225500E-03        0.414167E-03        0.636417E-03        0.165750E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180120        0.871333E+01        0.111000E+01        0.186000E+01        0.547917E+01        0.265917E+00        0.273875E-01        0.221792E+00        0.837792E-01        0.138000E+00        0.250875E-03        0.450708E-03        0.698875E-03        0.186917E+00        0.871333E+01        0.111000E+01        0.186000E+01        0.547917E+01        0.265917E+00        0.273875E-01        0.221792E+00        0.837792E-01        0.138000E+00        0.250875E-03        0.450708E-03        0.698875E-03        0.186917E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180121        0.868375E+01        0.111000E+01        0.179750E+01        0.550792E+01        0.269083E+00        0.272292E-01        0.228208E+00        0.914875E-01        0.136667E+00        0.279292E-03        0.489417E-03        0.766625E-03        0.209833E+00        0.868375E+01        0.111000E+01        0.179750E+01        0.550792E+01        0.269083E+00        0.272292E-01        0.228208E+00        0.914875E-01        0.136667E+00        0.279292E-03        0.489417E-03        0.766625E-03        0.209833E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180122        0.865250E+01        0.111000E+01        0.173208E+01        0.553875E+01        0.271792E+00        0.269542E-01        0.235208E+00        0.997125E-01        0.135500E+00        0.311000E-03        0.530083E-03        0.839458E-03        0.234958E+00        0.865250E+01        0.111000E+01        0.173208E+01        0.553875E+01        0.271792E+00        0.269542E-01        0.235208E+00        0.997125E-01        0.135500E+00        0.311000E-03        0.530083E-03        0.839458E-03        0.234958E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180123        0.861750E+01        0.111000E+01        0.166417E+01        0.557125E+01        0.273875E+00        0.265583E-01        0.242667E+00        0.108417E+00        0.134333E+00        0.346375E-03        0.572667E-03        0.917667E-03        0.261833E+00        0.861750E+01        0.111000E+01        0.166417E+01        0.557125E+01        0.273875E+00        0.265583E-01        0.242667E+00        0.108417E+00        0.134333E+00        0.346375E-03        0.572667E-03        0.917667E-03        0.261833E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180124        0.858167E+01        0.111000E+01        0.159292E+01        0.560375E+01        0.275458E+00        0.260458E-01        0.250708E+00        0.117625E+00        0.133167E+00        0.385750E-03        0.616667E-03        0.100113E-02        0.290542E+00        0.858167E+01        0.111000E+01        0.159292E+01        0.560375E+01        0.275458E+00        0.260458E-01        0.250708E+00        0.117625E+00        0.133167E+00        0.385750E-03        0.616667E-03        0.100113E-02        0.290542E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180125        0.854333E+01        0.111000E+01        0.151917E+01        0.563792E+01        0.276333E+00        0.254125E-01        0.259167E+00        0.127250E+00        0.131875E+00        0.429583E-03        0.661833E-03        0.109042E-02        0.320917E+00        0.854333E+01        0.111000E+01        0.151917E+01        0.563792E+01        0.276333E+00        0.254125E-01        0.259167E+00        0.127250E+00        0.131875E+00        0.429583E-03        0.661833E-03        0.109042E-02        0.320917E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180126        0.850292E+01        0.111000E+01        0.144375E+01        0.567375E+01        0.277000E+00        0.246833E-01        0.268125E+00        0.137250E+00        0.130792E+00        0.478042E-03        0.707625E-03        0.118458E-02        0.353000E+00        0.850292E+01        0.111000E+01        0.144375E+01        0.567375E+01        0.277000E+00        0.246833E-01        0.268125E+00        0.137250E+00        0.130792E+00        0.478042E-03        0.707625E-03        0.118458E-02        0.353000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180127        0.846083E+01        0.111000E+01        0.136542E+01        0.570958E+01        0.276167E+00        0.238542E-01        0.277417E+00        0.147625E+00        0.129750E+00        0.531667E-03        0.753417E-03        0.128500E-02        0.386500E+00        0.846083E+01        0.111000E+01        0.136542E+01        0.570958E+01        0.276167E+00        0.238542E-01        0.277417E+00        0.147625E+00        0.129750E+00        0.531667E-03        0.753417E-03        0.128500E-02        0.386500E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180128        0.841708E+01        0.111000E+01        0.128833E+01        0.574542E+01        0.275167E+00        0.229375E-01        0.287000E+00        0.158250E+00        0.128708E+00        0.590583E-03        0.798667E-03        0.138917E-02        0.421208E+00        0.841708E+01        0.111000E+01        0.128833E+01        0.574542E+01        0.275167E+00        0.229375E-01        0.287000E+00        0.158250E+00        0.128708E+00        0.590583E-03        0.798667E-03        0.138917E-02        0.421208E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180129        0.837208E+01        0.111000E+01        0.120833E+01        0.578125E+01        0.273333E+00        0.219375E-01        0.296833E+00        0.169042E+00        0.127750E+00        0.655167E-03        0.842542E-03        0.149708E-02        0.457000E+00        0.837208E+01        0.111000E+01        0.120833E+01        0.578125E+01        0.273333E+00        0.219375E-01        0.296833E+00        0.169042E+00        0.127750E+00        0.655167E-03        0.842542E-03        0.149708E-02        0.457000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180130        0.832667E+01        0.111000E+01        0.113125E+01        0.581625E+01        0.270875E+00        0.208958E-01        0.306833E+00        0.180000E+00        0.126833E+00        0.725750E-03        0.884292E-03        0.160958E-02        0.493292E+00        0.832667E+01        0.111000E+01        0.113125E+01        0.581625E+01        0.270875E+00        0.208958E-01        0.306833E+00        0.180000E+00        0.126833E+00        0.725750E-03        0.884292E-03        0.160958E-02        0.493292E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180131        0.828083E+01        0.111000E+01        0.105333E+01        0.585083E+01        0.267708E+00        0.198042E-01        0.316875E+00        0.190958E+00        0.126000E+00        0.802208E-03        0.923125E-03        0.172500E-02        0.530167E+00        0.828083E+01        0.111000E+01        0.105333E+01        0.585083E+01        0.267708E+00        0.198042E-01        0.316875E+00        0.190958E+00        0.126000E+00        0.802208E-03        0.923125E-03        0.172500E-02        0.530167E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180201        0.823458E+01        0.111000E+01        0.977750E+00        0.588458E+01        0.263958E+00        0.186875E-01        0.326917E+00        0.201833E+00        0.125000E+00        0.884833E-03        0.958167E-03        0.184375E-02        0.567083E+00        0.823458E+01        0.111000E+01        0.977750E+00        0.588458E+01        0.263958E+00        0.186875E-01        0.326917E+00        0.201833E+00        0.125000E+00        0.884833E-03        0.958167E-03        0.184375E-02        0.567083E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180202        0.818875E+01        0.111000E+01        0.904750E+00        0.591625E+01        0.259625E+00        0.175708E-01        0.336833E+00        0.212500E+00        0.124250E+00        0.973333E-03        0.988708E-03        0.196000E-02        0.603792E+00        0.818875E+01        0.111000E+01        0.904750E+00        0.591625E+01        0.259625E+00        0.175708E-01        0.336833E+00        0.212500E+00        0.124250E+00        0.973333E-03        0.988708E-03        0.196000E-02        0.603792E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180203        0.814375E+01        0.111000E+01        0.834833E+00        0.594625E+01        0.254625E+00        0.164583E-01        0.346583E+00        0.222917E+00        0.123625E+00        0.106792E-02        0.101458E-02        0.208000E-02        0.640000E+00        0.814375E+01        0.111000E+01        0.834833E+00        0.594625E+01        0.254625E+00        0.164583E-01        0.346583E+00        0.222917E+00        0.123625E+00        0.106792E-02        0.101458E-02        0.208000E-02        0.640000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180204        0.809917E+01        0.111000E+01        0.768292E+00        0.597375E+01        0.249250E+00        0.153750E-01        0.356042E+00        0.233125E+00        0.123000E+00        0.116792E-02        0.103500E-02        0.220000E-02        0.675833E+00        0.809917E+01        0.111000E+01        0.768292E+00        0.597375E+01        0.249250E+00        0.153750E-01        0.356042E+00        0.233125E+00        0.123000E+00        0.116792E-02        0.103500E-02        0.220000E-02        0.675833E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180205        0.805625E+01        0.111000E+01        0.705625E+00        0.600000E+01        0.243500E+00        0.143208E-01        0.365208E+00        0.242958E+00        0.122125E+00        0.127208E-02        0.104833E-02        0.232000E-02        0.710625E+00        0.805625E+01        0.111000E+01        0.705625E+00        0.600000E+01        0.243500E+00        0.143208E-01        0.365208E+00        0.242958E+00        0.122125E+00        0.127208E-02        0.104833E-02        0.232000E-02        0.710625E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180206        0.801417E+01        0.111000E+01        0.646833E+00        0.602292E+01        0.237208E+00        0.133250E-01        0.374000E+00        0.252292E+00        0.121833E+00        0.138167E-02        0.105833E-02        0.243833E-02        0.744333E+00        0.801417E+01        0.111000E+01        0.646833E+00        0.602292E+01        0.237208E+00        0.133250E-01        0.374000E+00        0.252292E+00        0.121833E+00        0.138167E-02        0.105833E-02        0.243833E-02        0.744333E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180207        0.797417E+01        0.111000E+01        0.592500E+00        0.604417E+01        0.230792E+00        0.123833E-01        0.382375E+00        0.261208E+00        0.121000E+00        0.149417E-02        0.106000E-02        0.255292E-02        0.777000E+00        0.797417E+01        0.111000E+01        0.592500E+00        0.604417E+01        0.230792E+00        0.123833E-01        0.382375E+00        0.261208E+00        0.121000E+00        0.149417E-02        0.106000E-02        0.255292E-02        0.777000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20180208        0.793542E+01        0.111000E+01        0.542208E+00        0.606292E+01        0.224042E+00        0.115042E-01        0.390375E+00        0.269750E+00        0.120750E+00        0.161000E-02        0.105542E-02        0.266458E-02        0.808333E+00        0.793542E+01        0.111000E+01        0.542208E+00        0.606292E+01        0.224042E+00        0.115042E-01        0.390375E+00        0.269750E+00        0.120750E+00        0.161000E-02        0.105542E-02        0.266458E-02        0.808333E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
