 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day             POCdec1             POCdec2         POCdec2DOC1         POCdec2DOC2         POCdec2MOC1         POCdec2MOC2             MOC2DOC             QOC2DOC             DOC2QOC          DOC2QOCnet             DOC2MBC          CO2_growth          CO2_maintn     CO2_maintn_dorm              CO2_gm       MBC_mortality             MBC2EP1             MBC2EP2              MBC2EM              MBC_PM             EP2DOC1             EP2DOC2              EM2DOC             MBC2DOC             MBC2POC             MBA2MBD             MBD2MBA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180111        0.893125E-06        0.132917E-02        0.446625E-06        0.664417E-03        0.446625E-06        0.664417E-03        0.275167E-04        0.619708E-03        0.838000E-03        0.218292E-03        0.466292E-03        0.317667E-03        0.405208E-04        0.114958E-05        0.359250E-03        0.293917E-14        0.134292E-05        0.274083E-05        0.408375E-05        0.816750E-05        0.109958E-05        0.204792E-05        0.290833E-05        0.146917E-14        0.146917E-14        0.324000E-14        0.519167E-04
  20180112        0.948958E-06        0.142833E-02        0.474542E-06        0.714167E-03        0.474542E-06        0.714167E-03        0.304250E-04        0.633917E-03        0.846333E-03        0.212375E-03        0.523417E-03        0.356542E-03        0.454875E-04        0.113958E-05        0.403250E-03        0.325500E-14        0.150167E-05        0.302083E-05        0.452208E-05        0.904458E-05        0.116833E-05        0.222625E-05        0.320625E-05        0.162750E-14        0.162750E-14        0.358542E-14        0.521875E-04
  20180113        0.102175E-05        0.153917E-02        0.511000E-06        0.769375E-03        0.511000E-06        0.769375E-03        0.336917E-04        0.647833E-03        0.855417E-03        0.207625E-03        0.586917E-03        0.399750E-03        0.510042E-04        0.113000E-05        0.451958E-03        0.359625E-14        0.167708E-05        0.332042E-05        0.499750E-05        0.999583E-05        0.125833E-05        0.242833E-05        0.353833E-05        0.179833E-14        0.179833E-14        0.396083E-14        0.524875E-04
  20180114        0.111208E-05        0.165958E-02        0.555792E-06        0.829500E-03        0.555792E-06        0.829500E-03        0.373125E-04        0.661417E-03        0.864125E-03        0.202833E-03        0.656750E-03        0.447417E-03        0.570833E-04        0.112000E-05        0.505625E-03        0.396917E-14        0.187208E-05        0.364250E-05        0.551458E-05        0.110333E-04        0.137000E-05        0.265500E-05        0.390542E-05        0.198458E-14        0.198458E-14        0.436708E-14        0.527708E-04
  20180115        0.121708E-05        0.178750E-02        0.608875E-06        0.893583E-03        0.608875E-06        0.893583E-03        0.413208E-04        0.674625E-03        0.871792E-03        0.197167E-03        0.733208E-03        0.499417E-03        0.637167E-04        0.111000E-05        0.564250E-03        0.437292E-14        0.208875E-05        0.398667E-05        0.607583E-05        0.121500E-04        0.149958E-05        0.290167E-05        0.431000E-05        0.218667E-14        0.218667E-14        0.480875E-14        0.529750E-04
  20180116        0.134125E-05        0.192250E-02        0.670583E-06        0.961208E-03        0.670583E-06        0.961208E-03        0.457458E-04        0.687417E-03        0.877542E-03        0.190125E-03        0.815542E-03        0.555542E-03        0.708917E-04        0.110000E-05        0.627542E-03        0.481208E-14        0.233042E-05        0.435500E-05        0.668583E-05        0.133708E-04        0.165083E-05        0.317333E-05        0.475292E-05        0.240667E-14        0.240667E-14        0.528875E-14        0.531000E-04
  20180117        0.148250E-05        0.206292E-02        0.741292E-06        0.103154E-02        0.741292E-06        0.103154E-02        0.506208E-04        0.699708E-03        0.880917E-03        0.181125E-03        0.903875E-03        0.615667E-03        0.785542E-04        0.109000E-05        0.695292E-03        0.528708E-14        0.260083E-05        0.474667E-05        0.734708E-05        0.146958E-04        0.182542E-05        0.346875E-05        0.523708E-05        0.264500E-14        0.264500E-14        0.581083E-14        0.530583E-04
  20180118        0.164292E-05        0.220708E-02        0.821500E-06        0.110375E-02        0.821500E-06        0.110375E-02        0.559792E-04        0.711333E-03        0.881500E-03        0.169958E-03        0.997458E-03        0.679375E-03        0.866708E-04        0.108000E-05        0.767083E-03        0.580292E-14        0.290125E-05        0.516208E-05        0.806250E-05        0.161250E-04        0.202333E-05        0.378625E-05        0.576458E-05        0.290208E-14        0.290208E-14        0.637458E-14        0.528583E-04
  20180119        0.182417E-05        0.235333E-02        0.912292E-06        0.117667E-02        0.912292E-06        0.117667E-02        0.618375E-04        0.722167E-03        0.878583E-03        0.156375E-03        0.109500E-02        0.746042E-03        0.951917E-04        0.107000E-05        0.842333E-03        0.635958E-14        0.323625E-05        0.559958E-05        0.883583E-05        0.176667E-04        0.224500E-05        0.412708E-05        0.633917E-05        0.317917E-14        0.317917E-14        0.698583E-14        0.524833E-04
  20180120        0.202917E-05        0.249917E-02        0.101442E-05        0.124875E-02        0.101442E-05        0.124875E-02        0.682583E-04        0.732000E-03        0.872375E-03        0.140333E-03        0.119667E-02        0.815042E-03        0.103988E-03        0.106042E-05        0.920042E-03        0.695667E-14        0.361000E-05        0.605583E-05        0.966500E-05        0.193375E-04        0.249750E-05        0.449125E-05        0.696208E-05        0.347875E-14        0.347875E-14        0.764292E-14        0.519250E-04
  20180121        0.225583E-05        0.264125E-02        0.113000E-05        0.132083E-02        0.113000E-05        0.132083E-02        0.752667E-04        0.740792E-03        0.862458E-03        0.121833E-03        0.129917E-02        0.885125E-03        0.112875E-03        0.105042E-05        0.998833E-03        0.759792E-14        0.402625E-05        0.653000E-05        0.105583E-04        0.211083E-04        0.278042E-05        0.487750E-05        0.763667E-05        0.379875E-14        0.379875E-14        0.834792E-14        0.511708E-04
  20180122        0.251417E-05        0.277708E-02        0.125667E-05        0.138875E-02        0.125667E-05        0.138875E-02        0.828750E-04        0.748083E-03        0.849083E-03        0.100875E-03        0.140208E-02        0.955500E-03        0.121875E-03        0.104083E-05        0.107833E-02        0.828042E-14        0.449042E-05        0.701750E-05        0.115042E-04        0.230125E-04        0.309625E-05        0.528375E-05        0.836333E-05        0.414125E-14        0.414125E-14        0.910375E-14        0.502125E-04
  20180123        0.279958E-05        0.290500E-02        0.140000E-05        0.145250E-02        0.140000E-05        0.145250E-02        0.911417E-04        0.754000E-03        0.831917E-03        0.777708E-04        0.150417E-02        0.102437E-02        0.130750E-03        0.103167E-05        0.115625E-02        0.900542E-14        0.500125E-05        0.751375E-05        0.125125E-04        0.250292E-04        0.344792E-05        0.570833E-05        0.914292E-05        0.450333E-14        0.450333E-14        0.990667E-14        0.490833E-04
  20180124        0.311792E-05        0.301875E-02        0.155875E-05        0.150917E-02        0.155875E-05        0.150917E-02        0.100075E-03        0.758458E-03        0.811167E-03        0.527167E-04        0.160208E-02        0.109125E-02        0.139167E-03        0.102250E-05        0.123167E-02        0.976625E-14        0.556750E-05        0.800750E-05        0.135792E-04        0.271500E-04        0.384042E-05        0.614833E-05        0.997667E-05        0.488500E-14        0.488500E-14        0.107542E-13        0.477458E-04
  20180125        0.347250E-05        0.311625E-02        0.173625E-05        0.155833E-02        0.173625E-05        0.155833E-02        0.109625E-03        0.761125E-03        0.787125E-03        0.260375E-04        0.169333E-02        0.115333E-02        0.147125E-03        0.101375E-05        0.130167E-02        0.105792E-13        0.619292E-05        0.849917E-05        0.146833E-04        0.293833E-04        0.427667E-05        0.659917E-05        0.108667E-04        0.528625E-14        0.528625E-14        0.116542E-13        0.462500E-04
  20180126        0.386458E-05        0.319333E-02        0.193167E-05        0.159667E-02        0.193167E-05        0.159667E-02        0.119917E-03        0.762000E-03        0.760042E-03       -0.184809E-05        0.177708E-02        0.121042E-02        0.154417E-03        0.100500E-05        0.136500E-02        0.114042E-13        0.687875E-05        0.897000E-05        0.158500E-04        0.316917E-04        0.475917E-05        0.705708E-05        0.118042E-04        0.570333E-14        0.570333E-14        0.125792E-13        0.445917E-04
  20180127        0.429708E-05        0.324750E-02        0.214833E-05        0.162375E-02        0.214833E-05        0.162375E-02        0.130750E-03        0.760917E-03        0.730375E-03       -0.305417E-04        0.185000E-02        0.126000E-02        0.160708E-03        0.996792E-06        0.142208E-02        0.122750E-13        0.763042E-05        0.941750E-05        0.170500E-04        0.340833E-04        0.529333E-05        0.751542E-05        0.128083E-04        0.613500E-14        0.613500E-14        0.135500E-13        0.428042E-04
  20180128        0.477375E-05        0.327625E-02        0.238667E-05        0.163875E-02        0.238667E-05        0.163875E-02        0.142250E-03        0.757958E-03        0.698375E-03       -0.595958E-04        0.190958E-02        0.130042E-02        0.165958E-03        0.989000E-06        0.146792E-02        0.131500E-13        0.844792E-05        0.982958E-05        0.182792E-04        0.365542E-04        0.588000E-05        0.796792E-05        0.138458E-04        0.657667E-14        0.657667E-14        0.145542E-13        0.408875E-04
  20180129        0.529500E-05        0.327625E-02        0.264750E-05        0.163833E-02        0.264750E-05        0.163833E-02        0.154417E-03        0.753125E-03        0.664625E-03       -0.884792E-04        0.195583E-02        0.133208E-02        0.169917E-03        0.981458E-06        0.150333E-02        0.140542E-13        0.933250E-05        0.102000E-04        0.195292E-04        0.390667E-04        0.652375E-05        0.840750E-05        0.149250E-04        0.702833E-14        0.702833E-14        0.155792E-13        0.388958E-04
  20180130        0.586417E-05        0.324625E-02        0.293208E-05        0.162292E-02        0.293208E-05        0.162292E-02        0.166958E-03        0.746417E-03        0.629500E-03       -0.116833E-03        0.198625E-02        0.135375E-02        0.172583E-03        0.974292E-06        0.152625E-02        0.149667E-13        0.102833E-04        0.105083E-04        0.207917E-04        0.415917E-04        0.722708E-05        0.882625E-05        0.160500E-04        0.748250E-14        0.748250E-14        0.166083E-13        0.368333E-04
  20180131        0.648208E-05        0.318708E-02        0.324083E-05        0.159417E-02        0.324083E-05        0.159417E-02        0.180000E-03        0.737750E-03        0.593583E-03       -0.144000E-03        0.200000E-02        0.136000E-02        0.174000E-03        0.967500E-06        0.153958E-02        0.158750E-13        0.112958E-04        0.107667E-04        0.220667E-04        0.441167E-04        0.798875E-05        0.921542E-05        0.172000E-04        0.793917E-14        0.793917E-14        0.176500E-13        0.347375E-04
  20180201        0.714917E-05        0.310083E-02        0.357417E-05        0.155042E-02        0.357417E-05        0.155042E-02        0.193375E-03        0.727375E-03        0.557500E-03       -0.169500E-03        0.200000E-02        0.136000E-02        0.173875E-03        0.961125E-06        0.153833E-02        0.167875E-13        0.123708E-04        0.109500E-04        0.233208E-04        0.466375E-04        0.881292E-05        0.956792E-05        0.183875E-04        0.839125E-14        0.839125E-14        0.186917E-13        0.326292E-04
  20180202        0.786333E-05        0.298875E-02        0.393208E-05        0.149417E-02        0.393208E-05        0.149417E-02        0.207000E-03        0.715375E-03        0.521917E-03       -0.193375E-03        0.198375E-02        0.135208E-02        0.172417E-03        0.955125E-06        0.152542E-02        0.176792E-13        0.135042E-04        0.110625E-04        0.245500E-04        0.491333E-04        0.969417E-05        0.987625E-05        0.195500E-04        0.883792E-14        0.883792E-14        0.197208E-13        0.305417E-04
  20180203        0.862667E-05        0.285375E-02        0.431333E-05        0.142625E-02        0.431333E-05        0.142625E-02        0.220833E-03        0.702000E-03        0.486833E-03       -0.215083E-03        0.195458E-02        0.133125E-02        0.169833E-03        0.949500E-06        0.150167E-02        0.185500E-13        0.147000E-04        0.111000E-04        0.257500E-04        0.515500E-04        0.106417E-04        0.101333E-04        0.207500E-04        0.927458E-14        0.927458E-14        0.207292E-13        0.284958E-04
  20180204        0.943250E-05        0.270000E-02        0.471667E-05        0.135125E-02        0.471667E-05        0.135125E-02        0.234708E-03        0.687125E-03        0.453000E-03       -0.234125E-03        0.191250E-02        0.130292E-02        0.166167E-03        0.944208E-06        0.147000E-02        0.193958E-13        0.159000E-04        0.110625E-04        0.269500E-04        0.539042E-04        0.116333E-04        0.103458E-04        0.219500E-04        0.969833E-14        0.969833E-14        0.217167E-13        0.265250E-04
  20180205        0.102783E-04        0.253458E-02        0.513917E-05        0.126708E-02        0.513917E-05        0.126708E-02        0.248417E-03        0.671125E-03        0.420542E-03       -0.250500E-03        0.186042E-02        0.126750E-02        0.161667E-03        0.939333E-06        0.143000E-02        0.202167E-13        0.171333E-04        0.109542E-04        0.280792E-04        0.561750E-04        0.126792E-04        0.104792E-04        0.231500E-04        0.101012E-13        0.101012E-13        0.226667E-13        0.246208E-04
  20180206        0.111625E-04        0.235958E-02        0.557958E-05        0.117958E-02        0.557958E-05        0.117958E-02        0.262042E-03        0.654083E-03        0.390000E-03       -0.264000E-03        0.180083E-02        0.122708E-02        0.156500E-03        0.934833E-06        0.138417E-02        0.209958E-13        0.183917E-04        0.107792E-04        0.291750E-04        0.583500E-04        0.137708E-04        0.105792E-04        0.243375E-04        0.104958E-13        0.104958E-13        0.235833E-13        0.228375E-04
  20180207        0.120667E-04        0.218000E-02        0.603458E-05        0.109000E-02        0.603458E-05        0.109000E-02        0.275375E-03        0.636250E-03        0.361417E-03       -0.274917E-03        0.173542E-02        0.118208E-02        0.150833E-03        0.930583E-06        0.133417E-02        0.217458E-13        0.196625E-04        0.105583E-04        0.302167E-04        0.604208E-04        0.148917E-04        0.106000E-04        0.254792E-04        0.108667E-13        0.108667E-13        0.244583E-13        0.211667E-04
  20180208        0.130042E-04        0.200292E-02        0.650083E-05        0.100125E-02        0.650083E-05        0.100125E-02        0.288292E-03        0.617833E-03        0.334875E-03       -0.283000E-03        0.166708E-02        0.113583E-02        0.145000E-03        0.926625E-06        0.128208E-02        0.224542E-13        0.209125E-04        0.102875E-04        0.311958E-04        0.623917E-04        0.160500E-04        0.105583E-04        0.266000E-04        0.112250E-13        0.112250E-13        0.252833E-13        0.196042E-04
  20180209        0.139458E-04        0.182792E-02        0.697375E-05        0.914000E-03        0.697375E-05        0.914000E-03        0.300958E-03        0.598958E-03        0.310542E-03       -0.288375E-03        0.159833E-02        0.108917E-02        0.138958E-03        0.922958E-06        0.122875E-02        0.231167E-13        0.221500E-04        0.997042E-05        0.321250E-04        0.642500E-04        0.172250E-04        0.104625E-04        0.276917E-04        0.115583E-13        0.115583E-13        0.260750E-13        0.181708E-04
  20180210        0.149000E-04        0.166042E-02        0.745000E-05        0.830375E-03        0.745000E-05        0.830375E-03        0.313000E-03        0.579792E-03        0.288333E-03       -0.291417E-03        0.152917E-02        0.104125E-02        0.132958E-03        0.919583E-06        0.117542E-02        0.237500E-13        0.233500E-04        0.963792E-05        0.330042E-04        0.660042E-04        0.184000E-04        0.103250E-04        0.287333E-04        0.118750E-13        0.118750E-13        0.268208E-13        0.168625E-04
  20180211        0.158583E-04        0.150250E-02        0.793000E-05        0.751208E-03        0.793000E-05        0.751208E-03        0.324500E-03        0.560458E-03        0.268292E-03       -0.292000E-03        0.146208E-02        0.996042E-03        0.127083E-03        0.916417E-06        0.112417E-02        0.243458E-13        0.245458E-04        0.928500E-05        0.338167E-04        0.676583E-04        0.196000E-04        0.101375E-04        0.297375E-04        0.121750E-13        0.121750E-13        0.275167E-13        0.156708E-04
  20180212        0.168167E-04        0.135542E-02        0.840708E-05        0.677667E-03        0.840708E-05        0.677667E-03        0.335542E-03        0.541208E-03        0.250167E-03       -0.291042E-03        0.139833E-02        0.952417E-03        0.121500E-03        0.913458E-06        0.107500E-02        0.249000E-13        0.256792E-04        0.892125E-05        0.346042E-04        0.692000E-04        0.207875E-04        0.991250E-05        0.306958E-04        0.124500E-13        0.124500E-13        0.281833E-13        0.146083E-04
  20180213        0.177500E-04        0.121917E-02        0.887542E-05        0.609542E-03        0.887542E-05        0.609542E-03        0.345917E-03        0.522042E-03        0.233833E-03       -0.288167E-03        0.133750E-02        0.911167E-03        0.116208E-03        0.910750E-06        0.102833E-02        0.254250E-13        0.267750E-04        0.855500E-05        0.353250E-04        0.706583E-04        0.219500E-04        0.966375E-05        0.316125E-04        0.127125E-13        0.127125E-13        0.288000E-13        0.136458E-04
  20180214        0.186708E-04        0.109500E-02        0.933583E-05        0.547458E-03        0.933583E-05        0.547458E-03        0.355792E-03        0.503125E-03        0.219292E-03       -0.283833E-03        0.128167E-02        0.872500E-03        0.111292E-03        0.908042E-06        0.984833E-03        0.259083E-13        0.278208E-04        0.819167E-05        0.360083E-04        0.720250E-04        0.230958E-04        0.938708E-05        0.324833E-04        0.129625E-13        0.129625E-13        0.293750E-13        0.127833E-04
  20180215        0.195708E-04        0.982583E-03        0.978458E-05        0.491208E-03        0.978458E-05        0.491208E-03        0.365083E-03        0.484583E-03        0.206417E-03       -0.278208E-03        0.122833E-02        0.836792E-03        0.106750E-03        0.905625E-06        0.944417E-03        0.263833E-13        0.288167E-04        0.783792E-05        0.366500E-04        0.733000E-04        0.242167E-04        0.909250E-05        0.333167E-04        0.131917E-13        0.131917E-13        0.299250E-13        0.120125E-04
  20180216        0.204375E-04        0.881208E-03        0.102167E-04        0.440542E-03        0.102167E-04        0.440542E-03        0.373750E-03        0.466292E-03        0.194750E-03       -0.271667E-03        0.118000E-02        0.803792E-03        0.102542E-03        0.903292E-06        0.907208E-03        0.268125E-13        0.297625E-04        0.749542E-05        0.372500E-04        0.745000E-04        0.253000E-04        0.878750E-05        0.340917E-04        0.134042E-13        0.134042E-13        0.304292E-13        0.113208E-04
  20180217        0.212833E-04        0.790458E-03        0.106375E-04        0.395250E-03        0.106375E-04        0.395250E-03        0.381917E-03        0.448625E-03        0.184417E-03       -0.264208E-03        0.113583E-02        0.773667E-03        0.986708E-04        0.901125E-06        0.873250E-03        0.272167E-13        0.306583E-04        0.716667E-05        0.378292E-04        0.756542E-04        0.263542E-04        0.847500E-05        0.348292E-04        0.136083E-13        0.136083E-13        0.309083E-13        0.107042E-04
  20180218        0.220833E-04        0.709667E-03        0.110500E-04        0.354750E-03        0.110500E-04        0.354750E-03        0.389667E-03        0.431417E-03        0.175167E-03       -0.256167E-03        0.109500E-02        0.746125E-03        0.951875E-04        0.899000E-06        0.842208E-03        0.276083E-13        0.315125E-04        0.685417E-05        0.383625E-04        0.767250E-04        0.273708E-04        0.816042E-05        0.355292E-04        0.138042E-13        0.138042E-13        0.313750E-13        0.101567E-04
  20180219        0.228625E-04        0.637792E-03        0.114292E-04        0.318833E-03        0.114292E-04        0.318833E-03        0.396833E-03        0.414750E-03        0.166875E-03       -0.247833E-03        0.105833E-02        0.721292E-03        0.919917E-04        0.897000E-06        0.813958E-03        0.279708E-13        0.323167E-04        0.655750E-05        0.388708E-04        0.777375E-04        0.283417E-04        0.784833E-05        0.361917E-04        0.139833E-13        0.139833E-13        0.318000E-13        0.966500E-05
  20180220        0.236000E-04        0.574125E-03        0.118000E-04        0.287042E-03        0.118000E-04        0.287042E-03        0.403583E-03        0.398667E-03        0.159583E-03       -0.239083E-03        0.102542E-02        0.698333E-03        0.890917E-04        0.895125E-06        0.788500E-03        0.283250E-13        0.330708E-04        0.627792E-05        0.393500E-04        0.786958E-04        0.292750E-04        0.754167E-05        0.368250E-04        0.141583E-13        0.141583E-13        0.322000E-13        0.922625E-05
  20180221        0.243125E-04        0.517625E-03        0.121500E-04        0.258792E-03        0.121500E-04        0.258792E-03        0.409917E-03        0.383125E-03        0.153000E-03       -0.230125E-03        0.995000E-03        0.677667E-03        0.864625E-04        0.893292E-06        0.765000E-03        0.286458E-13        0.337917E-04        0.601667E-05        0.398042E-04        0.796125E-04        0.301667E-04        0.724208E-05        0.374125E-04        0.143292E-13        0.143292E-13        0.325917E-13        0.883292E-05
  20180222        0.249833E-04        0.467500E-03        0.124875E-04        0.233667E-03        0.124875E-04        0.233667E-03        0.415708E-03        0.368167E-03        0.147042E-03       -0.221125E-03        0.967250E-03        0.658875E-03        0.840667E-04        0.891500E-06        0.743875E-03        0.289625E-13        0.344750E-04        0.576667E-05        0.402417E-04        0.804833E-04        0.310167E-04        0.695292E-05        0.379708E-04        0.144750E-13        0.144750E-13        0.329583E-13        0.847833E-05
  20180223        0.256208E-04        0.423375E-03        0.128125E-04        0.211708E-03        0.128125E-04        0.211708E-03        0.421333E-03        0.353833E-03        0.141667E-03       -0.212125E-03        0.942500E-03        0.641792E-03        0.818833E-04        0.889792E-06        0.724625E-03        0.292625E-13        0.351167E-04        0.553875E-05        0.406500E-04        0.813167E-04        0.318167E-04        0.667458E-05        0.385000E-04        0.146375E-13        0.146375E-13        0.333083E-13        0.815958E-05
  20180224        0.262250E-04        0.384208E-03        0.131125E-04        0.192083E-03        0.131125E-04        0.192083E-03        0.426458E-03        0.340083E-03        0.136875E-03       -0.203250E-03        0.919500E-03        0.626375E-03        0.799083E-04        0.888208E-06        0.707167E-03        0.295458E-13        0.357250E-04        0.532250E-05        0.410500E-04        0.821042E-04        0.326000E-04        0.640750E-05        0.390083E-04        0.147667E-13        0.147667E-13        0.336417E-13        0.787125E-05
  20180225        0.268000E-04        0.349500E-03        0.134000E-04        0.174750E-03        0.134000E-04        0.174750E-03        0.431292E-03        0.326958E-03        0.132542E-03       -0.194458E-03        0.898917E-03        0.612333E-03        0.781125E-04        0.886542E-06        0.691292E-03        0.298125E-13        0.363125E-04        0.512125E-05        0.414333E-04        0.828625E-04        0.333292E-04        0.615500E-05        0.394917E-04        0.149083E-13        0.149083E-13        0.339583E-13        0.760958E-05
  20180226        0.273458E-04        0.318750E-03        0.136750E-04        0.159375E-03        0.136750E-04        0.159375E-03        0.435833E-03        0.314500E-03        0.128542E-03       -0.185875E-03        0.880042E-03        0.599500E-03        0.764750E-04        0.885083E-06        0.676875E-03        0.300833E-13        0.368625E-04        0.493292E-05        0.417917E-04        0.835833E-04        0.340292E-04        0.591500E-05        0.399417E-04        0.150417E-13        0.150417E-13        0.342625E-13        0.737375E-05
  20180227        0.278625E-04        0.291333E-03        0.139250E-04        0.145708E-03        0.139250E-04        0.145708E-03        0.440125E-03        0.302500E-03        0.124917E-03       -0.177458E-03        0.862833E-03        0.587792E-03        0.749917E-04        0.883542E-06        0.663667E-03        0.303250E-13        0.373833E-04        0.475583E-05        0.421375E-04        0.842875E-04        0.346917E-04        0.568208E-05        0.403750E-04        0.151625E-13        0.151625E-13        0.345583E-13        0.715792E-05
  20180228        0.283500E-04        0.266917E-03        0.141792E-04        0.133542E-03        0.141792E-04        0.133542E-03        0.444167E-03        0.290875E-03        0.121625E-03       -0.169167E-03        0.847208E-03        0.577125E-03        0.736250E-04        0.882125E-06        0.651583E-03        0.305750E-13        0.378917E-04        0.459042E-05        0.424750E-04        0.849542E-04        0.353250E-04        0.546625E-05        0.407833E-04        0.152792E-13        0.152792E-13        0.348375E-13        0.696083E-05
