 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOC1               kPOC2                kMOC                kDOC                kMBa             kMBa_in                kMBd             kMBd_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE       Balance_Error              TOCbeg              TOCend              TOCinp              TOCout                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
  20180111        0.804792E-06        0.586458E-03        0.520625E-05        0.185125E-01        0.103833E-01        0.147000E-01        0.354625E-03        0.216500E-13        0.198708E-02        0.252083E-02        0.393583E-01        0.190667E+00        0.212000E+00       -0.737083E-16        0.909667E+01        0.909625E+01        0.000000E+00        0.359250E-03
  20180112        0.855250E-06        0.639792E-03        0.574000E-05        0.204875E-01        0.105333E-01        0.147333E-01        0.359375E-03        0.241625E-13        0.219917E-02        0.279208E-02        0.399042E-01        0.208250E+00        0.212417E+00       -0.250029E-15        0.908750E+01        0.908708E+01        0.000000E+00        0.403250E-03
  20180113        0.921042E-06        0.700417E-03        0.633458E-05        0.226292E-01        0.106667E-01        0.148083E-01        0.364500E-03        0.269292E-13        0.242583E-02        0.308417E-02        0.404750E-01        0.226833E+00        0.213000E+00       -0.381875E-16        0.907708E+01        0.907667E+01        0.000000E+00        0.451958E-03
  20180114        0.100192E-05        0.768542E-03        0.699292E-05        0.249500E-01        0.108333E-01        0.149000E-01        0.369583E-03        0.299542E-13        0.267000E-02        0.339542E-02        0.410583E-01        0.246167E+00        0.213292E+00        0.202083E-15        0.906542E+01        0.906500E+01        0.000000E+00        0.505625E-03
  20180115        0.109750E-05        0.844000E-03        0.771583E-05        0.274792E-01        0.109625E-01        0.149917E-01        0.374250E-03        0.332833E-13        0.292542E-02        0.372125E-02        0.415917E-01        0.266292E+00        0.214000E+00       -0.648333E-16        0.905333E+01        0.905292E+01        0.000000E+00        0.564250E-03
  20180116        0.121000E-05        0.927333E-03        0.850833E-05        0.302292E-01        0.110792E-01        0.150458E-01        0.378375E-03        0.369333E-13        0.318875E-02        0.405792E-02        0.420500E-01        0.287292E+00        0.214000E+00        0.143738E-15        0.903833E+01        0.903750E+01        0.000000E+00        0.627542E-03
  20180117        0.133583E-05        0.101812E-02        0.937458E-05        0.332000E-01        0.111792E-01        0.151000E-01        0.381500E-03        0.409458E-13        0.345708E-02        0.440125E-02        0.424083E-01        0.308875E+00        0.214292E+00        0.882500E-17        0.902333E+01        0.902250E+01        0.000000E+00        0.695292E-03
  20180118        0.148125E-05        0.111792E-02        0.103225E-04        0.364292E-01        0.112125E-01        0.151000E-01        0.383583E-03        0.453458E-13        0.372542E-02        0.474333E-02        0.426500E-01        0.331042E+00        0.215000E+00        0.109083E-15        0.900500E+01        0.900458E+01        0.000000E+00        0.767083E-03
  20180119        0.164417E-05        0.122625E-02        0.113458E-04        0.399125E-01        0.113000E-01        0.150458E-01        0.384000E-03        0.501458E-13        0.398833E-02        0.507917E-02        0.427000E-01        0.353792E+00        0.215000E+00       -0.115000E-16        0.898583E+01        0.898500E+01        0.000000E+00        0.842333E-03
  20180120        0.182875E-05        0.134167E-02        0.124583E-04        0.436750E-01        0.112292E-01        0.149583E-01        0.383750E-03        0.553625E-13        0.424125E-02        0.540083E-02        0.426708E-01        0.376708E+00        0.215000E+00        0.760000E-16        0.896500E+01        0.896375E+01        0.000000E+00        0.920042E-03
  20180121        0.203458E-05        0.146750E-02        0.136667E-04        0.477042E-01        0.111875E-01        0.148250E-01        0.381792E-03        0.610333E-13        0.447500E-02        0.570000E-02        0.424458E-01        0.399833E+00        0.215000E+00       -0.729708E-16        0.894167E+01        0.894083E+01        0.000000E+00        0.998833E-03
  20180122        0.226542E-05        0.160167E-02        0.149625E-04        0.520167E-01        0.110708E-01        0.146250E-01        0.378208E-03        0.671667E-13        0.468833E-02        0.597167E-02        0.420375E-01        0.422917E+00        0.215000E+00       -0.158563E-15        0.891750E+01        0.891625E+01        0.000000E+00        0.107833E-02
  20180123        0.252417E-05        0.174292E-02        0.163625E-04        0.566083E-01        0.109292E-01        0.143833E-01        0.373000E-03        0.737542E-13        0.487417E-02        0.620625E-02        0.414500E-01        0.445792E+00        0.214917E+00        0.577917E-17        0.889042E+01        0.888958E+01        0.000000E+00        0.115625E-02
  20180124        0.281125E-05        0.189250E-02        0.178500E-04        0.614583E-01        0.107292E-01        0.140750E-01        0.366333E-03        0.807792E-13        0.502667E-02        0.639750E-02        0.406917E-01        0.468083E+00        0.214000E+00        0.315417E-16        0.886125E+01        0.886000E+01        0.000000E+00        0.123167E-02
  20180125        0.313042E-05        0.204708E-02        0.194458E-04        0.665708E-01        0.104917E-01        0.137167E-01        0.358083E-03        0.882750E-13        0.514292E-02        0.654333E-02        0.397542E-01        0.489958E+00        0.214000E+00        0.583333E-17        0.883125E+01        0.882958E+01        0.000000E+00        0.130167E-02
  20180126        0.348417E-05        0.220833E-02        0.211292E-04        0.719083E-01        0.102042E-01        0.133125E-01        0.348417E-03        0.961500E-13        0.521958E-02        0.663667E-02        0.386500E-01        0.511125E+00        0.213542E+00       -0.814792E-16        0.879875E+01        0.879750E+01        0.000000E+00        0.136500E-02
  20180127        0.387458E-05        0.237250E-02        0.229042E-04        0.774542E-01        0.988000E-02        0.128500E-01        0.337458E-03        0.104375E-12        0.525625E-02        0.667708E-02        0.374125E-01        0.531375E+00        0.213000E+00        0.713792E-16        0.876625E+01        0.876500E+01        0.000000E+00        0.142208E-02
  20180128        0.430458E-05        0.253875E-02        0.247667E-04        0.831458E-01        0.952750E-02        0.123625E-01        0.325250E-03        0.113000E-12        0.525000E-02        0.666375E-02        0.360292E-01        0.550667E+00        0.212167E+00       -0.944583E-16        0.873125E+01        0.872958E+01        0.000000E+00        0.146792E-02
  20180129        0.477458E-05        0.270292E-02        0.267083E-04        0.889875E-01        0.914167E-02        0.118333E-01        0.312083E-03        0.121875E-12        0.520333E-02        0.659833E-02        0.345333E-01        0.568875E+00        0.211458E+00        0.963583E-16        0.869542E+01        0.869417E+01        0.000000E+00        0.150333E-02
  20180130        0.528958E-05        0.286333E-02        0.287083E-04        0.949083E-01        0.873167E-02        0.112667E-01        0.298083E-03        0.130917E-12        0.511917E-02        0.648375E-02        0.329458E-01        0.585917E+00        0.210500E+00       -0.301292E-15        0.865917E+01        0.865750E+01        0.000000E+00        0.152625E-02
  20180131        0.584792E-05        0.301750E-02        0.307708E-04        0.100788E+00        0.830333E-02        0.106958E-01        0.283458E-03        0.140125E-12        0.500042E-02        0.632458E-02        0.312875E-01        0.601875E+00        0.209417E+00       -0.127542E-16        0.862250E+01        0.862083E+01        0.000000E+00        0.153958E-02
  20180201        0.645083E-05        0.316125E-02        0.328708E-04        0.106750E+00        0.786458E-02        0.101000E-01        0.268417E-03        0.149333E-12        0.485250E-02        0.612750E-02        0.295792E-01        0.616667E+00        0.208167E+00       -0.290500E-16        0.858542E+01        0.858417E+01        0.000000E+00        0.153833E-02
  20180202        0.709708E-05        0.329250E-02        0.350042E-04        0.112667E+00        0.742083E-02        0.950375E-02        0.253292E-03        0.158583E-12        0.467958E-02        0.589667E-02        0.278625E-01        0.630333E+00        0.206625E+00       -0.231667E-16        0.854833E+01        0.854667E+01        0.000000E+00        0.152542E-02
  20180203        0.778667E-05        0.340667E-02        0.371458E-04        0.118458E+00        0.697875E-02        0.891292E-02        0.238125E-03        0.167708E-12        0.448833E-02        0.564667E-02        0.261542E-01        0.643000E+00        0.205083E+00        0.174792E-15        0.851292E+01        0.851125E+01        0.000000E+00        0.150167E-02
  20180204        0.851500E-05        0.350333E-02        0.392875E-04        0.124083E+00        0.654542E-02        0.833417E-02        0.223333E-03        0.176583E-12        0.428458E-02        0.537833E-02        0.244750E-01        0.654250E+00        0.203250E+00       -0.132108E-15        0.847625E+01        0.847500E+01        0.000000E+00        0.147000E-02
  20180205        0.928125E-05        0.358042E-02        0.414167E-04        0.129542E+00        0.612500E-02        0.777500E-02        0.209000E-03        0.185333E-12        0.407458E-02        0.510000E-02        0.228333E-01        0.664708E+00        0.201208E+00        0.837500E-16        0.844250E+01        0.844083E+01        0.000000E+00        0.143000E-02
  20180206        0.100800E-04        0.363458E-02        0.435125E-04        0.134750E+00        0.572375E-02        0.724083E-02        0.195292E-03        0.193792E-12        0.386125E-02        0.482000E-02        0.212875E-01        0.674208E+00        0.199000E+00        0.365833E-16        0.840750E+01        0.840625E+01        0.000000E+00        0.138417E-02
  20180207        0.109042E-04        0.366792E-02        0.455667E-04        0.139708E+00        0.534292E-02        0.673458E-02        0.182250E-03        0.201833E-12        0.365042E-02        0.454417E-02        0.198125E-01        0.682833E+00        0.196583E+00       -0.329750E-16        0.837542E+01        0.837417E+01        0.000000E+00        0.133417E-02
  20180208        0.117500E-04        0.368000E-02        0.475667E-04        0.144500E+00        0.498750E-02        0.626500E-02        0.170083E-03        0.209625E-12        0.344667E-02        0.427542E-02        0.184333E-01        0.690667E+00        0.193958E+00       -0.134942E-15        0.834375E+01        0.834250E+01        0.000000E+00        0.128208E-02
  20180209        0.126083E-04        0.366875E-02        0.495042E-04        0.149000E+00        0.465750E-02        0.582833E-02        0.158917E-03        0.217000E-12        0.325250E-02        0.401958E-02        0.171542E-01        0.697708E+00        0.191083E+00       -0.135375E-15        0.831375E+01        0.831250E+01        0.000000E+00        0.122875E-02
  20180210        0.134833E-04        0.363833E-02        0.513708E-04        0.153250E+00        0.435500E-02        0.542708E-02        0.148500E-03        0.224000E-12        0.306792E-02        0.377833E-02        0.159750E-01        0.704167E+00        0.188125E+00        0.123250E-16        0.828458E+01        0.828333E+01        0.000000E+00        0.117542E-02
  20180211        0.143458E-04        0.359125E-02        0.531667E-04        0.157292E+00        0.407750E-02        0.506167E-02        0.139083E-03        0.230667E-12        0.289750E-02        0.355458E-02        0.149083E-01        0.709958E+00        0.185000E+00       -0.698258E-16        0.825750E+01        0.825625E+01        0.000000E+00        0.112417E-02
  20180212        0.152125E-04        0.352833E-02        0.548833E-04        0.161000E+00        0.382500E-02        0.472917E-02        0.130500E-03        0.237000E-12        0.273917E-02        0.334750E-02        0.139292E-01        0.715250E+00        0.181750E+00       -0.183667E-15        0.823042E+01        0.822958E+01        0.000000E+00        0.107500E-02
  20180213        0.160708E-04        0.345167E-02        0.565333E-04        0.164500E+00        0.360042E-02        0.443000E-02        0.122708E-03        0.242875E-12        0.259458E-02        0.315792E-02        0.130583E-01        0.720083E+00        0.178375E+00        0.811667E-16        0.820542E+01        0.820417E+01        0.000000E+00        0.102833E-02
  20180214        0.169083E-04        0.336542E-02        0.580750E-04        0.167833E+00        0.339625E-02        0.416042E-02        0.115792E-03        0.248500E-12        0.246208E-02        0.298458E-02        0.122625E-01        0.724500E+00        0.174917E+00        0.557458E-16        0.818083E+01        0.818000E+01        0.000000E+00        0.984833E-03
  20180215        0.177167E-04        0.327083E-02        0.595500E-04        0.171000E+00        0.321333E-02        0.391875E-02        0.109500E-03        0.253792E-12        0.234250E-02        0.282792E-02        0.115583E-01        0.728542E+00        0.171500E+00       -0.404167E-17        0.815833E+01        0.815750E+01        0.000000E+00        0.944417E-03
  20180216        0.185167E-04        0.316917E-02        0.609542E-04        0.173917E+00        0.304875E-02        0.370375E-02        0.103958E-03        0.258708E-12        0.223500E-02        0.268625E-02        0.109250E-01        0.732333E+00        0.168000E+00        0.177962E-15        0.813625E+01        0.813500E+01        0.000000E+00        0.907208E-03
  20180217        0.192958E-04        0.306542E-02        0.622792E-04        0.176667E+00        0.290292E-02        0.351042E-02        0.989125E-04        0.263500E-12        0.213750E-02        0.256000E-02        0.103542E-01        0.735708E+00        0.164500E+00       -0.254896E-16        0.811458E+01        0.811375E+01        0.000000E+00        0.873250E-03
  20180218        0.200375E-04        0.295917E-02        0.635333E-04        0.179208E+00        0.277125E-02        0.333750E-02        0.944500E-04        0.268000E-12        0.204958E-02        0.244375E-02        0.984417E-02        0.738875E+00        0.161083E+00       -0.162583E-15        0.809417E+01        0.809333E+01        0.000000E+00        0.842208E-03
  20180219        0.207500E-04        0.285083E-02        0.647083E-04        0.181750E+00        0.265417E-02        0.318333E-02        0.904458E-04        0.272292E-12        0.197083E-02        0.234000E-02        0.939000E-02        0.741875E+00        0.157625E+00       -0.128375E-15        0.807417E+01        0.807333E+01        0.000000E+00        0.813958E-03
  20180220        0.214333E-04        0.274500E-02        0.658250E-04        0.184042E+00        0.254875E-02        0.304417E-02        0.868500E-04        0.276333E-12        0.190000E-02        0.224667E-02        0.898208E-02        0.744625E+00        0.154250E+00       -0.220375E-16        0.805500E+01        0.805458E+01        0.000000E+00        0.788500E-03
  20180221        0.220875E-04        0.264083E-02        0.668917E-04        0.186208E+00        0.245500E-02        0.292000E-02        0.836292E-04        0.280250E-12        0.183583E-02        0.216167E-02        0.861750E-02        0.747167E+00        0.151000E+00        0.231750E-16        0.803625E+01        0.803542E+01        0.000000E+00        0.765000E-03
  20180222        0.227000E-04        0.253917E-02        0.678917E-04        0.188333E+00        0.236958E-02        0.280875E-02        0.807250E-04        0.283958E-12        0.177833E-02        0.208667E-02        0.828833E-02        0.749625E+00        0.147792E+00       -0.833767E-16        0.801792E+01        0.801708E+01        0.000000E+00        0.743875E-03
  20180223        0.233000E-04        0.244042E-02        0.688417E-04        0.190333E+00        0.229333E-02        0.270792E-02        0.781042E-04        0.287500E-12        0.172583E-02        0.201833E-02        0.799125E-02        0.751875E+00        0.144625E+00        0.111577E-15        0.800083E+01        0.800000E+01        0.000000E+00        0.724625E-03
  20180224        0.238625E-04        0.234667E-02        0.697458E-04        0.192250E+00        0.222417E-02        0.261667E-02        0.757583E-04        0.290917E-12        0.167958E-02        0.195542E-02        0.772292E-02        0.754000E+00        0.141625E+00        0.404917E-16        0.798417E+01        0.798333E+01        0.000000E+00        0.707167E-03
  20180225        0.244042E-04        0.225542E-02        0.706000E-04        0.194042E+00        0.216250E-02        0.253500E-02        0.736125E-04        0.294208E-12        0.163667E-02        0.190000E-02        0.747958E-02        0.756042E+00        0.138750E+00       -0.207042E-16        0.796583E+01        0.796542E+01        0.000000E+00        0.691292E-03
  20180226        0.249125E-04        0.216958E-02        0.714167E-04        0.195750E+00        0.210458E-02        0.245917E-02        0.716750E-04        0.297375E-12        0.159708E-02        0.184917E-02        0.726042E-02        0.757958E+00        0.135958E+00        0.127771E-15        0.795042E+01        0.794958E+01        0.000000E+00        0.676875E-03
  20180227        0.254000E-04        0.208833E-02        0.721958E-04        0.197500E+00        0.205292E-02        0.239083E-02        0.699042E-04        0.300375E-12        0.156250E-02        0.180167E-02        0.706000E-02        0.759792E+00        0.133125E+00       -0.311750E-16        0.793458E+01        0.793417E+01        0.000000E+00        0.663667E-03
  20180228        0.258625E-04        0.201000E-02        0.729375E-04        0.199125E+00        0.200583E-02        0.232958E-02        0.682875E-04        0.303375E-12        0.152917E-02        0.175875E-02        0.687667E-02        0.761542E+00        0.130625E+00       -0.217917E-17        0.791792E+01        0.791708E+01        0.000000E+00        0.651583E-03
  20180301        0.263000E-04        0.193625E-02        0.736417E-04        0.200583E+00        0.196250E-02        0.227250E-02        0.668125E-04        0.306208E-12        0.150000E-02        0.172000E-02        0.671000E-02        0.763250E+00        0.128083E+00        0.257821E-16        0.790333E+01        0.790250E+01        0.000000E+00        0.640583E-03
  20180302        0.267167E-04        0.186708E-02        0.743250E-04        0.202167E+00        0.192333E-02        0.221958E-02        0.654625E-04        0.309000E-12        0.147250E-02        0.168375E-02        0.655583E-02        0.764750E+00        0.125667E+00        0.403125E-16        0.788667E+01        0.788625E+01        0.000000E+00        0.630500E-03
  20180303        0.271167E-04        0.180125E-02        0.749833E-04        0.203542E+00        0.188625E-02        0.217167E-02        0.642042E-04        0.311750E-12        0.144792E-02        0.165167E-02        0.641458E-02        0.766417E+00        0.123292E+00       -0.645208E-16        0.787333E+01        0.787250E+01        0.000000E+00        0.621292E-03
  20180304        0.275000E-04        0.174000E-02        0.756000E-04        0.204958E+00        0.185292E-02        0.212750E-02        0.630708E-04        0.314292E-12        0.142417E-02        0.162042E-02        0.628417E-02        0.767750E+00        0.121042E+00        0.942083E-16        0.785667E+01        0.785625E+01        0.000000E+00        0.612833E-03
  20180305        0.278625E-04        0.168125E-02        0.762000E-04        0.206375E+00        0.182208E-02        0.208667E-02        0.620083E-04        0.316917E-12        0.140333E-02        0.159250E-02        0.616417E-02        0.769333E+00        0.118917E+00        0.432500E-16        0.784375E+01        0.784333E+01        0.000000E+00        0.604958E-03
  20180306        0.282208E-04        0.162667E-02        0.767875E-04        0.207625E+00        0.179292E-02        0.204917E-02        0.610250E-04        0.319333E-12        0.138375E-02        0.156708E-02        0.605250E-02        0.770583E+00        0.116833E+00       -0.132863E-16        0.782792E+01        0.782708E+01        0.000000E+00        0.597750E-03
  20180307        0.285500E-04        0.157417E-02        0.773500E-04        0.208875E+00        0.176667E-02        0.201375E-02        0.601125E-04        0.321833E-12        0.136500E-02        0.154208E-02        0.594917E-02        0.771875E+00        0.114833E+00       -0.131958E-15        0.781458E+01        0.781417E+01        0.000000E+00        0.591125E-03
  20180308        0.288667E-04        0.152542E-02        0.778875E-04        0.210250E+00        0.174167E-02        0.198167E-02        0.592708E-04        0.324167E-12        0.134792E-02        0.152042E-02        0.585292E-02        0.773250E+00        0.112958E+00        0.925583E-16        0.780042E+01        0.779958E+01        0.000000E+00        0.585000E-03
  20180309        0.291750E-04        0.147958E-02        0.784208E-04        0.211417E+00        0.171875E-02        0.195125E-02        0.584875E-04        0.326542E-12        0.133333E-02        0.149917E-02        0.576375E-02        0.774458E+00        0.111125E+00       -0.190904E-15        0.778583E+01        0.778542E+01        0.000000E+00        0.579375E-03
  20180310        0.294750E-04        0.143625E-02        0.789250E-04        0.212542E+00        0.169708E-02        0.192250E-02        0.577458E-04        0.328833E-12        0.131708E-02        0.148000E-02        0.568167E-02        0.775625E+00        0.109417E+00       -0.425833E-16        0.777292E+01        0.777250E+01        0.000000E+00        0.574125E-03
  20180311        0.297583E-04        0.139500E-02        0.794250E-04        0.213708E+00        0.167708E-02        0.189667E-02        0.570625E-04        0.331042E-12        0.130458E-02        0.146250E-02        0.560292E-02        0.776792E+00        0.107583E+00       -0.983750E-17        0.775792E+01        0.775708E+01        0.000000E+00        0.569292E-03
  20180312        0.300250E-04        0.135583E-02        0.799083E-04        0.214833E+00        0.165792E-02        0.187083E-02        0.564208E-04        0.333208E-12        0.129250E-02        0.144500E-02        0.552958E-02        0.777917E+00        0.106042E+00       -0.499167E-16        0.774500E+01        0.774458E+01        0.000000E+00        0.564833E-03
  20180313        0.302958E-04        0.131958E-02        0.803708E-04        0.215917E+00        0.164083E-02        0.184833E-02        0.558208E-04        0.335375E-12        0.127958E-02        0.142917E-02        0.546125E-02        0.779083E+00        0.104458E+00        0.313162E-16        0.773250E+01        0.773167E+01        0.000000E+00        0.560667E-03
  20180314        0.305542E-04        0.128500E-02        0.808208E-04        0.217042E+00        0.162458E-02        0.182667E-02        0.552500E-04        0.337542E-12        0.126833E-02        0.141458E-02        0.539750E-02        0.780125E+00        0.102958E+00       -0.120042E-15        0.771750E+01        0.771708E+01        0.000000E+00        0.556833E-03
  20180315        0.308000E-04        0.125167E-02        0.812750E-04        0.218125E+00        0.160833E-02        0.180583E-02        0.547208E-04        0.339625E-12        0.125833E-02        0.140083E-02        0.533750E-02        0.781167E+00        0.101500E+00       -0.594583E-16        0.770500E+01        0.770458E+01        0.000000E+00        0.553250E-03
  20180316        0.310375E-04        0.122042E-02        0.817042E-04        0.219125E+00        0.159417E-02        0.178625E-02        0.542292E-04        0.341667E-12        0.124875E-02        0.138708E-02        0.528042E-02        0.782208E+00        0.100096E+00        0.255613E-15        0.769250E+01        0.769167E+01        0.000000E+00        0.550000E-03
  20180317        0.312750E-04        0.119042E-02        0.821250E-04        0.220125E+00        0.158083E-02        0.176833E-02        0.537542E-04        0.343750E-12        0.124000E-02        0.137500E-02        0.522708E-02        0.783167E+00        0.987875E-01       -0.144696E-15        0.767750E+01        0.767708E+01        0.000000E+00        0.546917E-03
  20180318        0.314958E-04        0.116208E-02        0.825417E-04        0.221125E+00        0.156667E-02        0.175167E-02        0.533083E-04        0.345708E-12        0.123000E-02        0.136375E-02        0.517708E-02        0.784167E+00        0.975000E-01       -0.177500E-15        0.766542E+01        0.766500E+01        0.000000E+00        0.544042E-03
  20180319        0.317125E-04        0.113542E-02        0.829500E-04        0.222125E+00        0.155500E-02        0.173542E-02        0.528875E-04        0.347667E-12        0.122208E-02        0.135292E-02        0.512917E-02        0.785083E+00        0.962500E-01        0.148426E-15        0.765292E+01        0.765250E+01        0.000000E+00        0.541417E-03
  20180320        0.319292E-04        0.111000E-02        0.833500E-04        0.223083E+00        0.154375E-02        0.172000E-02        0.524917E-04        0.349625E-12        0.121500E-02        0.134250E-02        0.508458E-02        0.786000E+00        0.950625E-01       -0.592750E-16        0.763875E+01        0.763792E+01        0.000000E+00        0.539000E-03
  20180321        0.321375E-04        0.108500E-02        0.837375E-04        0.224000E+00        0.153250E-02        0.170542E-02        0.521208E-04        0.351542E-12        0.120875E-02        0.133250E-02        0.504167E-02        0.787000E+00        0.939208E-01        0.983500E-16        0.762625E+01        0.762583E+01        0.000000E+00        0.536792E-03
  20180322        0.323417E-04        0.106167E-02        0.841208E-04        0.225000E+00        0.152208E-02        0.169250E-02        0.517625E-04        0.353500E-12        0.120000E-02        0.132333E-02        0.500167E-02        0.787917E+00        0.928125E-01        0.486713E-16        0.761375E+01        0.761333E+01        0.000000E+00        0.534667E-03
  20180323        0.325417E-04        0.103958E-02        0.844917E-04        0.225917E+00        0.151208E-02        0.167833E-02        0.514292E-04        0.355375E-12        0.119417E-02        0.131500E-02        0.496375E-02        0.788792E+00        0.917542E-01       -0.322917E-17        0.760125E+01        0.760042E+01        0.000000E+00        0.532708E-03
  20180324        0.327333E-04        0.101833E-02        0.848583E-04        0.226833E+00        0.150250E-02        0.166625E-02        0.511083E-04        0.357208E-12        0.119000E-02        0.130750E-02        0.492667E-02        0.789625E+00        0.907208E-01       -0.638696E-16        0.758750E+01        0.758708E+01        0.000000E+00        0.530917E-03
  20180325        0.329208E-04        0.997542E-03        0.852333E-04        0.227708E+00        0.149375E-02        0.165500E-02        0.508000E-04        0.359042E-12        0.118042E-02        0.130000E-02        0.489250E-02        0.790458E+00        0.897333E-01       -0.381208E-16        0.757500E+01        0.757458E+01        0.000000E+00        0.529375E-03
  20180326        0.331042E-04        0.978250E-03        0.855833E-04        0.228583E+00        0.148542E-02        0.164375E-02        0.505083E-04        0.360875E-12        0.117875E-02        0.129042E-02        0.485958E-02        0.791250E+00        0.887792E-01        0.357500E-16        0.756292E+01        0.756250E+01        0.000000E+00        0.527667E-03
  20180327        0.332875E-04        0.959458E-03        0.859375E-04        0.229417E+00        0.147792E-02        0.163292E-02        0.502375E-04        0.362667E-12        0.117000E-02        0.128458E-02        0.482875E-02        0.792042E+00        0.878542E-01       -0.911529E-16        0.754958E+01        0.754875E+01        0.000000E+00        0.526375E-03
  20180328        0.334583E-04        0.941417E-03        0.862833E-04        0.230250E+00        0.147000E-02        0.162292E-02        0.499792E-04        0.364500E-12        0.116917E-02        0.128000E-02        0.479875E-02        0.793000E+00        0.869667E-01       -0.987813E-16        0.753667E+01        0.753625E+01        0.000000E+00        0.525042E-03
  20180329        0.336458E-04        0.924125E-03        0.866250E-04        0.231083E+00        0.146125E-02        0.161292E-02        0.497167E-04        0.366333E-12        0.116000E-02        0.127000E-02        0.477000E-02        0.793792E+00        0.861042E-01       -0.318750E-17        0.752458E+01        0.752417E+01        0.000000E+00        0.523750E-03
