 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day             POCdec1             POCdec2         POCdec2DOC1         POCdec2DOC2         POCdec2MOC1         POCdec2MOC2             MOC2DOC             QOC2DOC             DOC2QOC          DOC2QOCnet             DOC2MBC          CO2_growth          CO2_maintn     CO2_maintn_dorm              CO2_gm       MBC_mortality             MBC2EP1             MBC2EP2              MBC2EM              MBC_PM             EP2DOC1             EP2DOC2              EM2DOC             MBC2DOC             MBC2POC             MBA2MBD             MBD2MBA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180111        0.243458E-05        0.443500E-02        0.121708E-05        0.221750E-02        0.121708E-05        0.221750E-02        0.632458E-04        0.100133E-02        0.132000E-02        0.316875E-03        0.196083E-02        0.133542E-02        0.170583E-03        0.105917E-05        0.150792E-02        0.738208E-14        0.305667E-05        0.720000E-05        0.102579E-04        0.205167E-04        0.202625E-05        0.465667E-05        0.644250E-05        0.369083E-14        0.369083E-14        0.791250E-14        0.800958E-04
  20180112        0.276708E-05        0.495667E-02        0.138333E-05        0.247792E-02        0.138333E-05        0.247792E-02        0.735500E-04        0.102167E-02        0.131458E-02        0.292750E-03        0.226708E-02        0.154375E-02        0.197000E-03        0.104458E-05        0.174500E-02        0.847458E-14        0.358292E-05        0.819208E-05        0.117750E-04        0.235458E-04        0.230083E-05        0.530542E-05        0.741917E-05        0.423667E-14        0.423667E-14        0.907833E-14        0.795250E-04
  20180113        0.317375E-05        0.551708E-02        0.158750E-05        0.275833E-02        0.158750E-05        0.275833E-02        0.855083E-04        0.104000E-02        0.130333E-02        0.262667E-03        0.260208E-02        0.177500E-02        0.226083E-03        0.102917E-05        0.199917E-02        0.970667E-14        0.420083E-05        0.928708E-05        0.134833E-04        0.269708E-04        0.264000E-05        0.604000E-05        0.853167E-05        0.485375E-14        0.485375E-14        0.103979E-13        0.785625E-04
  20180114        0.366750E-05        0.610500E-02        0.183333E-05        0.305250E-02        0.183333E-05        0.305250E-02        0.993375E-04        0.105583E-02        0.128208E-02        0.225958E-03        0.296167E-02        0.201750E-02        0.257375E-03        0.101500E-05        0.227542E-02        0.110958E-13        0.492958E-05        0.104800E-04        0.154083E-04        0.308250E-04        0.305000E-05        0.686208E-05        0.979750E-05        0.554708E-14        0.554708E-14        0.118792E-13        0.771500E-04
  20180115        0.425833E-05        0.670875E-02        0.212875E-05        0.335417E-02        0.212875E-05        0.335417E-02        0.115292E-03        0.106917E-02        0.125208E-02        0.182542E-03        0.333833E-02        0.227458E-02        0.290125E-03        0.100063E-05        0.256542E-02        0.126375E-13        0.578833E-05        0.117667E-04        0.175708E-04        0.351125E-04        0.354250E-05        0.777333E-05        0.112250E-04        0.631750E-14        0.631750E-14        0.135500E-13        0.752917E-04
  20180116        0.496292E-05        0.730750E-02        0.248125E-05        0.365333E-02        0.248125E-05        0.365333E-02        0.133667E-03        0.108000E-02        0.121208E-02        0.132292E-03        0.372417E-02        0.253667E-02        0.323667E-03        0.986708E-06        0.286125E-02        0.143458E-13        0.679917E-05        0.131333E-04        0.199500E-04        0.398542E-04        0.412917E-05        0.877458E-05        0.128292E-04        0.717208E-14        0.717208E-14        0.154042E-13        0.729708E-04
  20180117        0.579875E-05        0.787667E-02        0.289833E-05        0.393875E-02        0.289833E-05        0.393875E-02        0.154750E-03        0.108917E-02        0.116375E-02        0.763417E-04        0.410333E-02        0.279500E-02        0.356583E-03        0.973375E-06        0.315333E-02        0.162125E-13        0.798750E-05        0.145500E-04        0.225292E-04        0.450667E-04        0.482500E-05        0.986333E-05        0.146250E-04        0.810667E-14        0.810667E-14        0.174375E-13        0.701583E-04
  20180118        0.678708E-05        0.838708E-02        0.339292E-05        0.419375E-02        0.339292E-05        0.419375E-02        0.178625E-03        0.109000E-02        0.110583E-02        0.153195E-04        0.446125E-02        0.304042E-02        0.387667E-03        0.960583E-06        0.342792E-02        0.182417E-13        0.937417E-05        0.159667E-04        0.253500E-04        0.506917E-04        0.564833E-05        0.110042E-04        0.166208E-04        0.912083E-14        0.912083E-14        0.196625E-13        0.669167E-04
  20180119        0.795042E-05        0.880375E-02        0.397458E-05        0.440208E-02        0.397458E-05        0.440208E-02        0.205250E-03        0.109000E-02        0.104000E-02       -0.495042E-04        0.477917E-02        0.325542E-02        0.415250E-03        0.948500E-06        0.367167E-02        0.204000E-13        0.110000E-04        0.173542E-04        0.283583E-04        0.567083E-04        0.661583E-05        0.122250E-04        0.188000E-04        0.102025E-13        0.102025E-13        0.220542E-13        0.632708E-04
  20180120        0.931125E-05        0.909042E-02        0.465792E-05        0.454542E-02        0.465792E-05        0.454542E-02        0.235125E-03        0.108417E-02        0.967292E-03       -0.116692E-03        0.503875E-02        0.343042E-02        0.437750E-03        0.936833E-06        0.387000E-02        0.226792E-13        0.128833E-04        0.186458E-04        0.315208E-04        0.630500E-04        0.775208E-05        0.134667E-04        0.211833E-04        0.113500E-13        0.113500E-13        0.246042E-13        0.592583E-04
  20180121        0.109000E-04        0.921792E-02        0.545167E-05        0.460708E-02        0.545167E-05        0.460708E-02        0.267958E-03        0.107458E-02        0.889625E-03       -0.184542E-03        0.521625E-02        0.355292E-02        0.453292E-03        0.926083E-06        0.400750E-02        0.250500E-13        0.150542E-04        0.197667E-04        0.348083E-04        0.696083E-04        0.907708E-05        0.147000E-04        0.237500E-04        0.125167E-13        0.125167E-13        0.272625E-13        0.549583E-04
  20180122        0.127458E-04        0.915917E-02        0.637292E-05        0.457833E-02        0.637292E-05        0.457833E-02        0.303583E-03        0.105958E-02        0.808833E-03       -0.251042E-03        0.530167E-02        0.361292E-02        0.460917E-03        0.916250E-06        0.407333E-02        0.274500E-13        0.174958E-04        0.206583E-04        0.381458E-04        0.762917E-04        0.106087E-04        0.158875E-04        0.264875E-04        0.137417E-13        0.137417E-13        0.299917E-13        0.504292E-04
  20180123        0.148708E-04        0.890292E-02        0.743000E-05        0.445167E-02        0.743000E-05        0.445167E-02        0.341542E-03        0.104125E-02        0.726917E-03       -0.314292E-03        0.528750E-02        0.360167E-02        0.459458E-03        0.907167E-06        0.406250E-02        0.298500E-13        0.202375E-04        0.212375E-04        0.414750E-04        0.829542E-04        0.123708E-04        0.169792E-04        0.293333E-04        0.149333E-13        0.149333E-13        0.327500E-13        0.457750E-04
  20180124        0.172750E-04        0.845750E-02        0.863167E-05        0.422917E-02        0.863167E-05        0.422917E-02        0.381333E-03        0.101917E-02        0.646125E-03       -0.372458E-03        0.517042E-02        0.352208E-02        0.449417E-03        0.898917E-06        0.397250E-02        0.322000E-13        0.232750E-04        0.214833E-04        0.447333E-04        0.894750E-04        0.143750E-04        0.179250E-04        0.322917E-04        0.160958E-13        0.160958E-13        0.354708E-13        0.411417E-04
  20180125        0.199583E-04        0.785167E-02        0.997917E-05        0.392500E-02        0.997917E-05        0.392500E-02        0.422333E-03        0.992083E-03        0.568917E-03       -0.423542E-03        0.496333E-02        0.338125E-02        0.431375E-03        0.891625E-06        0.381333E-02        0.344458E-13        0.265333E-04        0.213292E-04        0.478667E-04        0.957250E-04        0.166500E-04        0.186667E-04        0.353000E-04        0.172208E-13        0.172208E-13        0.381125E-13        0.366083E-04
  20180126        0.229333E-04        0.712208E-02        0.114708E-04        0.356083E-02        0.114708E-04        0.356083E-02        0.463792E-03        0.962958E-03        0.497000E-03       -0.465958E-03        0.468417E-02        0.319083E-02        0.407000E-03        0.885042E-06        0.359750E-02        0.365583E-13        0.299708E-04        0.208250E-04        0.508000E-04        0.101613E-03        0.191167E-04        0.191917E-04        0.383000E-04        0.182792E-13        0.182792E-13        0.406417E-13        0.323083E-04
  20180127        0.261792E-04        0.632208E-02        0.130875E-04        0.316083E-02        0.130875E-04        0.316083E-02        0.504833E-03        0.931083E-03        0.431833E-03       -0.499208E-03        0.435750E-02        0.296667E-02        0.378667E-03        0.879375E-06        0.334750E-02        0.385083E-13        0.335042E-04        0.200042E-04        0.535125E-04        0.107042E-03        0.218208E-04        0.194667E-04        0.412833E-04        0.192542E-13        0.192542E-13        0.429542E-13        0.283458E-04
  20180128        0.296167E-04        0.550375E-02        0.148125E-04        0.275167E-02        0.148125E-04        0.275167E-02        0.544792E-03        0.897250E-03        0.374458E-03       -0.522875E-03        0.400833E-02        0.273500E-02        0.348375E-03        0.874292E-06        0.308000E-02        0.402958E-13        0.370542E-04        0.189417E-04        0.559750E-04        0.112000E-03        0.247042E-04        0.194708E-04        0.441708E-04        0.201417E-13        0.201417E-13        0.450958E-13        0.247792E-04
  20180129        0.332250E-04        0.471167E-02        0.166125E-04        0.235583E-02        0.166125E-04        0.235583E-02        0.583042E-03        0.862167E-03        0.324833E-03       -0.537333E-03        0.366167E-02        0.249500E-02        0.318125E-03        0.869833E-06        0.281292E-02        0.418917E-13        0.405208E-04        0.176875E-04        0.582125E-04        0.116417E-03        0.277250E-04        0.192250E-04        0.469458E-04        0.209458E-13        0.209458E-13        0.470292E-13        0.216542E-04
  20180130        0.369250E-04        0.398042E-02        0.184625E-04        0.198958E-02        0.184625E-04        0.198958E-02        0.619042E-03        0.826500E-03        0.283042E-03       -0.543417E-03        0.333458E-02        0.227125E-02        0.289708E-03        0.865917E-06        0.256500E-02        0.433208E-13        0.438333E-04        0.163625E-04        0.601958E-04        0.120417E-03        0.308208E-04        0.187542E-04        0.495833E-04        0.216625E-13        0.216625E-13        0.487625E-13        0.189708E-04
  20180131        0.406417E-04        0.332875E-02        0.203208E-04        0.166417E-02        0.203208E-04        0.166417E-02        0.652542E-03        0.790500E-03        0.248333E-03       -0.542292E-03        0.303667E-02        0.206833E-02        0.263667E-03        0.862458E-06        0.233292E-02        0.446000E-13        0.469333E-04        0.150292E-04        0.619542E-04        0.123875E-03        0.339500E-04        0.180958E-04        0.520500E-04        0.223000E-13        0.223000E-13        0.503083E-13        0.167333E-04
  20180201        0.443250E-04        0.276458E-02        0.221625E-04        0.138208E-02        0.221625E-04        0.138208E-02        0.683333E-03        0.754833E-03        0.219833E-03       -0.535042E-03        0.277500E-02        0.189083E-02        0.241250E-03        0.859375E-06        0.213250E-02        0.457167E-13        0.497958E-04        0.137292E-04        0.635333E-04        0.127083E-03        0.370458E-04        0.173000E-04        0.543375E-04        0.228583E-13        0.228583E-13        0.516750E-13        0.148583E-04
  20180202        0.478958E-04        0.228833E-02        0.239500E-04        0.114375E-02        0.239500E-04        0.114375E-02        0.711458E-03        0.719875E-03        0.196542E-03       -0.523292E-03        0.255167E-02        0.173792E-02        0.221792E-03        0.856667E-06        0.196083E-02        0.467292E-13        0.524167E-04        0.125208E-04        0.649292E-04        0.129875E-03        0.400625E-04        0.164042E-04        0.564625E-04        0.233708E-13        0.233708E-13        0.528917E-13        0.133208E-04
  20180203        0.513292E-04        0.189208E-02        0.256708E-04        0.945958E-03        0.256708E-04        0.945958E-03        0.736500E-03        0.685708E-03        0.177708E-03       -0.508083E-03        0.236292E-02        0.161000E-02        0.205292E-03        0.854083E-06        0.181500E-02        0.476333E-13        0.547625E-04        0.114250E-04        0.661958E-04        0.132333E-03        0.429625E-04        0.154583E-04        0.584083E-04        0.238167E-13        0.238167E-13        0.539917E-13        0.120625E-04
  20180204        0.545917E-04        0.156625E-02        0.272958E-04        0.783208E-03        0.272958E-04        0.783208E-03        0.759792E-03        0.652708E-03        0.162458E-03       -0.490292E-03        0.220500E-02        0.150250E-02        0.191625E-03        0.851875E-06        0.169417E-02        0.484500E-13        0.568875E-04        0.104292E-04        0.673167E-04        0.134667E-03        0.457208E-04        0.144792E-04        0.602000E-04        0.242292E-13        0.242292E-13        0.549708E-13        0.110417E-04
  20180205        0.576375E-04        0.130042E-02        0.288208E-04        0.650333E-03        0.288208E-04        0.650333E-03        0.780417E-03        0.620875E-03        0.149958E-03       -0.470958E-03        0.207500E-02        0.141208E-02        0.180167E-03        0.849750E-06        0.159333E-02        0.491917E-13        0.587917E-04        0.955750E-05        0.683542E-04        0.136708E-03        0.483208E-04        0.135208E-04        0.618417E-04        0.245917E-13        0.245917E-13        0.558625E-13        0.101975E-04
  20180206        0.604958E-04        0.108433E-02        0.302417E-04        0.542208E-03        0.302417E-04        0.542208E-03        0.798833E-03        0.590375E-03        0.139708E-03       -0.450667E-03        0.196458E-02        0.133875E-02        0.170750E-03        0.847750E-06        0.150958E-02        0.498792E-13        0.605167E-04        0.878708E-05        0.693000E-04        0.138542E-03        0.507500E-04        0.125875E-04        0.633417E-04        0.249375E-13        0.249375E-13        0.566750E-13        0.951125E-05
  20180207        0.631250E-04        0.909250E-03        0.315708E-04        0.454583E-03        0.315708E-04        0.454583E-03        0.815458E-03        0.561292E-03        0.131333E-03       -0.429917E-03        0.187500E-02        0.127625E-02        0.162917E-03        0.845875E-06        0.144042E-02        0.505000E-13        0.620625E-04        0.811042E-05        0.701750E-04        0.140417E-03        0.530125E-04        0.116958E-04        0.647125E-04        0.252500E-13        0.252500E-13        0.574208E-13        0.894083E-05
  20180208        0.655500E-04        0.766792E-03        0.327833E-04        0.383500E-03        0.327833E-04        0.383500E-03        0.830208E-03        0.533542E-03        0.124375E-03       -0.409125E-03        0.179875E-02        0.122542E-02        0.156292E-03        0.844167E-06        0.138250E-02        0.510917E-13        0.634708E-04        0.752083E-05        0.709833E-04        0.141958E-03        0.551083E-04        0.108583E-04        0.659500E-04        0.255458E-13        0.255458E-13        0.581125E-13        0.846333E-05
  20180209        0.677875E-04        0.651167E-03        0.339000E-04        0.325458E-03        0.339000E-04        0.325458E-03        0.843458E-03        0.507083E-03        0.118458E-03       -0.388667E-03        0.173500E-02        0.118208E-02        0.150792E-03        0.842458E-06        0.133375E-02        0.516458E-13        0.647500E-04        0.700333E-05        0.717542E-04        0.143500E-03        0.570375E-04        0.100933E-04        0.671292E-04        0.258125E-13        0.258125E-13        0.587708E-13        0.806208E-05
  20180210        0.698458E-04        0.556500E-03        0.349167E-04        0.278208E-03        0.349167E-04        0.278208E-03        0.855458E-03        0.482042E-03        0.113500E-03       -0.368583E-03        0.168167E-02        0.114542E-02        0.146125E-03        0.840792E-06        0.129250E-02        0.521625E-13        0.659292E-04        0.655167E-05        0.724792E-04        0.144958E-03        0.588208E-04        0.938000E-05        0.682000E-04        0.260833E-13        0.260833E-13        0.593750E-13        0.771917E-05
  20180211        0.717167E-04        0.478958E-03        0.358583E-04        0.239417E-03        0.358583E-04        0.239417E-03        0.866292E-03        0.458458E-03        0.109167E-03       -0.349208E-03        0.163583E-02        0.111417E-02        0.142167E-03        0.839375E-06        0.125708E-02        0.526500E-13        0.670125E-04        0.615417E-05        0.731667E-04        0.146375E-03        0.604625E-04        0.873042E-05        0.691917E-04        0.263250E-13        0.263250E-13        0.599583E-13        0.742625E-05
  20180212        0.734250E-04        0.415083E-03        0.367167E-04        0.207542E-03        0.367167E-04        0.207542E-03        0.876042E-03        0.435833E-03        0.105500E-03       -0.330375E-03        0.159667E-02        0.108833E-02        0.138750E-03        0.837750E-06        0.122750E-02        0.531250E-13        0.680167E-04        0.580500E-05        0.738167E-04        0.147625E-03        0.619708E-04        0.814042E-05        0.701125E-04        0.265667E-13        0.265667E-13        0.605125E-13        0.717250E-05
  20180213        0.750083E-04        0.362208E-03        0.375042E-04        0.181042E-03        0.375042E-04        0.181042E-03        0.884792E-03        0.414625E-03        0.102167E-03       -0.312375E-03        0.156292E-02        0.106500E-02        0.135875E-03        0.836375E-06        0.120083E-02        0.535833E-13        0.689500E-04        0.549458E-05        0.744458E-04        0.148833E-03        0.633667E-04        0.760625E-05        0.709750E-04        0.267875E-13        0.267875E-13        0.610375E-13        0.694792E-05
  20180214        0.764500E-04        0.318042E-03        0.382250E-04        0.159000E-03        0.382250E-04        0.159000E-03        0.892792E-03        0.394458E-03        0.993083E-04       -0.295167E-03        0.153375E-02        0.104458E-02        0.133250E-03        0.834875E-06        0.117875E-02        0.540083E-13        0.698292E-04        0.521917E-05        0.750500E-04        0.150167E-03        0.646500E-04        0.712417E-05        0.717833E-04        0.270042E-13        0.270042E-13        0.615458E-13        0.675042E-05
  20180215        0.777792E-04        0.281167E-03        0.388917E-04        0.140583E-03        0.388917E-04        0.140583E-03        0.900125E-03        0.375500E-03        0.967500E-04       -0.278667E-03        0.150833E-02        0.102667E-02        0.131042E-03        0.833542E-06        0.115875E-02        0.544292E-13        0.706500E-04        0.497500E-05        0.756292E-04        0.151292E-03        0.658500E-04        0.668833E-05        0.725458E-04        0.272167E-13        0.272167E-13        0.620292E-13        0.657500E-05
  20180216        0.790000E-04        0.250167E-03        0.395000E-04        0.125000E-03        0.395000E-04        0.125000E-03        0.906875E-03        0.357583E-03        0.944167E-04       -0.263208E-03        0.148500E-02        0.101208E-02        0.129042E-03        0.832292E-06        0.114167E-02        0.548333E-13        0.714375E-04        0.475208E-05        0.761875E-04        0.152375E-03        0.669667E-04        0.629750E-05        0.732667E-04        0.274167E-13        0.274167E-13        0.625000E-13        0.641667E-05
  20180217        0.801250E-04        0.223625E-03        0.400625E-04        0.112000E-03        0.400625E-04        0.112000E-03        0.912958E-03        0.340708E-03        0.923208E-04       -0.248292E-03        0.146458E-02        0.996958E-03        0.127333E-03        0.830833E-06        0.112542E-02        0.552250E-13        0.721792E-04        0.455292E-05        0.767333E-04        0.153458E-03        0.680083E-04        0.594417E-05        0.739500E-04        0.276125E-13        0.276125E-13        0.629542E-13        0.627458E-05
  20180218        0.811792E-04        0.201417E-03        0.405875E-04        0.100650E-03        0.405875E-04        0.100650E-03        0.918542E-03        0.324708E-03        0.904042E-04       -0.234292E-03        0.144583E-02        0.985250E-03        0.125625E-03        0.829542E-06        0.111250E-02        0.556042E-13        0.728875E-04        0.437292E-05        0.772583E-04        0.154500E-03        0.689750E-04        0.562583E-05        0.746083E-04        0.278042E-13        0.278042E-13        0.633917E-13        0.614542E-05
  20180219        0.821542E-04        0.182083E-03        0.410708E-04        0.910583E-04        0.410708E-04        0.910583E-04        0.923792E-03        0.309625E-03        0.886583E-04       -0.220958E-03        0.143042E-02        0.974250E-03        0.124333E-03        0.828333E-06        0.109917E-02        0.559667E-13        0.735667E-04        0.420792E-05        0.777750E-04        0.155542E-03        0.698875E-04        0.533917E-05        0.752250E-04        0.279875E-13        0.279875E-13        0.638208E-13        0.602625E-05
  20180220        0.830583E-04        0.165500E-03        0.415250E-04        0.827750E-04        0.415250E-04        0.827750E-04        0.928583E-03        0.295458E-03        0.870375E-04       -0.208500E-03        0.141542E-02        0.964250E-03        0.123000E-03        0.827083E-06        0.108792E-02        0.563375E-13        0.742125E-04        0.405917E-05        0.782708E-04        0.156542E-03        0.707458E-04        0.508000E-05        0.758250E-04        0.281625E-13        0.281625E-13        0.642375E-13        0.591792E-05
  20180221        0.839083E-04        0.151167E-03        0.419500E-04        0.755875E-04        0.419500E-04        0.755875E-04        0.933000E-03        0.282042E-03        0.855292E-04       -0.196500E-03        0.140292E-02        0.955208E-03        0.121833E-03        0.825750E-06        0.107792E-02        0.566750E-13        0.748417E-04        0.392083E-05        0.787667E-04        0.157542E-03        0.715500E-04        0.484792E-05        0.764083E-04        0.283458E-13        0.283458E-13        0.646500E-13        0.581708E-05
  20180222        0.847042E-04        0.138583E-03        0.423500E-04        0.693208E-04        0.423500E-04        0.693208E-04        0.937167E-03        0.269500E-03        0.841375E-04       -0.185292E-03        0.139042E-02        0.946917E-03        0.120833E-03        0.824583E-06        0.106917E-02        0.570250E-13        0.754500E-04        0.379500E-05        0.792375E-04        0.158458E-03        0.723292E-04        0.463500E-05        0.769583E-04        0.285167E-13        0.285167E-13        0.650500E-13        0.572417E-05
  20180223        0.854500E-04        0.127667E-03        0.427292E-04        0.638250E-04        0.427292E-04        0.638250E-04        0.940917E-03        0.257500E-03        0.828292E-04       -0.174667E-03        0.137917E-02        0.939500E-03        0.119917E-03        0.823417E-06        0.106000E-02        0.573625E-13        0.760292E-04        0.367667E-05        0.797042E-04        0.159417E-03        0.730583E-04        0.444125E-05        0.775000E-04        0.286792E-13        0.286792E-13        0.654333E-13        0.563708E-05
  20180224        0.861583E-04        0.118000E-03        0.430750E-04        0.589875E-04        0.430750E-04        0.589875E-04        0.944500E-03        0.246292E-03        0.816000E-04       -0.164625E-03        0.136958E-02        0.932708E-03        0.119000E-03        0.822250E-06        0.105167E-02        0.576875E-13        0.765917E-04        0.356833E-05        0.801625E-04        0.160292E-03        0.737583E-04        0.426583E-05        0.780208E-04        0.288458E-13        0.288458E-13        0.658125E-13        0.555583E-05
  20180225        0.868292E-04        0.109500E-03        0.434167E-04        0.547208E-04        0.434167E-04        0.547208E-04        0.947833E-03        0.235667E-03        0.804625E-04       -0.155208E-03        0.136000E-02        0.926500E-03        0.118083E-03        0.821083E-06        0.104583E-02        0.580167E-13        0.771458E-04        0.346625E-05        0.806083E-04        0.161167E-03        0.744208E-04        0.410542E-05        0.785292E-04        0.290125E-13        0.290125E-13        0.661833E-13        0.548083E-05
  20180226        0.874667E-04        0.101788E-03        0.437333E-04        0.509083E-04        0.437333E-04        0.509083E-04        0.950958E-03        0.225708E-03        0.793792E-04       -0.146333E-03        0.135083E-02        0.920708E-03        0.117458E-03        0.819833E-06        0.104000E-02        0.583333E-13        0.776750E-04        0.337167E-05        0.810542E-04        0.162042E-03        0.750667E-04        0.395792E-05        0.790250E-04        0.291583E-13        0.291583E-13        0.665542E-13        0.541000E-05
  20180227        0.880667E-04        0.950250E-04        0.440333E-04        0.475083E-04        0.440333E-04        0.475083E-04        0.953833E-03        0.216292E-03        0.783500E-04       -0.137917E-03        0.134333E-02        0.915458E-03        0.116958E-03        0.818708E-06        0.103167E-02        0.586417E-13        0.782000E-04        0.328292E-05        0.814833E-04        0.163000E-03        0.756750E-04        0.382292E-05        0.795083E-04        0.293292E-13        0.293292E-13        0.669125E-13        0.534250E-05
  20180228        0.886417E-04        0.889083E-04        0.443208E-04        0.444542E-04        0.443208E-04        0.444542E-04        0.956500E-03        0.207458E-03        0.773792E-04       -0.130042E-03        0.133750E-02        0.910625E-03        0.116000E-03        0.817625E-06        0.103000E-02        0.589500E-13        0.787083E-04        0.319875E-05        0.819083E-04        0.163875E-03        0.762750E-04        0.370000E-05        0.799708E-04        0.294667E-13        0.294667E-13        0.672625E-13        0.528000E-05
