 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                 SOC                POC1                POC2                 MOC                 QOC                 DOC                 MBC                MBCA                MBCD            ENZ_POC1            ENZ_POC2             ENZ_MOC             CO2_TOT              SOC_I1             POC1_I1             POC2_I1              MOC_I1              QOC_I1              DOC_I1              MBC_I1             MBCA_I1             MBCD_I1         ENZ_POC1_I1         ENZ_POC2_I1          ENZ_MOC_I1          CO2_TOT_I1              SOC_I2             POC1_I2             POC2_I2              MOC_I2              QOC_I2              DOC_I2              MBC_I2             MBCA_I2             MBCD_I2         ENZ_POC1_I2         ENZ_POC2_I2          ENZ_MOC_I2          CO2_TOT_I2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180110        0.114000E+02        0.165000E+01        0.398208E+01        0.543792E+01        0.356167E+00        0.428917E-01        0.217167E+00        0.774458E-01        0.139750E+00        0.181417E-03        0.410917E-03        0.562125E-03        0.164292E+00        0.884083E+01        0.111000E+01        0.223375E+01        0.529958E+01        0.197708E+00        0.242917E-01        0.185458E+00        0.457208E-01        0.139750E+00        0.120333E-03        0.257042E-03        0.347208E-03        0.997958E-01        0.258500E+01        0.540000E+00        0.174833E+01        0.138458E+00        0.158417E+00        0.186000E-01        0.317250E-01        0.317250E-01        0.299958E-12        0.611333E-04        0.153833E-03        0.215083E-03        0.644750E-01
  20180111        0.114000E+02        0.165000E+01        0.388125E+01        0.548667E+01        0.363917E+00        0.433792E-01        0.226875E+00        0.890750E-01        0.137833E+00        0.203667E-03        0.468208E-03        0.648083E-03        0.198000E+00        0.881583E+01        0.111000E+01        0.217750E+01        0.532667E+01        0.202375E+00        0.246042E-01        0.190167E+00        0.523833E-01        0.137833E+00        0.130542E-03        0.287625E-03        0.394542E-03        0.119583E+00        0.256583E+01        0.540000E+00        0.170417E+01        0.160542E+00        0.161500E+00        0.187667E-01        0.366917E-01        0.366917E-01        0.368208E-12        0.730917E-04        0.180583E-03        0.253667E-03        0.783208E-01
  20180112        0.113125E+02        0.165000E+01        0.376958E+01        0.554125E+01        0.371250E+00        0.437000E-01        0.238000E+00        0.102208E+00        0.135875E+00        0.231375E-03        0.533417E-03        0.746250E-03        0.237042E+00        0.878708E+01        0.111000E+01        0.211375E+01        0.535625E+01        0.206792E+00        0.248250E-01        0.195792E+00        0.599292E-01        0.135875E+00        0.144458E-03        0.323250E-03        0.449000E-03        0.142583E+00        0.254333E+01        0.540000E+00        0.165417E+01        0.185250E+00        0.164375E+00        0.188875E-01        0.423250E-01        0.423250E-01        0.446875E-12        0.869375E-04        0.210292E-03        0.297292E-03        0.944208E-01
  20180113        0.112875E+02        0.165000E+01        0.364250E+01        0.560250E+01        0.377917E+00        0.437917E-01        0.251083E+00        0.117083E+00        0.133958E+00        0.265542E-03        0.607250E-03        0.858125E-03        0.282042E+00        0.875375E+01        0.111000E+01        0.204375E+01        0.538958E+01        0.210833E+00        0.249000E-01        0.202375E+00        0.684292E-01        0.133958E+00        0.162542E-03        0.364042E-03        0.511917E-03        0.168958E+00        0.251875E+01        0.540000E+00        0.159917E+01        0.212833E+00        0.167000E+00        0.188917E-01        0.486875E-01        0.486875E-01        0.537000E-12        0.103100E-03        0.243292E-03        0.346292E-03        0.113042E+00
  20180114        0.112000E+02        0.165000E+01        0.350250E+01        0.567042E+01        0.383750E+00        0.435958E-01        0.265833E+00        0.133792E+00        0.132042E+00        0.306875E-03        0.689833E-03        0.985333E-03        0.333458E+00        0.871625E+01        0.111000E+01        0.196500E+01        0.542667E+01        0.214500E+00        0.248417E-01        0.210042E+00        0.779875E-01        0.132042E+00        0.184875E-03        0.410167E-03        0.583667E-03        0.198917E+00        0.249000E+01        0.540000E+00        0.153792E+01        0.243417E+00        0.169292E+00        0.187583E-01        0.558250E-01        0.558250E-01        0.640125E-12        0.121875E-03        0.279708E-03        0.401542E-03        0.134625E+00
  20180115        0.111250E+02        0.165000E+01        0.334917E+01        0.574500E+01        0.388583E+00        0.431042E-01        0.282583E+00        0.152417E+00        0.130208E+00        0.356500E-03        0.781333E-03        0.112875E-02        0.391583E+00        0.867292E+01        0.111000E+01        0.187833E+01        0.546750E+01        0.217500E+00        0.245833E-01        0.218833E+00        0.886708E-01        0.130208E+00        0.212500E-03        0.461667E-03        0.665125E-03        0.232792E+00        0.245750E+01        0.540000E+00        0.147000E+01        0.277125E+00        0.171125E+00        0.185167E-01        0.637417E-01        0.637417E-01        0.758042E-12        0.143833E-03        0.319750E-03        0.463750E-03        0.158833E+00
  20180116        0.110458E+02        0.165000E+01        0.318000E+01        0.582625E+01        0.392417E+00        0.422875E-01        0.301375E+00        0.173042E+00        0.128458E+00        0.415583E-03        0.881833E-03        0.129000E-02        0.456792E+00        0.862583E+01        0.111000E+01        0.178375E+01        0.551167E+01        0.219958E+00        0.241583E-01        0.228917E+00        0.100471E+00        0.128458E+00        0.245750E-03        0.518417E-03        0.757250E-03        0.270792E+00        0.242250E+01        0.540000E+00        0.139625E+01        0.314000E+00        0.172458E+00        0.181250E-01        0.725083E-01        0.725083E-01        0.892333E-12        0.169833E-03        0.363458E-03        0.533167E-03        0.186125E+00
  20180117        0.109542E+02        0.165000E+01        0.299750E+01        0.591375E+01        0.394833E+00        0.411292E-01        0.322208E+00        0.195500E+00        0.126583E+00        0.485667E-03        0.991208E-03        0.147042E-02        0.529250E+00        0.857292E+01        0.111000E+01        0.168125E+01        0.556000E+01        0.221625E+00        0.235417E-01        0.240042E+00        0.113458E+00        0.126583E+00        0.285458E-03        0.580167E-03        0.860042E-03        0.312792E+00        0.238292E+01        0.540000E+00        0.131625E+01        0.353875E+00        0.173000E+00        0.176000E-01        0.820792E-01        0.820792E-01        0.104442E-11        0.200167E-03        0.410292E-03        0.610625E-03        0.216458E+00
  20180118        0.108542E+02        0.165000E+01        0.280167E+01        0.600792E+01        0.396000E+00        0.396542E-01        0.344708E+00        0.219875E+00        0.124958E+00        0.568583E-03        0.110500E-02        0.167083E-02        0.608375E+00        0.851500E+01        0.111000E+01        0.157250E+01        0.561125E+01        0.222667E+00        0.227292E-01        0.252500E+00        0.127542E+00        0.124958E+00        0.332792E-03        0.646292E-03        0.974625E-03        0.359000E+00        0.234000E+01        0.540000E+00        0.122958E+01        0.396583E+00        0.173000E+00        0.169292E-01        0.923750E-01        0.923750E-01        0.121708E-11        0.235792E-03        0.460292E-03        0.696083E-03        0.249625E+00
  20180119        0.107458E+02        0.165000E+01        0.259542E+01        0.610708E+01        0.395583E+00        0.378542E-01        0.369333E+00        0.245917E+00        0.123417E+00        0.665958E-03        0.122792E-02        0.188958E-02        0.693708E+00        0.845250E+01        0.111000E+01        0.145500E+01        0.566500E+01        0.222792E+00        0.217417E-01        0.266042E+00        0.142583E+00        0.123417E+00        0.388583E-03        0.715708E-03        0.110042E-02        0.408208E+00        0.229292E+01        0.540000E+00        0.113917E+01        0.441667E+00        0.172958E+00        0.161083E-01        0.103313E+00        0.103313E+00        0.141083E-11        0.277333E-03        0.512208E-03        0.789500E-03        0.285500E+00
  20180120        0.106333E+02        0.165000E+01        0.238000E+01        0.620917E+01        0.393500E+00        0.357625E-01        0.395292E+00        0.273333E+00        0.121875E+00        0.780333E-03        0.135167E-02        0.212875E-02        0.784500E+00        0.838667E+01        0.111000E+01        0.133500E+01        0.572083E+01        0.221708E+00        0.205917E-01        0.280458E+00        0.158542E+00        0.121875E+00        0.454333E-03        0.786583E-03        0.123917E-02        0.460833E+00        0.224458E+01        0.539042E+00        0.104413E+01        0.488500E+00        0.171667E+00        0.151708E-01        0.114792E+00        0.114792E+00        0.162792E-11        0.326000E-03        0.565083E-03        0.890958E-03        0.323583E+00
  20180121        0.105167E+02        0.165000E+01        0.216000E+01        0.631292E+01        0.389875E+00        0.334167E-01        0.422250E+00        0.301792E+00        0.120500E+00        0.913667E-03        0.147500E-02        0.238625E-02        0.879042E+00        0.831750E+01        0.111000E+01        0.121167E+01        0.577667E+01        0.220000E+00        0.192833E-01        0.295625E+00        0.175125E+00        0.120500E+00        0.531458E-03        0.857792E-03        0.138708E-02        0.515833E+00        0.219417E+01        0.539000E+00        0.948292E+00        0.536000E+00        0.169875E+00        0.141208E-01        0.126500E+00        0.126500E+00        0.186917E-11        0.382250E-03        0.617417E-03        0.999542E-03        0.363333E+00
  20180122        0.103792E+02        0.165000E+01        0.193917E+01        0.641667E+01        0.384583E+00        0.308500E-01        0.449833E+00        0.330583E+00        0.119292E+00        0.106779E-02        0.159375E-02        0.266000E-02        0.976500E+00        0.824625E+01        0.111000E+01        0.108792E+01        0.583292E+01        0.217292E+00        0.178667E-01        0.311333E+00        0.192083E+00        0.119292E+00        0.620833E-03        0.926208E-03        0.154500E-02        0.572292E+00        0.214208E+01        0.539000E+00        0.851125E+00        0.584000E+00        0.167333E+00        0.129875E-01        0.138500E+00        0.138500E+00        0.213750E-11        0.447167E-03        0.667000E-03        0.111500E-02        0.404083E+00
  20180123        0.102625E+02        0.165000E+01        0.172292E+01        0.651750E+01        0.377750E+00        0.281583E-01        0.477375E+00        0.359375E+00        0.118125E+00        0.124500E-02        0.170208E-02        0.294583E-02        0.107417E+01        0.817500E+01        0.111000E+01        0.965792E+00        0.588667E+01        0.213667E+00        0.163750E-01        0.327292E+00        0.209167E+00        0.118125E+00        0.724083E-03        0.989583E-03        0.171208E-02        0.629167E+00        0.209083E+01        0.539000E+00        0.755958E+00        0.631292E+00        0.164042E+00        0.117958E-01        0.150208E+00        0.150208E+00        0.243125E-11        0.521292E-03        0.712500E-03        0.123500E-02        0.444958E+00
  20180124        0.101458E+02        0.165000E+01        0.151375E+01        0.661333E+01        0.369458E+00        0.254125E-01        0.504458E+00        0.387375E+00        0.117000E+00        0.144625E-02        0.179583E-02        0.324167E-02        0.117000E+01        0.810375E+01        0.111000E+01        0.849167E+00        0.593708E+01        0.209292E+00        0.148500E-01        0.342958E+00        0.226000E+00        0.117000E+00        0.841875E-03        0.104458E-02        0.188500E-02        0.685417E+00        0.204000E+01        0.539000E+00        0.664500E+00        0.676208E+00        0.160167E+00        0.105488E-01        0.161458E+00        0.161458E+00        0.275000E-11        0.605000E-03        0.751167E-03        0.135583E-02        0.485333E+00
  20180125        0.100254E+02        0.165000E+01        0.131750E+01        0.670125E+01        0.359875E+00        0.226917E-01        0.530292E+00        0.414375E+00        0.116000E+00        0.167500E-02        0.186958E-02        0.354250E-02        0.126417E+01        0.803500E+01        0.111000E+01        0.739417E+00        0.598333E+01        0.204083E+00        0.133417E-01        0.358417E+00        0.242333E+00        0.116000E+00        0.974500E-03        0.108875E-02        0.206250E-02        0.739958E+00        0.199083E+01        0.539000E+00        0.578583E+00        0.718250E+00        0.155708E+00        0.934833E-02        0.172042E+00        0.172042E+00        0.309500E-11        0.698417E-03        0.781167E-03        0.148000E-02        0.524167E+00
  20180126        0.991500E+01        0.165000E+01        0.113833E+01        0.678083E+01        0.349208E+00        0.200833E-01        0.554500E+00        0.439500E+00        0.115125E+00        0.192250E-02        0.192083E-02        0.384250E-02        0.135333E+01        0.796917E+01        0.111000E+01        0.638625E+00        0.602500E+01        0.198250E+00        0.118958E-01        0.373208E+00        0.258000E+00        0.115125E+00        0.112208E-02        0.112042E-02        0.224250E-02        0.792125E+00        0.194625E+01        0.539000E+00        0.499750E+00        0.756542E+00        0.150833E+00        0.819042E-02        0.181708E+00        0.181708E+00        0.346167E-11        0.800542E-03        0.800917E-03        0.160000E-02        0.560958E+00
  20180127        0.981125E+01        0.165000E+01        0.977208E+00        0.685042E+01        0.337500E+00        0.176667E-01        0.577500E+00        0.463042E+00        0.114417E+00        0.219375E-02        0.194708E-02        0.414042E-02        0.143500E+01        0.790750E+01        0.111000E+01        0.548417E+00        0.605958E+01        0.192042E+00        0.105604E-01        0.387250E+00        0.272750E+00        0.114417E+00        0.128292E-02        0.113750E-02        0.241958E-02        0.840958E+00        0.190333E+01        0.538750E+00        0.429167E+00        0.790667E+00        0.145542E+00        0.711125E-02        0.190167E+00        0.190167E+00        0.385208E-11        0.910542E-03        0.809417E-03        0.172000E-02        0.595333E+00
  20180128        0.971542E+01        0.164375E+01        0.836042E+00        0.690875E+01        0.325250E+00        0.154792E-01        0.598083E+00        0.484250E+00        0.114000E+00        0.248292E-02        0.194667E-02        0.442875E-02        0.151375E+01        0.784958E+01        0.111000E+01        0.468958E+00        0.608917E+01        0.185292E+00        0.934208E-02        0.400333E+00        0.286583E+00        0.114000E+00        0.145667E-02        0.114000E-02        0.259583E-02        0.886500E+00        0.186542E+01        0.538000E+00        0.367000E+00        0.820417E+00        0.139917E+00        0.613458E-02        0.197708E+00        0.197708E+00        0.426250E-11        0.102554E-02        0.806708E-03        0.183292E-02        0.626875E+00
  20180129        0.962708E+01        0.164000E+01        0.713833E+00        0.695708E+01        0.312500E+00        0.135583E-01        0.616583E+00        0.503375E+00        0.113000E+00        0.278500E-02        0.192083E-02        0.470583E-02        0.158375E+01        0.779583E+01        0.111000E+01        0.400500E+00        0.611125E+01        0.178375E+00        0.827875E-02        0.412500E+00        0.299417E+00        0.113000E+00        0.163958E-02        0.112750E-02        0.276708E-02        0.928375E+00        0.183167E+01        0.538000E+00        0.313333E+00        0.845458E+00        0.134208E+00        0.527583E-02        0.203958E+00        0.203958E+00        0.468958E-11        0.114500E-02        0.793083E-03        0.193875E-02        0.655542E+00
  20180130        0.954708E+01        0.164000E+01        0.610125E+00        0.699458E+01        0.299542E+00        0.119083E-01        0.633167E+00        0.520375E+00        0.112958E+00        0.309542E-02        0.187292E-02        0.496917E-02        0.164750E+01        0.774708E+01        0.111000E+01        0.342292E+00        0.612708E+01        0.171250E+00        0.736750E-02        0.424042E+00        0.311333E+00        0.112958E+00        0.183000E-02        0.110292E-02        0.293208E-02        0.966792E+00        0.180042E+01        0.538000E+00        0.267833E+00        0.866833E+00        0.128250E+00        0.453583E-02        0.209083E+00        0.209083E+00        0.513292E-11        0.126500E-02        0.770000E-03        0.203667E-02        0.681500E+00
  20180131        0.947583E+01        0.164000E+01        0.522875E+00        0.702292E+01        0.286500E+00        0.105121E-01        0.647875E+00        0.535583E+00        0.112000E+00        0.340792E-02        0.180667E-02        0.521500E-02        0.170667E+01        0.770167E+01        0.110292E+01        0.293292E+00        0.613958E+01        0.164125E+00        0.660125E-02        0.434625E+00        0.322333E+00        0.112000E+00        0.202292E-02        0.106792E-02        0.309000E-02        0.100208E+01        0.177333E+01        0.537500E+00        0.229542E+00        0.884167E+00        0.122375E+00        0.391250E-02        0.213292E+00        0.213292E+00        0.558750E-11        0.138500E-02        0.739042E-03        0.212417E-02        0.705000E+00
  20180201        0.940917E+01        0.164000E+01        0.450250E+00        0.704458E+01        0.273542E+00        0.935667E-02        0.660958E+00        0.549125E+00        0.112000E+00        0.371708E-02        0.172625E-02        0.544292E-02        0.176042E+01        0.766000E+01        0.110000E+01        0.252625E+00        0.614750E+01        0.157042E+00        0.596667E-02        0.444542E+00        0.332667E+00        0.112000E+00        0.221667E-02        0.102417E-02        0.324042E-02        0.103417E+01        0.174958E+01        0.537000E+00        0.197583E+00        0.898333E+00        0.116500E+00        0.339167E-02        0.216458E+00        0.216458E+00        0.605250E-11        0.150042E-02        0.702292E-03        0.220292E-02        0.726125E+00
  20180202        0.934917E+01        0.164000E+01        0.390042E+00        0.705792E+01        0.260833E+00        0.840667E-02        0.672667E+00        0.561125E+00        0.111542E+00        0.401875E-02        0.163667E-02        0.565458E-02        0.180917E+01        0.762083E+01        0.110000E+01        0.218792E+00        0.615000E+01        0.150042E+00        0.544542E-02        0.453833E+00        0.342333E+00        0.111542E+00        0.240958E-02        0.974875E-03        0.338375E-02        0.106375E+01        0.172833E+01        0.537000E+00        0.171500E+00        0.909542E+00        0.110792E+00        0.296208E-02        0.218833E+00        0.218833E+00        0.652417E-11        0.160917E-02        0.661667E-03        0.227125E-02        0.745333E+00
  20180203        0.929417E+01        0.164000E+01        0.340125E+00        0.706750E+01        0.248500E+00        0.763083E-02        0.683125E+00        0.571917E+00        0.111000E+00        0.430792E-02        0.154167E-02        0.584875E-02        0.185458E+01        0.758500E+01        0.110000E+01        0.190792E+00        0.615000E+01        0.143250E+00        0.502083E-02        0.462625E+00        0.351375E+00        0.111000E+00        0.259750E-02        0.922375E-03        0.352000E-02        0.109125E+01        0.170917E+01        0.536292E+00        0.149333E+00        0.918458E+00        0.105208E+00        0.260917E-02        0.220542E+00        0.220542E+00        0.700000E-11        0.171042E-02        0.618917E-03        0.232917E-02        0.762833E+00
  20180204        0.924292E+01        0.164000E+01        0.298917E+00        0.707000E+01        0.236500E+00        0.699667E-02        0.692583E+00        0.581708E+00        0.111000E+00        0.458333E-02        0.144417E-02        0.602708E-02        0.189667E+01        0.755083E+01        0.110000E+01        0.167708E+00        0.614375E+01        0.136750E+00        0.467625E-02        0.470917E+00        0.360042E+00        0.111000E+00        0.278000E-02        0.868500E-03        0.364875E-02        0.111792E+01        0.169292E+01        0.536000E+00        0.131208E+00        0.925292E+00        0.997667E-01        0.232042E-02        0.221625E+00        0.221625E+00        0.748542E-11        0.180333E-02        0.575708E-03        0.237875E-02        0.778917E+00
  20180205        0.919500E+01        0.164000E+01        0.264875E+00        0.707000E+01        0.225000E+00        0.647708E-02        0.701167E+00        0.590542E+00        0.110958E+00        0.484250E-02        0.134792E-02        0.619042E-02        0.193583E+01        0.751792E+01        0.110000E+01        0.148583E+00        0.613958E+01        0.130375E+00        0.439667E-02        0.478917E+00        0.368333E+00        0.110958E+00        0.295583E-02        0.814833E-03        0.377000E-02        0.114167E+01        0.167625E+01        0.535625E+00        0.116250E+00        0.930667E+00        0.945792E-01        0.208250E-02        0.222000E+00        0.222000E+00        0.797000E-11        0.188750E-02        0.533083E-03        0.242000E-02        0.793917E+00
  20180206        0.915000E+01        0.163500E+01        0.236333E+00        0.706500E+01        0.213917E+00        0.605167E-02        0.709042E+00        0.598708E+00        0.110000E+00        0.508500E-02        0.125500E-02        0.634042E-02        0.197333E+01        0.748750E+01        0.110000E+01        0.132625E+00        0.613000E+01        0.124292E+00        0.416417E-02        0.486625E+00        0.376250E+00        0.110000E+00        0.312375E-02        0.762750E-03        0.388667E-02        0.116542E+01        0.166333E+01        0.535000E+00        0.103729E+00        0.934625E+00        0.896000E-01        0.188875E-02        0.222000E+00        0.222000E+00        0.845667E-11        0.196125E-02        0.492000E-03        0.245333E-02        0.807750E+00
  20180207        0.910750E+01        0.163000E+01        0.212542E+00        0.705875E+01        0.203333E+00        0.569875E-02        0.716375E+00        0.606208E+00        0.110000E+00        0.531000E-02        0.116625E-02        0.647667E-02        0.200750E+01        0.745750E+01        0.110000E+01        0.119250E+00        0.612083E+01        0.118542E+00        0.397375E-02        0.494083E+00        0.383958E+00        0.110000E+00        0.328458E-02        0.713000E-03        0.399750E-02        0.118792E+01        0.165042E+01        0.534708E+00        0.933500E-01        0.937417E+00        0.848250E-01        0.172625E-02        0.222000E+00        0.222000E+00        0.894167E-11        0.202667E-02        0.453125E-03        0.247958E-02        0.820833E+00
  20180208        0.906667E+01        0.163000E+01        0.192667E+00        0.704917E+01        0.193292E+00        0.540500E-02        0.723125E+00        0.613250E+00        0.110000E+00        0.551917E-02        0.108250E-02        0.660000E-02        0.204250E+01        0.742917E+01        0.110000E+01        0.108083E+00        0.610917E+01        0.113000E+00        0.381542E-02        0.501250E+00        0.391375E+00        0.110000E+00        0.343625E-02        0.666250E-03        0.410292E-02        0.120917E+01        0.163792E+01        0.534000E+00        0.845625E-01        0.939500E+00        0.802667E-01        0.159042E-02        0.222000E+00        0.222000E+00        0.943000E-11        0.208250E-02        0.416792E-03        0.249917E-02        0.833000E+00
