 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20090914        0.119680E+01        0.119680E+01        0.118165E+01        0.407019E+00        0.542256E-01        0.701989E+00        0.184138E-01        0.168259E-03        0.148304E-01        0.535312E-02        0.947731E-02        0.158252E-03        0.512439E-04        0.485244E-04        0.584835E-04        0.154770E-16        0.600451E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090915        0.119602E+01        0.119602E+01        0.118103E+01        0.407110E+00        0.545690E-01        0.701995E+00        0.173612E-01        0.168257E-03        0.146531E-01        0.511864E-02        0.953451E-02        0.158683E-03        0.512949E-04        0.484147E-04        0.589736E-04        0.347571E-17        0.625737E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090916        0.119528E+01        0.119528E+01        0.118048E+01        0.407201E+00        0.549146E-01        0.702002E+00        0.163591E-01        0.171605E-03        0.144689E-01        0.487688E-02        0.959204E-02        0.159086E-03        0.513395E-04        0.483045E-04        0.594419E-04        0.155092E-16        0.650533E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090917        0.119460E+01        0.119460E+01        0.117999E+01        0.407292E+00        0.552590E-01        0.702008E+00        0.154246E-01        0.179878E-03        0.142766E-01        0.462840E-02        0.964824E-02        0.159446E-03        0.513746E-04        0.481936E-04        0.598776E-04        0.186590E-16        0.674700E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090918        0.119398E+01        0.119398E+01        0.117955E+01        0.407383E+00        0.556036E-01        0.702015E+00        0.145475E-01        0.181794E-03        0.140861E-01        0.438278E-02        0.970327E-02        0.159767E-03        0.514011E-04        0.480819E-04        0.602840E-04        0.279121E-16        0.698340E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090919        0.119341E+01        0.119341E+01        0.117916E+01        0.407473E+00        0.559500E-01        0.702020E+00        0.137175E-01        0.187592E-03        0.138975E-01        0.413976E-02        0.975769E-02        0.160055E-03        0.514203E-04        0.479697E-04        0.606653E-04       -0.490325E-17        0.721434E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090920        0.119289E+01        0.119289E+01        0.117883E+01        0.407564E+00        0.562972E-01        0.702026E+00        0.129391E-01        0.193392E-03        0.137116E-01        0.390064E-02        0.981093E-02        0.160307E-03        0.514313E-04        0.478569E-04        0.610183E-04        0.147706E-16        0.743980E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090921        0.119243E+01        0.119243E+01        0.117854E+01        0.407655E+00        0.566468E-01        0.702031E+00        0.122025E-01        0.196078E-03        0.135341E-01        0.367067E-02        0.986339E-02        0.160526E-03        0.514354E-04        0.477435E-04        0.613475E-04       -0.706497E-18        0.766034E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090922        0.119224E+01        0.119224E+01        0.117845E+01        0.407767E+00        0.570980E-01        0.702037E+00        0.115452E-01        0.249027E-03        0.133884E-01        0.347699E-02        0.991140E-02        0.160696E-03        0.514284E-04        0.476290E-04        0.616388E-04        0.193202E-16        0.788142E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090923        0.119228E+01        0.119228E+01        0.117856E+01        0.407896E+00        0.576354E-01        0.702044E+00        0.109890E-01        0.275027E-03        0.132804E-01        0.332728E-02        0.995315E-02        0.160811E-03        0.514093E-04        0.475133E-04        0.618886E-04        0.199849E-16        0.810731E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090924        0.119237E+01        0.119237E+01        0.117875E+01        0.408026E+00        0.581641E-01        0.702051E+00        0.105038E-01        0.297555E-03        0.131703E-01        0.317908E-02        0.999119E-02        0.160886E-03        0.513814E-04        0.473969E-04        0.621082E-04        0.198522E-16        0.832749E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090925        0.119251E+01        0.119251E+01        0.117898E+01        0.408156E+00        0.586879E-01        0.702058E+00        0.100721E-01        0.314673E-03        0.130614E-01        0.303466E-02        0.100267E-01        0.160931E-03        0.513468E-04        0.472799E-04        0.623046E-04        0.259220E-16        0.854319E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090926        0.119266E+01        0.119266E+01        0.117923E+01        0.408286E+00        0.592147E-01        0.702065E+00        0.966185E-02        0.309414E-03        0.129605E-01        0.289809E-02        0.100624E-01        0.160962E-03        0.513090E-04        0.471629E-04        0.624899E-04        0.360555E-16        0.875789E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090927        0.119283E+01        0.119283E+01        0.117950E+01        0.408416E+00        0.597467E-01        0.702072E+00        0.926122E-02        0.313148E-03        0.128631E-01        0.276413E-02        0.100990E-01        0.160983E-03        0.512691E-04        0.470461E-04        0.626673E-04        0.293791E-16        0.896988E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090928        0.119307E+01        0.119307E+01        0.117980E+01        0.408546E+00        0.602759E-01        0.702079E+00        0.890103E-02        0.339638E-03        0.127639E-01        0.263009E-02        0.101338E-01        0.160979E-03        0.512238E-04        0.469289E-04        0.628260E-04        0.127818E-16        0.917601E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20090929        0.119337E+01        0.119337E+01        0.118016E+01        0.408676E+00        0.607962E-01        0.702087E+00        0.860564E-02        0.379448E-03        0.126628E-01        0.249800E-02        0.101648E-01        0.160941E-03        0.511711E-04        0.468111E-04        0.629589E-04        0.153963E-16        0.937532E-01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
