 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201205        0.440000E+00        0.819863E+01        0.553693E+02        0.339161E+02        0.130737E+03        0.130737E+02        0.130737E+04        0.250000E+01        0.600000E+01        0.716793E-02        0.376251E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.435413E-01        0.499851E-01        0.179259E-02        0.734704E-03        0.259932E+00        0.139388E+01        0.144440E+02        0.822358E-02        0.972940E-02        0.145990E-04        0.689201E-03        0.224150E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.763261E-01        0.000000E+00        0.130737E-03        0.130737E-03        0.000000E+00        0.000000E+00        0.218026E-01        0.552622E-03        0.100000E+01
    201206        0.440000E+00        0.842939E+01        0.543410E+02        0.342651E+02        0.142010E+03        0.142010E+02        0.142010E+04        0.250000E+01        0.600000E+01        0.757528E-02        0.381507E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.495394E-01        0.499851E-01        0.189446E-02        0.798052E-03        0.257817E+00        0.139388E+01        0.144440E+02        0.195155E-01        0.972940E-02        0.145990E-04        0.170680E-02        0.814747E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.868405E-01        0.000000E+00        0.142010E-03        0.142010E-03        0.000000E+00        0.000000E+00        0.153122E-01        0.000000E+00        0.100000E+01
    201207        0.440000E+00        0.101005E+02        0.585281E+02        0.394472E+02        0.171028E+03        0.171028E+02        0.171028E+04        0.250000E+01        0.600000E+01        0.857287E-02        0.393455E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.663532E-01        0.499851E-01        0.214394E-02        0.961124E-03        0.253008E+00        0.139388E+01        0.144440E+02        0.202974E-01        0.972940E-02        0.145990E-04        0.200871E-02        0.564459E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.116314E+00        0.000000E+00        0.171028E-03        0.171028E-03        0.000000E+00        0.000000E+00        0.188462E-01        0.000000E+00        0.100000E+01
    201208        0.440000E+00        0.102214E+02        0.579769E+02        0.394969E+02        0.174987E+03        0.174987E+02        0.174987E+04        0.250000E+01        0.600000E+01        0.868591E-02        0.394423E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.693624E-01        0.499851E-01        0.217221E-02        0.983376E-03        0.252617E+00        0.139388E+01        0.144440E+02        0.208500E-01        0.972940E-02        0.145990E-04        0.208839E-02        0.340849E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.121589E+00        0.000000E+00        0.174987E-03        0.174987E-03        0.000000E+00        0.000000E+00        0.181173E-01        0.000000E+00        0.100000E+01
    201209        0.440000E+00        0.882513E+01        0.561974E+02        0.357255E+02        0.145645E+03        0.145645E+02        0.145645E+04        0.250000E+01        0.600000E+01        0.770118E-02        0.383027E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.516138E-01        0.499851E-01        0.192594E-02        0.818484E-03        0.257205E+00        0.139388E+01        0.144440E+02        0.154962E-01        0.972940E-02        0.145990E-04        0.139231E-02        0.356788E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.904767E-01        0.000000E+00        0.145645E-03        0.145645E-03        0.000000E+00        0.000000E+00        0.183181E-01        0.000000E+00        0.100000E+01
    201210        0.440000E+00        0.669767E+01        0.495065E+02        0.286478E+02        0.110447E+03        0.110447E+02        0.110447E+04        0.250000E+01        0.600000E+01        0.640079E-02        0.365647E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.335296E-01        0.499851E-01        0.160074E-02        0.620678E-03        0.264201E+00        0.139388E+01        0.144440E+02        0.172019E-01        0.972940E-02        0.145990E-04        0.127022E-02        0.167681E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.587760E-01        0.000000E+00        0.110447E-03        0.110447E-03        0.000000E+00        0.000000E+00        0.119546E-01        0.000000E+00        0.100000E+01
    201211        0.440000E+00        0.543035E+01        0.425907E+02        0.234984E+02        0.953486E+02        0.953486E+01        0.953486E+03        0.250000E+01        0.600000E+01        0.579688E-02        0.356554E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.267524E-01        0.499851E-01        0.144971E-02        0.535831E-03        0.267864E+00        0.139388E+01        0.144440E+02        0.210183E-01        0.972940E-02        0.145990E-04        0.140441E-02        0.185624E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.468957E-01        0.000000E+00        0.953486E-04        0.953486E-04        0.000000E+00        0.000000E+00        0.654792E-02        0.000000E+00        0.100000E+01
    201212        0.440000E+00        0.482038E+01        0.420259E+02        0.218262E+02        0.793176E+02        0.793176E+01        0.793176E+03        0.250000E+01        0.600000E+01        0.511789E-02        0.345370E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.201925E-01        0.499851E-01        0.127990E-02        0.445741E-03        0.272374E+00        0.139388E+01        0.144440E+02        0.180111E-01        0.972940E-02        0.145990E-04        0.106997E-02        0.102190E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.353966E-01        0.000000E+00        0.793176E-04        0.793176E-04        0.000000E+00        0.000000E+00        0.672744E-02        0.000000E+00        0.100000E+01
    201301        0.440000E+00        0.405405E+01        0.382435E+02        0.188482E+02        0.673044E+02        0.673044E+01        0.673044E+03        0.250000E+01        0.600000E+01        0.459945E-02        0.336622E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.154525E-01        0.499851E-01        0.115025E-02        0.378231E-03        0.275902E+00        0.139388E+01        0.144440E+02        0.198136E-01        0.972940E-02        0.145990E-04        0.105103E-02        0.431213E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.270876E-01        0.000000E+00        0.673044E-04        0.673044E-04        0.000000E+00        0.000000E+00        0.461870E-02        0.000000E+00        0.100000E+01
    201302        0.440000E+00        0.453730E+01        0.419028E+02        0.209996E+02        0.711304E+02        0.711304E+01        0.711304E+03        0.250000E+01        0.600000E+01        0.477568E-02        0.339893E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.167993E-01        0.499851E-01        0.119432E-02        0.399732E-03        0.274581E+00        0.139388E+01        0.144440E+02        0.105095E-01        0.972940E-02        0.145990E-04        0.587615E-03        0.676007E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.294484E-01        0.000000E+00        0.711304E-04        0.711304E-04        0.000000E+00        0.000000E+00        0.759979E-02        0.376561E-05        0.100000E+01
    201303        0.440000E+00        0.520426E+01        0.448461E+02        0.234541E+02        0.812016E+02        0.812016E+01        0.812016E+03        0.250000E+01        0.600000E+01        0.521219E-02        0.347302E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.207417E-01        0.499851E-01        0.130349E-02        0.456329E-03        0.271592E+00        0.139388E+01        0.144440E+02        0.158630E-02        0.972940E-02        0.145990E-04        0.917522E-04        0.915740E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.363593E-01        0.000000E+00        0.812016E-04        0.812016E-04        0.000000E+00        0.000000E+00        0.147116E-01        0.219798E-02        0.100000E+01
    201304        0.440000E+00        0.569441E+01        0.468046E+02        0.252373E+02        0.892871E+02        0.892871E+01        0.892871E+03        0.250000E+01        0.600000E+01        0.555463E-02        0.352910E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.240279E-01        0.499851E-01        0.138913E-02        0.501767E-03        0.269331E+00        0.139388E+01        0.144440E+02        0.147492E-03        0.972940E-02        0.145990E-04        0.937018E-05        0.621700E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.421198E-01        0.000000E+00        0.892871E-04        0.892871E-04        0.000000E+00        0.000000E+00        0.219931E-01        0.759962E-02        0.100000E+01
    201305        0.440000E+00        0.632014E+01        0.491825E+02        0.274758E+02        0.994993E+02        0.994993E+01        0.994993E+03        0.250000E+01        0.600000E+01        0.597265E-02        0.359421E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.284310E-01        0.499851E-01        0.149367E-02        0.559156E-03        0.266708E+00        0.139388E+01        0.144440E+02        0.892072E-05        0.972940E-02        0.145990E-04        0.593391E-06        0.136290E-02        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.498383E-01        0.000000E+00        0.994993E-04        0.994993E-04        0.000000E+00        0.000000E+00        0.200043E-01        0.164914E-01        0.100000E+01
    201306        0.440000E+00        0.783287E+01        0.544438E+02        0.327110E+02        0.123562E+03        0.123562E+02        0.123562E+04        0.250000E+01        0.600000E+01        0.690442E-02        0.372770E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.398290E-01        0.499851E-01        0.172669E-02        0.694382E-03        0.261334E+00        0.139388E+01        0.144440E+02        0.386716E-05        0.972940E-02        0.145990E-04        0.310186E-06        0.165085E-02        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.698186E-01        0.000000E+00        0.123562E-03        0.123562E-03        0.000000E+00        0.000000E+00        0.251183E-01        0.245557E-01        0.100000E+01
    201307        0.440000E+00        0.838817E+01        0.562444E+02        0.345867E+02        0.132214E+03        0.132214E+02        0.132214E+04        0.250000E+01        0.600000E+01        0.722472E-02        0.377053E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.442444E-01        0.499851E-01        0.180679E-02        0.743002E-03        0.259610E+00        0.139388E+01        0.144440E+02        0.190253E-04        0.972940E-02        0.145990E-04        0.157453E-05        0.149059E-02        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.775585E-01        0.000000E+00        0.132214E-03        0.132214E-03        0.000000E+00        0.000000E+00        0.381663E-01        0.217711E-01        0.100000E+01
    201308        0.440000E+00        0.821346E+01        0.556943E+02        0.340028E+02        0.129519E+03        0.129519E+02        0.129519E+04        0.250000E+01        0.600000E+01        0.712676E-02        0.375778E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.428256E-01        0.499851E-01        0.178229E-02        0.727860E-03        0.260123E+00        0.139388E+01        0.144440E+02        0.127116E-03        0.972940E-02        0.145990E-04        0.104428E-04        0.784659E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.750715E-01        0.000000E+00        0.129519E-03        0.129519E-03        0.000000E+00        0.000000E+00        0.395907E-01        0.134602E-01        0.100000E+01
    201309        0.440000E+00        0.841318E+01        0.563289E+02        0.346726E+02        0.132611E+03        0.132611E+02        0.132611E+04        0.250000E+01        0.600000E+01        0.723977E-02        0.377260E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.444365E-01        0.499851E-01        0.181055E-02        0.745234E-03        0.259527E+00        0.139388E+01        0.144440E+02        0.949240E-03        0.972940E-02        0.145990E-04        0.783595E-04        0.192252E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.778953E-01        0.000000E+00        0.132611E-03        0.132611E-03        0.000000E+00        0.000000E+00        0.337227E-01        0.625042E-02        0.100000E+01
    201310        0.440000E+00        0.638722E+01        0.490869E+02        0.277058E+02        0.102516E+03        0.102516E+02        0.102516E+04        0.250000E+01        0.600000E+01        0.609200E-02        0.361191E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.298126E-01        0.499851E-01        0.152351E-02        0.576110E-03        0.265995E+00        0.139388E+01        0.144440E+02        0.115197E-01        0.972940E-02        0.145990E-04        0.792976E-03        0.125292E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.522602E-01        0.000000E+00        0.102516E-03        0.102516E-03        0.000000E+00        0.000000E+00        0.137965E-01        0.284300E-03        0.100000E+01
    201311        0.440000E+00        0.506154E+01        0.442576E+02        0.229295E+02        0.788395E+02        0.788395E+01        0.788395E+03        0.250000E+01        0.600000E+01        0.510990E-02        0.345558E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.198090E-01        0.499851E-01        0.127790E-02        0.443054E-03        0.272296E+00        0.139388E+01        0.144440E+02        0.352138E-02        0.972940E-02        0.145990E-04        0.213218E-03        0.299533E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.347243E-01        0.000000E+00        0.788395E-04        0.788395E-04        0.000000E+00        0.000000E+00        0.116932E-01        0.593332E-03        0.100000E+01
    201312        0.440000E+00        0.390223E+01        0.390718E+02        0.185807E+02        0.600227E+02        0.600227E+01        0.600227E+03        0.250000E+01        0.600000E+01        0.426425E-02        0.330395E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.128803E-01        0.499851E-01        0.106642E-02        0.337309E-03        0.278417E+00        0.139388E+01        0.144440E+02        0.923961E-02        0.972940E-02        0.145990E-04        0.449664E-03        0.901867E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.225786E-01        0.000000E+00        0.600227E-04        0.600227E-04        0.000000E+00        0.000000E+00        0.626227E-02        0.637571E-04        0.100000E+01
    201401        0.440000E+00        0.382347E+01        0.380352E+02        0.181824E+02        0.610925E+02        0.610925E+01        0.610925E+03        0.250000E+01        0.600000E+01        0.431638E-02        0.331445E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.132213E-01        0.499851E-01        0.107946E-02        0.343322E-03        0.277993E+00        0.139388E+01        0.144440E+02        0.173688E-01        0.972940E-02        0.145990E-04        0.864462E-03        0.106495E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.231763E-01        0.000000E+00        0.610925E-04        0.610925E-04        0.000000E+00        0.000000E+00        0.469530E-02        0.000000E+00        0.100000E+01
    201402        0.440000E+00        0.424598E+01        0.407431E+02        0.199120E+02        0.655818E+02        0.655818E+01        0.655818E+03        0.250000E+01        0.600000E+01        0.452378E-02        0.335313E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.147949E-01        0.499851E-01        0.113133E-02        0.368550E-03        0.276430E+00        0.139388E+01        0.144440E+02        0.921852E-02        0.972940E-02        0.145990E-04        0.473996E-03        0.713202E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.259348E-01        0.000000E+00        0.655818E-04        0.655818E-04        0.000000E+00        0.000000E+00        0.709839E-02        0.000000E+00        0.100000E+01
    201403        0.440000E+00        0.520444E+01        0.449066E+02        0.234741E+02        0.812572E+02        0.812572E+01        0.812572E+03        0.250000E+01        0.600000E+01        0.522151E-02        0.347627E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.206515E-01        0.499851E-01        0.130582E-02        0.456641E-03        0.271460E+00        0.139388E+01        0.144440E+02        0.567075E-02        0.972940E-02        0.145990E-04        0.341191E-03        0.153679E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.362011E-01        0.000000E+00        0.812572E-04        0.812572E-04        0.000000E+00        0.000000E+00        0.110490E-01        0.832790E-04        0.100000E+01
    201404        0.440000E+00        0.621964E+01        0.488499E+02        0.271307E+02        0.979012E+02        0.979012E+01        0.979012E+03        0.250000E+01        0.600000E+01        0.591328E-02        0.358636E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.276322E-01        0.499851E-01        0.147882E-02        0.550175E-03        0.267024E+00        0.139388E+01        0.144440E+02        0.877632E-03        0.972940E-02        0.145990E-04        0.597638E-04        0.161387E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.484381E-01        0.000000E+00        0.979012E-04        0.979012E-04        0.000000E+00        0.000000E+00        0.211004E-01        0.397791E-02        0.100000E+01
    201405        0.440000E+00        0.677968E+01        0.508415E+02        0.290857E+02        0.106878E+03        0.106878E+02        0.106878E+04        0.250000E+01        0.600000E+01        0.626559E-02        0.363777E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.317812E-01        0.499851E-01        0.156693E-02        0.600624E-03        0.264954E+00        0.139388E+01        0.144440E+02        0.991406E-03        0.972940E-02        0.145990E-04        0.716038E-04        0.120956E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.557110E-01        0.000000E+00        0.106878E-03        0.106878E-03        0.000000E+00        0.000000E+00        0.232250E-01        0.384559E-02        0.100000E+01
    201406        0.440000E+00        0.865871E+01        0.571106E+02        0.354967E+02        0.136414E+03        0.136414E+02        0.136414E+04        0.250000E+01        0.600000E+01        0.737894E-02        0.379088E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.464146E-01        0.499851E-01        0.184536E-02        0.766603E-03        0.258791E+00        0.139388E+01        0.144440E+02        0.205740E-02        0.972940E-02        0.145990E-04        0.175557E-03        0.987186E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.813627E-01        0.000000E+00        0.136414E-03        0.136414E-03        0.000000E+00        0.000000E+00        0.312151E-01        0.383255E-02        0.100000E+01
    201407        0.440000E+00        0.866866E+01        0.557315E+02        0.352358E+02        0.143223E+03        0.143223E+02        0.143223E+04        0.250000E+01        0.600000E+01        0.761915E-02        0.382073E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.501840E-01        0.499851E-01        0.190543E-02        0.804872E-03        0.257589E+00        0.139388E+01        0.144440E+02        0.166972E-01        0.972940E-02        0.145990E-04        0.147575E-02        0.293324E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.879704E-01        0.000000E+00        0.143223E-03        0.143223E-03        0.000000E+00        0.000000E+00        0.176395E-01        0.000000E+00        0.100000E+01
    201408        0.440000E+00        0.853036E+01        0.539420E+02        0.343556E+02        0.146129E+03        0.146129E+02        0.146129E+04        0.250000E+01        0.600000E+01        0.772396E-02        0.383419E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.517306E-01        0.499851E-01        0.193164E-02        0.821200E-03        0.257048E+00        0.139388E+01        0.144440E+02        0.202949E-01        0.972940E-02        0.145990E-04        0.180808E-02        0.527848E-06        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.906815E-01        0.000000E+00        0.146129E-03        0.146129E-03        0.000000E+00        0.000000E+00        0.145276E-01        0.000000E+00        0.100000E+01
    201409        0.440000E+00        0.842848E+01        0.562066E+02        0.347141E+02        0.133914E+03        0.133914E+02        0.133914E+04        0.250000E+01        0.600000E+01        0.728531E-02        0.377817E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.451684E-01        0.499851E-01        0.182194E-02        0.752554E-03        0.259302E+00        0.139388E+01        0.144440E+02        0.732290E-02        0.972940E-02        0.145990E-04        0.629540E-03        0.225713E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.791783E-01        0.000000E+00        0.133914E-03        0.133914E-03        0.000000E+00        0.000000E+00        0.230704E-01        0.427128E-03        0.100000E+01
    201410        0.440000E+00        0.633733E+01        0.492336E+02        0.276040E+02        0.100631E+03        0.100631E+02        0.100631E+04        0.250000E+01        0.600000E+01        0.601937E-02        0.360159E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.289125E-01        0.499851E-01        0.150535E-02        0.565517E-03        0.266411E+00        0.139388E+01        0.144440E+02        0.108645E-01        0.972940E-02        0.145990E-04        0.750903E-03        0.644732E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.506823E-01        0.000000E+00        0.100631E-03        0.100631E-03        0.000000E+00        0.000000E+00        0.130609E-01        0.000000E+00        0.100000E+01
    201411        0.440000E+00        0.505781E+01        0.443018E+02        0.229345E+02        0.788222E+02        0.788222E+01        0.788222E+03        0.250000E+01        0.600000E+01        0.511617E-02        0.345847E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.196971E-01        0.499851E-01        0.127947E-02        0.442957E-03        0.272178E+00        0.139388E+01        0.144440E+02        0.352138E-02        0.972940E-02        0.145990E-04        0.210883E-03        0.303132E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.345281E-01        0.000000E+00        0.788222E-04        0.788222E-04        0.000000E+00        0.000000E+00        0.116823E-01        0.614369E-03        0.100000E+01
    201412        0.440000E+00        0.414557E+01        0.402321E+02        0.195255E+02        0.642085E+02        0.642085E+01        0.642085E+03        0.250000E+01        0.600000E+01        0.446386E-02        0.334294E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.142681E-01        0.499851E-01        0.111634E-02        0.360832E-03        0.276841E+00        0.139388E+01        0.144440E+02        0.923961E-02        0.972940E-02        0.145990E-04        0.475525E-03        0.919169E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.250114E-01        0.000000E+00        0.642085E-04        0.642085E-04        0.000000E+00        0.000000E+00        0.687035E-02        0.577723E-04        0.100000E+01
    201501        0.440000E+00        0.400477E+01        0.388861E+02        0.188823E+02        0.643210E+02        0.643210E+01        0.643210E+03        0.250000E+01        0.600000E+01        0.446862E-02        0.334371E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.143130E-01        0.499851E-01        0.111753E-02        0.361465E-03        0.276810E+00        0.139388E+01        0.144440E+02        0.173688E-01        0.972940E-02        0.145990E-04        0.895743E-03        0.109781E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.250900E-01        0.000000E+00        0.643210E-04        0.643210E-04        0.000000E+00        0.000000E+00        0.507346E-02        0.000000E+00        0.100000E+01
    201502        0.440000E+00        0.416382E+01        0.403944E+02        0.196088E+02        0.642582E+02        0.642582E+01        0.642582E+03        0.250000E+01        0.600000E+01        0.446505E-02        0.334285E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.142996E-01        0.499851E-01        0.111664E-02        0.361112E-03        0.276845E+00        0.139388E+01        0.144440E+02        0.921852E-02        0.972940E-02        0.145990E-04        0.479139E-03        0.681037E-05        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.250666E-01        0.000000E+00        0.642582E-04        0.642582E-04        0.000000E+00        0.000000E+00        0.675356E-02        0.000000E+00        0.100000E+01
    201503        0.440000E+00        0.578152E+01        0.471380E+02        0.255490E+02        0.907039E+02        0.907039E+01        0.907039E+03        0.250000E+01        0.600000E+01        0.561304E-02        0.353838E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.246372E-01        0.499851E-01        0.140373E-02        0.509728E-03        0.268958E+00        0.139388E+01        0.144440E+02        0.567075E-02        0.972940E-02        0.145990E-04        0.363952E-03        0.167763E-04        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.431880E-01        0.000000E+00        0.907039E-04        0.907039E-04        0.000000E+00        0.000000E+00        0.132505E-01        0.124268E-03        0.100000E+01
    201504        0.440000E+00        0.663634E+01        0.503710E+02        0.285990E+02        0.104630E+03        0.104630E+02        0.104630E+04        0.250000E+01        0.600000E+01        0.618182E-02        0.362653E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.306535E-01        0.499851E-01        0.154598E-02        0.587991E-03        0.265406E+00        0.139388E+01        0.144440E+02        0.877632E-03        0.972940E-02        0.145990E-04        0.623207E-04        0.170098E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.537343E-01        0.000000E+00        0.104630E-03        0.104630E-03        0.000000E+00        0.000000E+00        0.234658E-01        0.445357E-02        0.100000E+01
    201505        0.440000E+00        0.741495E+01        0.530399E+02        0.312815E+02        0.116976E+03        0.116976E+02        0.116976E+04        0.250000E+01        0.600000E+01        0.665513E-02        0.369324E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.365922E-01        0.499851E-01        0.166434E-02        0.657368E-03        0.262720E+00        0.139388E+01        0.144440E+02        0.507075E-03        0.972940E-02        0.145990E-04        0.381536E-04        0.443244E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.641445E-01        0.000000E+00        0.116976E-03        0.116976E-03        0.000000E+00        0.000000E+00        0.310583E-01        0.832148E-02        0.100000E+01
    201506        0.440000E+00        0.874296E+01        0.573703E+02        0.357762E+02        0.137704E+03        0.137704E+02        0.137704E+04        0.250000E+01        0.600000E+01        0.742525E-02        0.379678E-01        0.116710E-03        0.116710E-03        0.116710E-03        0.112179E-02        0.332897E-02        0.898618E+00        0.999207E+00        0.471084E-01        0.499851E-01        0.185694E-02        0.773857E-03        0.258553E+00        0.139388E+01        0.144440E+02        0.271755E-02        0.972940E-02        0.145990E-04        0.233310E-03        0.127643E-03        0.334788E-01        0.250000E+00        0.836969E-02        0.400000E+01        0.825790E-01        0.000000E+00        0.137704E-03        0.137704E-03        0.000000E+00        0.000000E+00        0.315248E-01        0.398639E-02        0.100000E+01
