 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon            TOTout_C            TOTinp_C           POMinp1_C           POMinp2_C            DOMinp_C           POMdec1_C           POMdec2_C       POMdec2DOM1_C       POMdec2DOM2_C       POMdec2MOM1_C       POMdec2MOM2_C            MOMdec_C           MOM2DOM_C           QOM2DOM_C           DOM2QOM_C        DOM2QOMnet_C           DOM2MBA_C     MBA_mortality_C           MBA2EP1_C           MBA2EP2_C            MBA2EM_C            MBA_PM_C           EP2DOM1_C           EP2DOM2_C            EM2DOM_C           MBA2DOM_C           MBA2POM_C           MBA2MBD_C           MBD2MBA_C             CO2_gmo              CO2_gm          CO2_growth          CO2_maintn          CO2_ovflow      CO2_maintn_MBA      CO2_maintn_MBD      CO2_ovflow_MBA      CO2_ovflow_MBD           Nmine_dep             NH4_dep             NO3_dep             Nmn_net                 Nmn             Nmn_MBA             Nmn_MBD                 Nim             Nim_NH4             Nim_NO3              Nitrif            DENitrif            TOTout_N            TOTinp_N           POMinp1_N           POMinp2_N            DOMinp_N           POMdec1_N           POMdec2_N       POMdec2DOM1_N       POMdec2DOM2_N       POMdec2MOM1_N       POMdec2MOM2_N            MOMdec_N           MOM2DOM_N           QOM2DOM_N           DOM2QOM_N        DOM2QOMnet_N           DOM2MBA_N     MBA_mortality_N           MBA2EP1_N           MBA2EP2_N            MBA2EM_N            MBA_PM_N           EP2DOM1_N           EP2DOM2_N            EM2DOM_N           MBA2DOM_N           MBA2POM_N           MBA2MBD_N           MBD2MBA_N                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201012        0.959411E-05        0.777865E-05        0.544506E-06        0.287810E-05        0.435605E-05        0.121274E-05        0.252007E-04        0.108979E-05        0.226458E-04        0.122950E-06        0.255490E-05        0.267109E-05        0.267109E-05        0.198360E-04        0.412342E-04        0.213982E-04        0.129780E-04        0.541228E-05        0.298072E-09        0.133502E-09        0.128072E-08        0.541399E-05        0.547729E-08        0.284987E-08        0.170212E-07        0.540798E-05        0.429339E-08        0.933989E-07        0.505960E-08        0.959411E-05        0.959411E-05        0.873137E-05        0.862735E-06        0.000000E+00        0.664433E-06        0.198301E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201101        0.216993E-06        0.619017E-05        0.433311E-06        0.229036E-05        0.346649E-05        0.109417E-05        0.217897E-04        0.983244E-06        0.195806E-04        0.110930E-06        0.220909E-05        0.244055E-05        0.244055E-05        0.499546E-04        0.749260E-04        0.249714E-04        0.286257E-07        0.143848E-07        0.566128E-12        0.233914E-12        0.237417E-11        0.143880E-07        0.502614E-08        0.261479E-08        0.156243E-07        0.143734E-07        0.114110E-10        0.102852E-09        0.945484E-09        0.216993E-06        0.216993E-06        0.190833E-07        0.197910E-06        0.000000E+00        0.158133E-08        0.196328E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201102        0.225475E-04        0.118748E-04        0.831234E-06        0.439366E-05        0.664986E-05        0.115827E-05        0.211888E-04        0.104084E-05        0.190406E-04        0.117428E-06        0.214816E-05        0.261323E-05        0.261323E-05        0.859291E-04        0.913290E-04        0.539983E-05        0.306662E-04        0.290290E-05        0.618774E-09        0.226056E-09        0.250708E-08        0.290625E-05        0.463249E-08        0.240919E-08        0.144056E-07        0.290059E-05        0.230278E-08        0.674844E-07        0.142746E-06        0.225475E-04        0.225475E-04        0.210298E-04        0.151767E-05        0.000000E+00        0.132378E-05        0.193889E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201103        0.613856E-04        0.277170E-04        0.194019E-05        0.102553E-04        0.155216E-04        0.977971E-06        0.145090E-04        0.878821E-06        0.130380E-04        0.991488E-07        0.147095E-05        0.207675E-05        0.207675E-05        0.586989E-04        0.307495E-04       -0.279494E-04        0.837433E-04        0.261656E-04        0.181717E-08        0.652954E-09        0.733023E-08        0.261754E-04        0.440896E-08        0.227019E-08        0.138443E-07        0.261449E-04        0.207564E-07        0.669165E-06        0.840995E-08        0.613856E-04        0.613856E-04        0.577791E-04        0.360652E-05        0.000000E+00        0.341028E-05        0.196233E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201104        0.743345E-04        0.737110E-04        0.515977E-05        0.272731E-04        0.412782E-04        0.106590E-05        0.139826E-04        0.957836E-06        0.125651E-04        0.108063E-06        0.141759E-05        0.221570E-05        0.221570E-05        0.306908E-04        0.695747E-05       -0.237334E-04        0.866148E-04        0.342084E-05        0.687368E-08        0.251675E-08        0.278666E-07        0.345809E-05        0.431312E-08        0.218026E-08        0.137825E-07        0.341812E-05        0.271365E-08        0.165794E-06        0.887041E-06        0.743345E-04        0.743345E-04        0.708700E-04        0.346456E-05        0.000000E+00        0.326912E-05        0.195440E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201105        0.111440E-03        0.153651E-03        0.107555E-04        0.568507E-04        0.860442E-04        0.117964E-05        0.160389E-04        0.106005E-05        0.144129E-04        0.119595E-06        0.162606E-05        0.251778E-05        0.251778E-05        0.458694E-05        0.000000E+00       -0.458694E-05        0.113273E-03        0.471377E-05        0.968363E-08        0.386631E-08        0.402102E-07        0.476753E-05        0.471554E-08        0.228902E-08        0.157487E-07        0.471003E-05        0.373929E-08        0.324799E-06        0.850631E-06        0.111440E-03        0.111440E-03        0.106415E-03        0.502511E-05        0.000000E+00        0.484398E-05        0.181133E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201106        0.994496E-04        0.139880E-03        0.979163E-05        0.517557E-04        0.783330E-04        0.130850E-05        0.163061E-04        0.117584E-05        0.146529E-04        0.132659E-06        0.165315E-05        0.264067E-05        0.264067E-05        0.667950E-06        0.000000E+00       -0.667950E-06        0.101960E-03        0.440892E-05        0.840094E-08        0.387849E-08        0.364399E-07        0.445764E-05        0.507153E-08        0.242123E-08        0.176101E-07        0.440543E-05        0.349747E-08        0.405101E-06        0.268964E-06        0.994496E-04        0.994496E-04        0.962296E-04        0.321996E-05        0.000000E+00        0.304068E-05        0.179282E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201107        0.469809E-04        0.616260E-04        0.431382E-05        0.228016E-04        0.345106E-04        0.100329E-05        0.112796E-04        0.901574E-06        0.101361E-04        0.101716E-06        0.114355E-05        0.181316E-05        0.181316E-05        0.525892E-05        0.918721E-05        0.392830E-05        0.617330E-04        0.186607E-04        0.231266E-08        0.112603E-08        0.102045E-07        0.186743E-04        0.511830E-08        0.244234E-08        0.181901E-07        0.186459E-04        0.148030E-07        0.168588E-05        0.380942E-08        0.469809E-04        0.469809E-04        0.454733E-04        0.150755E-05        0.000000E+00        0.131694E-05        0.190612E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201108        0.400523E-04        0.554394E-04        0.388076E-05        0.205126E-04        0.310461E-04        0.918634E-06        0.111006E-04        0.825501E-06        0.997522E-05        0.931332E-07        0.112541E-05        0.169375E-05        0.169375E-05        0.143103E-04        0.166568E-04        0.234652E-05        0.531798E-04        0.121149E-04        0.947804E-09        0.478197E-09        0.423174E-08        0.121206E-04        0.478361E-08        0.228430E-08        0.170812E-07        0.121053E-04        0.961038E-08        0.878085E-06        0.747060E-11        0.400523E-04        0.400523E-04        0.386806E-04        0.137165E-05        0.000000E+00        0.117188E-05        0.199763E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201109        0.490055E-04        0.677117E-04        0.473982E-05        0.250533E-04        0.379186E-04        0.985198E-06        0.152288E-04        0.885316E-06        0.136849E-04        0.998816E-07        0.154393E-05        0.205349E-05        0.205349E-05        0.183772E-04        0.230001E-04        0.462294E-05        0.657360E-04        0.160227E-04        0.104420E-08        0.540226E-09        0.470188E-08        0.160290E-04        0.447666E-08        0.214059E-08        0.160627E-07        0.160100E-04        0.127103E-07        0.777567E-06        0.359938E-09        0.490055E-04        0.490055E-04        0.469877E-04        0.201782E-05        0.000000E+00        0.181091E-05        0.206902E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201110        0.480200E-04        0.527787E-04        0.369451E-05        0.195282E-04        0.295561E-04        0.104805E-05        0.196039E-04        0.941800E-06        0.176164E-04        0.106254E-06        0.198749E-05        0.238168E-05        0.238168E-05        0.217788E-04        0.221707E-04        0.391870E-06        0.650980E-04        0.145048E-04        0.123858E-08        0.645855E-09        0.559217E-08        0.145122E-04        0.419328E-08        0.200862E-08        0.151228E-07        0.144933E-04        0.115062E-07        0.502150E-06        0.263134E-07        0.480200E-04        0.480200E-04        0.454698E-04        0.255017E-05        0.000000E+00        0.233901E-05        0.211162E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201111        0.456058E-04        0.291170E-04        0.203819E-05        0.107733E-04        0.163055E-04        0.107272E-05        0.225164E-04        0.963962E-06        0.202336E-04        0.108755E-06        0.228276E-05        0.258584E-05        0.258584E-05        0.984414E-05        0.150979E-05       -0.833435E-05        0.623342E-04        0.136767E-04        0.435158E-08        0.222723E-08        0.195230E-07        0.137028E-04        0.407386E-08        0.195977E-08        0.148922E-07        0.136659E-04        0.108494E-07        0.651563E-06        0.884740E-07        0.456058E-04        0.456058E-04        0.426361E-04        0.296966E-05        0.000000E+00        0.275614E-05        0.213522E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201112        0.253320E-04        0.848892E-05        0.594225E-06        0.314090E-05        0.475380E-05        0.105067E-05        0.230754E-04        0.944147E-06        0.207360E-04        0.106519E-06        0.233944E-05        0.266832E-05        0.266832E-05        0.671199E-05        0.147039E-04        0.799190E-05        0.347055E-04        0.149006E-04        0.137111E-08        0.675710E-09        0.607405E-08        0.149087E-04        0.400910E-08        0.193505E-08        0.148733E-07        0.148887E-04        0.118202E-07        0.449069E-06        0.252991E-07        0.253320E-04        0.253320E-04        0.233126E-04        0.201943E-05        0.000000E+00        0.180134E-05        0.218089E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201201        0.127642E-05        0.125690E-04        0.879828E-06        0.465052E-05        0.703863E-05        0.924560E-06        0.189352E-04        0.830826E-06        0.170155E-04        0.937340E-07        0.191970E-05        0.233284E-05        0.233284E-05        0.317216E-04        0.564934E-04        0.247719E-04        0.146271E-05        0.609302E-06        0.277885E-10        0.129565E-10        0.120913E-09        0.609464E-06        0.370866E-08        0.179014E-08        0.137818E-07        0.608819E-06        0.483341E-09        0.718151E-08        0.109375E-07        0.127642E-05        0.127642E-05        0.985133E-06        0.291284E-06        0.000000E+00        0.741959E-07        0.217088E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201202        0.270383E-04        0.146357E-04        0.102450E-05        0.541520E-05        0.819597E-05        0.911174E-06        0.177584E-04        0.818797E-06        0.159581E-04        0.923769E-07        0.180039E-05        0.229638E-05        0.229638E-05        0.573168E-04        0.524307E-04       -0.488609E-05        0.369431E-04        0.162355E-05        0.133952E-08        0.579953E-09        0.569614E-08        0.163116E-05        0.342741E-08        0.165354E-08        0.127463E-07        0.162226E-05        0.128791E-08        0.457905E-07        0.319665E-06        0.270383E-04        0.270383E-04        0.250688E-04        0.196945E-05        0.000000E+00        0.175581E-05        0.213639E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201203        0.782700E-04        0.663129E-04        0.464190E-05        0.245358E-04        0.371352E-04        0.943426E-06        0.156527E-04        0.847779E-06        0.140658E-04        0.956467E-07        0.158691E-05        0.229199E-05        0.229199E-05        0.254527E-04        0.679137E-08       -0.254459E-04        0.820501E-04        0.223075E-05        0.889423E-08        0.384958E-08        0.378180E-07        0.228131E-05        0.359553E-08        0.171193E-08        0.136064E-07        0.222898E-05        0.176959E-08        0.122036E-06        0.694604E-06        0.782700E-04        0.782700E-04        0.737838E-04        0.448615E-05        0.000000E+00        0.427882E-05        0.207327E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201204        0.975362E-04        0.127409E-03        0.891862E-05        0.471412E-04        0.713489E-04        0.106720E-05        0.169737E-04        0.959008E-06        0.152529E-04        0.108196E-06        0.172083E-05        0.254622E-05        0.254622E-05        0.508820E-05        0.000000E+00       -0.508820E-05        0.100405E-03        0.523875E-05        0.890803E-08        0.408854E-08        0.385680E-07        0.529031E-05        0.404922E-08        0.190339E-08        0.156965E-07        0.523459E-05        0.415574E-08        0.331621E-06        0.400133E-06        0.975362E-04        0.975362E-04        0.927771E-04        0.475896E-05        0.000000E+00        0.455910E-05        0.199862E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201205        0.561860E-04        0.569847E-04        0.398893E-05        0.210843E-04        0.319115E-04        0.113916E-05        0.173722E-04        0.102367E-05        0.156109E-04        0.115491E-06        0.176123E-05        0.264570E-05        0.264570E-05        0.151106E-05        0.233942E-05        0.828367E-06        0.711698E-04        0.211097E-04        0.486724E-08        0.235902E-08        0.214443E-07        0.211384E-04        0.432692E-08        0.203606E-08        0.170754E-07        0.210930E-04        0.167457E-07        0.147003E-05        0.329131E-07        0.561860E-04        0.561860E-04        0.537427E-04        0.244330E-05        0.000000E+00        0.223759E-05        0.205708E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201206        0.671024E-04        0.100668E-03        0.704678E-05        0.372473E-04        0.563743E-04        0.104667E-05        0.156515E-04        0.940558E-06        0.140647E-04        0.106114E-06        0.158678E-05        0.238589E-05        0.238589E-05        0.134970E-04        0.184673E-04        0.497033E-05        0.900896E-04        0.214359E-04        0.156381E-08        0.780519E-09        0.695693E-08        0.214452E-04        0.417689E-08        0.196894E-08        0.165790E-07        0.214189E-04        0.170045E-07        0.111639E-05        0.507856E-08        0.671024E-04        0.671024E-04        0.644239E-04        0.267855E-05        0.000000E+00        0.246189E-05        0.216666E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201207        0.609575E-04        0.792616E-04        0.554831E-05        0.293268E-04        0.443864E-04        0.997127E-06        0.141141E-04        0.896036E-06        0.126832E-04        0.101091E-06        0.143092E-05        0.217450E-05        0.217450E-05        0.162520E-04        0.149550E-04       -0.129704E-05        0.812975E-04        0.197431E-04        0.154135E-08        0.803944E-09        0.695978E-08        0.197525E-04        0.396694E-08        0.187509E-08        0.158133E-07        0.197275E-04        0.156616E-07        0.134939E-05        0.278983E-08        0.609575E-04        0.609575E-04        0.588086E-04        0.214890E-05        0.000000E+00        0.192095E-05        0.227949E-06        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
