 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    201006        0.128955E+01        0.128955E+01        0.127304E+01        0.430287E+00        0.140871E+00        0.701723E+00        0.155298E-03        0.132392E-03        0.162017E-01        0.610779E-02        0.100939E-01        0.184810E-03        0.474653E-04        0.268788E-04        0.110465E-03        0.202699E-17        0.403503E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201007        0.133150E+01        0.133150E+01        0.131506E+01        0.438254E+00        0.175242E+00        0.701543E+00        0.193855E-04        0.155762E-03        0.160837E-01        0.521554E-02        0.108682E-01        0.202360E-03        0.496246E-04        0.268701E-04        0.125866E-03        0.121126E-16        0.489225E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201008        0.137242E+01        0.137242E+01        0.135494E+01        0.446183E+00        0.207296E+00        0.701432E+00        0.328646E-04        0.127961E-03        0.171293E-01        0.442864E-02        0.127006E-01        0.214458E-03        0.505821E-04        0.268414E-04        0.137034E-03        0.430594E-17        0.576259E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201009        0.139245E+01        0.139245E+01        0.137279E+01        0.450894E+00        0.220479E+00        0.701396E+00        0.181130E-04        0.919643E-04        0.193418E-01        0.637208E-02        0.129697E-01        0.227634E-03        0.516779E-04        0.271525E-04        0.148804E-03       -0.732838E-17        0.638594E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201010        0.140166E+01        0.140166E+01        0.138384E+01        0.454953E+00        0.226597E+00        0.701476E+00        0.817626E-03        0.262474E-03        0.173135E-01        0.434745E-02        0.129660E-01        0.239080E-03        0.525167E-04        0.274418E-04        0.159121E-03       -0.357883E-17        0.702889E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201011        0.139404E+01        0.139404E+01        0.137781E+01        0.456409E+00        0.216781E+00        0.701623E+00        0.299496E-02        0.267987E-03        0.157371E-01        0.226666E-02        0.134705E-01        0.231182E-03        0.501902E-04        0.261642E-04        0.154828E-03       -0.381178E-17        0.746651E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201012        0.138276E+01        0.138276E+01        0.136738E+01        0.456074E+00        0.198818E+00        0.701688E+00        0.107977E-01        0.124584E-02        0.139185E-01        0.335427E-03        0.135831E-01        0.217167E-03        0.469256E-04        0.244157E-04        0.145826E-03        0.385060E-18        0.767343E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201101        0.138569E+01        0.138569E+01        0.136976E+01        0.455557E+00        0.183729E+00        0.701648E+00        0.288220E-01        0.228668E-02        0.134485E-01        0.662819E-06        0.134478E-01        0.199319E-03        0.430601E-04        0.224016E-04        0.133858E-03        0.618061E-17        0.768870E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201102        0.138903E+01        0.138903E+01        0.137220E+01        0.455135E+00        0.170014E+00        0.701498E+00        0.455520E-01        0.278907E-02        0.138617E-01        0.580968E-03        0.132807E-01        0.183748E-03        0.396883E-04        0.206404E-04        0.123419E-03        0.556299E-17        0.770981E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201103        0.136208E+01        0.136208E+01        0.134588E+01        0.455377E+00        0.162968E+00        0.701163E+00        0.263762E-01        0.961170E-03        0.150580E-01        0.161597E-02        0.134420E-01        0.175839E-03        0.377745E-04        0.194499E-04        0.118615E-03       -0.272466E-17        0.812122E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201104        0.135459E+01        0.135459E+01        0.133569E+01        0.457181E+00        0.166380E+00        0.700731E+00        0.113963E-01        0.275580E-03        0.184522E-01        0.506592E-02        0.133863E-01        0.173746E-03        0.369585E-04        0.186813E-04        0.118106E-03       -0.255741E-17        0.855670E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201105        0.136869E+01        0.136869E+01        0.134882E+01        0.461964E+00        0.184907E+00        0.700197E+00        0.174874E-02        0.113355E-03        0.195697E-01        0.716321E-02        0.124065E-01        0.194986E-03        0.404089E-04        0.196145E-04        0.134963E-03       -0.226586E-17        0.921588E+00        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201106        0.140389E+01        0.140389E+01        0.138632E+01        0.469384E+00        0.217142E+00        0.699597E+00        0.193179E-03        0.101901E-03        0.172578E-01        0.497744E-02        0.122803E-01        0.215111E-03        0.434575E-04        0.207472E-04        0.150906E-03        0.137379E-16        0.100537E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201107        0.142067E+01        0.142067E+01        0.140577E+01        0.473399E+00        0.231994E+00        0.699035E+00        0.133908E-02        0.288427E-03        0.143984E-01        0.134044E-02        0.130580E-01        0.220627E-03        0.438520E-04        0.209252E-04        0.155850E-03       -0.496111E-17        0.105871E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201108        0.143303E+01        0.143303E+01        0.141811E+01        0.475584E+00        0.239871E+00        0.698692E+00        0.396320E-02        0.472511E-03        0.142434E-01        0.559427E-03        0.136840E-01        0.206897E-03        0.409833E-04        0.195706E-04        0.146343E-03        0.736435E-17        0.108683E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201109        0.144597E+01        0.144597E+01        0.143018E+01        0.478166E+00        0.247513E+00        0.698357E+00        0.614829E-02        0.673693E-03        0.149176E-01        0.744698E-03        0.141729E-01        0.194311E-03        0.383537E-04        0.183395E-04        0.137618E-03        0.495099E-17        0.112068E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201110        0.145434E+01        0.145434E+01        0.143790E+01        0.480404E+00        0.250583E+00        0.698096E+00        0.881496E-02        0.676741E-03        0.155859E-01        0.112152E-02        0.144644E-01        0.182701E-03        0.359261E-04        0.172090E-04        0.129566E-03        0.407114E-17        0.115477E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201111        0.145088E+01        0.145088E+01        0.143141E+01        0.481893E+00        0.246895E+00        0.697933E+00        0.468568E-02        0.105737E-03        0.191849E-01        0.455879E-02        0.146262E-01        0.179303E-03        0.349061E-04        0.167921E-04        0.127605E-03        0.275540E-17        0.119052E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201112        0.143480E+01        0.143480E+01        0.141760E+01        0.481948E+00        0.234174E+00        0.697791E+00        0.368624E-02        0.474491E-03        0.165470E-01        0.160817E-02        0.149388E-01        0.178357E-03        0.343483E-04        0.165787E-04        0.127430E-03       -0.101117E-16        0.121848E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201201        0.143471E+01        0.143471E+01        0.141795E+01        0.481740E+00        0.221457E+00        0.697586E+00        0.171694E-01        0.169059E-02        0.149012E-01        0.314162E-04        0.148698E-01        0.165182E-03        0.317730E-04        0.153366E-04        0.118072E-03        0.152463E-17        0.122595E+01        0.000000E+00        0.000000E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
