 Simulation_Period = 20180101 -- 20181231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                 SOC                POC1                POC2                 MOC                 QOC                 DOC                 MBC                MBCA                MBCD            ENZ_POC1            ENZ_POC2             ENZ_MOC             CO2_TOT              SOC_I1             POC1_I1             POC2_I1              MOC_I1              QOC_I1              DOC_I1              MBC_I1             MBCA_I1             MBCD_I1         ENZ_POC1_I1         ENZ_POC2_I1          ENZ_MOC_I1          CO2_TOT_I1              SOC_I2             POC1_I2             POC2_I2              MOC_I2              QOC_I2              DOC_I2              MBC_I2             MBCA_I2             MBCD_I2         ENZ_POC1_I2         ENZ_POC2_I2          ENZ_MOC_I2          CO2_TOT_I2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20180110        0.105667E+02        0.154000E+01        0.383292E+01        0.485667E+01        0.330458E+00        0.376792E-01        0.209292E+00        0.677458E-01        0.141500E+00        0.163875E-03        0.376083E-03        0.509667E-03        0.137500E+00        0.795708E+01        0.996000E+00        0.204667E+01        0.473667E+01        0.177542E+00        0.204125E-01        0.180250E+00        0.387583E-01        0.141500E+00        0.107792E-03        0.230792E-03        0.308375E-03        0.819583E-01        0.259708E+01        0.540000E+00        0.178500E+01        0.119875E+00        0.152958E+00        0.172583E-01        0.289750E-01        0.289750E-01        0.287250E-12        0.561625E-04        0.145083E-03        0.201375E-03        0.554375E-01
  20180111        0.105000E+02        0.154000E+01        0.375417E+01        0.489500E+01        0.336750E+00        0.380917E-01        0.216625E+00        0.768917E-01        0.139750E+00        0.180500E-03        0.422917E-03        0.579917E-03        0.163292E+00        0.793917E+01        0.996000E+00        0.200542E+01        0.475708E+01        0.181083E+00        0.206542E-01        0.183500E+00        0.437583E-01        0.139750E+00        0.114208E-03        0.254042E-03        0.344542E-03        0.967375E-01        0.258292E+01        0.540000E+00        0.174875E+01        0.138083E+00        0.155708E+00        0.174417E-01        0.331333E-01        0.331333E-01        0.350125E-12        0.663125E-04        0.168750E-03        0.235125E-03        0.665667E-01
  20180112        0.105000E+02        0.154000E+01        0.366708E+01        0.493792E+01        0.342583E+00        0.384167E-01        0.225167E+00        0.871083E-01        0.138000E+00        0.201542E-03        0.476167E-03        0.658792E-03        0.192958E+00        0.791875E+01        0.996000E+00        0.195917E+01        0.477917E+01        0.184333E+00        0.208500E-01        0.187333E+00        0.493333E-01        0.138000E+00        0.123458E-03        0.281333E-03        0.386125E-03        0.113583E+00        0.256500E+01        0.540000E+00        0.170875E+01        0.158333E+00        0.158208E+00        0.175708E-01        0.377792E-01        0.377792E-01        0.421583E-12        0.778292E-04        0.194833E-03        0.272667E-03        0.793833E-01
  20180113        0.104250E+02        0.154000E+01        0.357167E+01        0.498417E+01        0.348042E+00        0.386167E-01        0.234792E+00        0.984792E-01        0.136333E+00        0.226708E-03        0.535667E-03        0.747583E-03        0.226750E+00        0.789458E+01        0.996000E+00        0.190750E+01        0.480333E+01        0.187375E+00        0.209750E-01        0.191917E+00        0.555417E-01        0.136333E+00        0.135708E-03        0.312250E-03        0.433458E-03        0.132750E+00        0.254458E+01        0.540000E+00        0.166292E+01        0.180542E+00        0.160708E+00        0.176417E-01        0.429667E-01        0.429667E-01        0.502667E-12        0.909792E-04        0.223333E-03        0.314333E-03        0.940667E-01
  20180114        0.104000E+02        0.154000E+01        0.346542E+01        0.503583E+01        0.353000E+00        0.386583E-01        0.245667E+00        0.111208E+00        0.134542E+00        0.257125E-03        0.601917E-03        0.847375E-03        0.265083E+00        0.786750E+01        0.996000E+00        0.185125E+01        0.483042E+01        0.190125E+00        0.210000E-01        0.197042E+00        0.624583E-01        0.134542E+00        0.151125E-03        0.347208E-03        0.486708E-03        0.154250E+00        0.252167E+01        0.540000E+00        0.161417E+01        0.205208E+00        0.162833E+00        0.176417E-01        0.487333E-01        0.487333E-01        0.594417E-12        0.106012E-03        0.254542E-03        0.360500E-03        0.110792E+00
  20180115        0.103250E+02        0.154000E+01        0.335000E+01        0.509250E+01        0.357333E+00        0.384958E-01        0.258042E+00        0.125167E+00        0.132833E+00        0.293083E-03        0.674792E-03        0.959167E-03        0.308250E+00        0.783708E+01        0.996000E+00        0.178917E+01        0.486042E+01        0.192708E+00        0.209458E-01        0.202958E+00        0.700917E-01        0.132833E+00        0.169792E-03        0.386042E-03        0.546750E-03        0.178500E+00        0.249708E+01        0.540000E+00        0.155958E+01        0.232292E+00        0.164625E+00        0.175542E-01        0.551167E-01        0.551167E-01        0.698042E-12        0.123375E-03        0.288708E-03        0.412083E-03        0.129750E+00
  20180116        0.102833E+02        0.154000E+01        0.322167E+01        0.515417E+01        0.360917E+00        0.381208E-01        0.271875E+00        0.140708E+00        0.131250E+00        0.335458E-03        0.754750E-03        0.108333E-02        0.356375E+00        0.780375E+01        0.996000E+00        0.172083E+01        0.489250E+01        0.194708E+00        0.207542E-01        0.209708E+00        0.785167E-01        0.131250E+00        0.192125E-03        0.428875E-03        0.613750E-03        0.205417E+00        0.246875E+01        0.540000E+00        0.150042E+01        0.261833E+00        0.166292E+00        0.173667E-01        0.621250E-01        0.621250E-01        0.814708E-12        0.143250E-03        0.325917E-03        0.469125E-03        0.150917E+00
  20180117        0.102000E+02        0.154000E+01        0.308417E+01        0.522125E+01        0.363792E+00        0.375333E-01        0.287083E+00        0.157542E+00        0.129542E+00        0.384625E-03        0.841583E-03        0.122042E-02        0.409792E+00        0.776625E+01        0.996000E+00        0.164708E+01        0.492667E+01        0.196417E+00        0.204583E-01        0.217333E+00        0.877417E-01        0.129542E+00        0.218500E-03        0.475417E-03        0.688458E-03        0.235167E+00        0.243708E+01        0.540000E+00        0.143667E+01        0.293833E+00        0.167333E+00        0.170750E-01        0.697958E-01        0.697958E-01        0.946000E-12        0.166083E-03        0.366042E-03        0.532208E-03        0.174583E+00
  20180118        0.101250E+02        0.154000E+01        0.293542E+01        0.529333E+01        0.365583E+00        0.367083E-01        0.303875E+00        0.175833E+00        0.128000E+00        0.441917E-03        0.935042E-03        0.137333E-02        0.468458E+00        0.772542E+01        0.995750E+00        0.156833E+01        0.496500E+01        0.197542E+00        0.200292E-01        0.225792E+00        0.978042E-01        0.128000E+00        0.249417E-03        0.525917E-03        0.770958E-03        0.267875E+00        0.240375E+01        0.540000E+00        0.136708E+01        0.328500E+00        0.168000E+00        0.166875E-01        0.781000E-01        0.781000E-01        0.109375E-11        0.192458E-03        0.409042E-03        0.601583E-03        0.200583E+00
  20180119        0.100458E+02        0.154000E+01        0.277625E+01        0.536917E+01        0.366000E+00        0.356625E-01        0.322083E+00        0.195625E+00        0.126500E+00        0.508417E-03        0.103367E-02        0.153875E-02        0.532375E+00        0.768083E+01        0.995000E+00        0.148292E+01        0.500500E+01        0.198000E+00        0.194750E-01        0.235083E+00        0.108625E+00        0.126500E+00        0.285500E-03        0.579667E-03        0.861667E-03        0.303292E+00        0.236625E+01        0.540000E+00        0.129375E+01        0.365125E+00        0.168000E+00        0.161833E-01        0.870083E-01        0.870083E-01        0.125750E-11        0.222875E-03        0.454417E-03        0.677333E-03        0.228917E+00
  20180120        0.996000E+01        0.153917E+01        0.260875E+01        0.545042E+01        0.366000E+00        0.343917E-01        0.341708E+00        0.216625E+00        0.125042E+00        0.585292E-03        0.113792E-02        0.172042E-02        0.600875E+00        0.763292E+01        0.995000E+00        0.139333E+01        0.504667E+01        0.198000E+00        0.188167E-01        0.245208E+00        0.120042E+00        0.125042E+00        0.327583E-03        0.636083E-03        0.960833E-03        0.341583E+00        0.232667E+01        0.540000E+00        0.121500E+01        0.404083E+00        0.168000E+00        0.155833E-01        0.964542E-01        0.964542E-01        0.144083E-11        0.257833E-03        0.502000E-03        0.759833E-03        0.259500E+00
  20180121        0.986792E+01        0.153000E+01        0.243250E+01        0.553500E+01        0.364625E+00        0.328958E-01        0.362458E+00        0.238833E+00        0.123583E+00        0.673750E-03        0.124500E-02        0.191750E-02        0.674125E+00        0.758292E+01        0.995000E+00        0.130000E+01        0.509000E+01        0.197458E+00        0.180292E-01        0.256042E+00        0.132375E+00        0.123583E+00        0.376042E-03        0.694417E-03        0.106792E-02        0.382042E+00        0.228500E+01        0.540000E+00        0.113333E+01        0.444667E+00        0.167250E+00        0.148708E-01        0.106417E+00        0.106417E+00        0.164375E-11        0.297875E-03        0.550708E-03        0.848583E-03        0.292125E+00
  20180122        0.977042E+01        0.153000E+01        0.225167E+01        0.562125E+01        0.361917E+00        0.312208E-01        0.384208E+00        0.261792E+00        0.122375E+00        0.775583E-03        0.135375E-02        0.212708E-02        0.750917E+00        0.752958E+01        0.995000E+00        0.120333E+01        0.513500E+01        0.196167E+00        0.171375E-01        0.267500E+00        0.145208E+00        0.122375E+00        0.431792E-03        0.753500E-03        0.118500E-02        0.424625E+00        0.224083E+01        0.540000E+00        0.104958E+01        0.486542E+00        0.165792E+00        0.140792E-01        0.116708E+00        0.116708E+00        0.186667E-11        0.343708E-03        0.599875E-03        0.943583E-03        0.326333E+00
  20180123        0.966958E+01        0.153000E+01        0.206792E+01        0.570917E+01        0.358042E+00        0.293583E-01        0.406750E+00        0.285500E+00        0.121167E+00        0.891708E-03        0.146000E-02        0.235000E-02        0.830458E+00        0.747417E+01        0.995000E+00        0.110458E+01        0.518000E+01        0.194167E+00        0.161542E-01        0.279500E+00        0.158417E+00        0.121167E+00        0.495792E-03        0.812083E-03        0.130667E-02        0.468667E+00        0.219583E+01        0.539750E+00        0.962958E+00        0.529125E+00        0.163958E+00        0.132083E-01        0.127208E+00        0.127208E+00        0.211375E-11        0.395958E-03        0.648000E-03        0.104392E-02        0.361625E+00
  20180124        0.956708E+01        0.153000E+01        0.188333E+01        0.579625E+01        0.352958E+00        0.273708E-01        0.429583E+00        0.309500E+00        0.119917E+00        0.102375E-02        0.156250E-02        0.258500E-02        0.911708E+00        0.741708E+01        0.995000E+00        0.100550E+01        0.522500E+01        0.191583E+00        0.151042E-01        0.291708E+00        0.171750E+00        0.119917E+00        0.568875E-03        0.868333E-03        0.143583E-02        0.513875E+00        0.214958E+01        0.539000E+00        0.877167E+00        0.571667E+00        0.161458E+00        0.122667E-01        0.137833E+00        0.137833E+00        0.238333E-11        0.455125E-03        0.694167E-03        0.114917E-02        0.397958E+00
  20180125        0.946333E+01        0.153000E+01        0.170042E+01        0.588208E+01        0.346708E+00        0.252833E-01        0.452333E+00        0.333500E+00        0.118875E+00        0.117333E-02        0.165750E-02        0.282917E-02        0.993792E+00        0.736042E+01        0.995000E+00        0.909000E+00        0.526875E+01        0.188375E+00        0.139958E-01        0.304125E+00        0.185250E+00        0.118875E+00        0.651625E-03        0.920667E-03        0.157167E-02        0.559125E+00        0.210375E+01        0.539000E+00        0.792292E+00        0.613542E+00        0.158417E+00        0.112917E-01        0.148292E+00        0.148292E+00        0.267542E-11        0.521708E-03        0.736583E-03        0.125792E-02        0.434292E+00
  20180126        0.936208E+01        0.153000E+01        0.152417E+01        0.596500E+01        0.339417E+00        0.231500E-01        0.475000E+00        0.357083E+00        0.117917E+00        0.134083E-02        0.174083E-02        0.308000E-02        0.107500E+01        0.730375E+01        0.995000E+00        0.814333E+00        0.531000E+01        0.184458E+00        0.128667E-01        0.316500E+00        0.198583E+00        0.117917E+00        0.744542E-03        0.967250E-03        0.171125E-02        0.604333E+00        0.205833E+01        0.539000E+00        0.710125E+00        0.654083E+00        0.154833E+00        0.102846E-01        0.158417E+00        0.158417E+00        0.299083E-11        0.595542E-03        0.773500E-03        0.136875E-02        0.470292E+00
  20180127        0.926292E+01        0.153000E+01        0.135708E+01        0.604167E+01        0.330958E+00        0.210208E-01        0.496708E+00        0.379750E+00        0.117000E+00        0.152458E-02        0.181000E-02        0.333458E-02        0.115417E+01        0.724792E+01        0.994500E+00        0.724583E+00        0.534917E+01        0.180083E+00        0.117375E-01        0.328500E+00        0.211667E+00        0.117000E+00        0.847917E-03        0.100608E-02        0.185333E-02        0.648292E+00        0.201458E+01        0.539000E+00        0.631833E+00        0.692500E+00        0.150917E+00        0.928250E-02        0.168125E+00        0.168125E+00        0.332833E-11        0.677292E-03        0.803833E-03        0.148125E-02        0.505333E+00
  20180128        0.916708E+01        0.153000E+01        0.119917E+01        0.611292E+01        0.321792E+00        0.189458E-01        0.517583E+00        0.401333E+00        0.116125E+00        0.172792E-02        0.186208E-02        0.358958E-02        0.123000E+01        0.719500E+01        0.994000E+00        0.640625E+00        0.538500E+01        0.175250E+00        0.106375E-01        0.340458E+00        0.224292E+00        0.116125E+00        0.961542E-03        0.103583E-02        0.199708E-02        0.690917E+00        0.197208E+01        0.539000E+00        0.558750E+00        0.728292E+00        0.146458E+00        0.830542E-02        0.177042E+00        0.177042E+00        0.368750E-11        0.766125E-03        0.825958E-03        0.159208E-02        0.539000E+00
  20180129        0.907708E+01        0.153000E+01        0.105483E+01        0.617750E+01        0.311792E+00        0.169667E-01        0.537083E+00        0.421542E+00        0.115500E+00        0.194750E-02        0.189458E-02        0.384208E-02        0.130250E+01        0.714375E+01        0.994000E+00        0.563708E+00        0.541625E+01        0.170042E+00        0.959292E-02        0.351750E+00        0.236292E+00        0.115500E+00        0.108542E-02        0.105583E-02        0.214083E-02        0.731333E+00        0.193333E+01        0.539000E+00        0.491375E+00        0.761000E+00        0.141708E+00        0.737583E-02        0.185417E+00        0.185417E+00        0.406750E-11        0.861625E-03        0.839167E-03        0.170083E-02        0.570792E+00
  20180130        0.899167E+01        0.153000E+01        0.924417E+00        0.623417E+01        0.301167E+00        0.151333E-01        0.555167E+00        0.440333E+00        0.115000E+00        0.218500E-02        0.191000E-02        0.408500E-02        0.137042E+01        0.709583E+01        0.994000E+00        0.493792E+00        0.544333E+01        0.164500E+00        0.862083E-02        0.362458E+00        0.247583E+00        0.115000E+00        0.121833E-02        0.106542E-02        0.228250E-02        0.769375E+00        0.189625E+01        0.539000E+00        0.430667E+00        0.790292E+00        0.136708E+00        0.651042E-02        0.192750E+00        0.192750E+00        0.446667E-11        0.962333E-03        0.843250E-03        0.180583E-02        0.600667E+00
  20180131        0.891375E+01        0.153000E+01        0.808333E+00        0.628250E+01        0.290250E+00        0.134667E-01        0.571667E+00        0.457542E+00        0.114083E+00        0.242667E-02        0.190083E-02        0.432500E-02        0.143250E+01        0.705083E+01        0.993542E+00        0.431833E+00        0.546667E+01        0.158750E+00        0.773875E-02        0.372542E+00        0.258208E+00        0.114083E+00        0.135917E-02        0.106167E-02        0.242167E-02        0.805042E+00        0.186292E+01        0.539000E+00        0.376583E+00        0.816417E+00        0.131542E+00        0.572208E-02        0.199250E+00        0.199250E+00        0.488333E-11        0.106792E-02        0.837917E-03        0.190583E-02        0.628250E+00
  20180201        0.884125E+01        0.153000E+01        0.706375E+00        0.632458E+01        0.278958E+00        0.119667E-01        0.586792E+00        0.473000E+00        0.114000E+00        0.268000E-02        0.187500E-02        0.455458E-02        0.149167E+01        0.700833E+01        0.993000E+00        0.377292E+00        0.548542E+01        0.152750E+00        0.695125E-02        0.381833E+00        0.268167E+00        0.114000E+00        0.150500E-02        0.105083E-02        0.255583E-02        0.838167E+00        0.183250E+01        0.538375E+00        0.329042E+00        0.838750E+00        0.126250E+00        0.501750E-02        0.204833E+00        0.204833E+00        0.531458E-11        0.117458E-02        0.824000E-03        0.199875E-02        0.653500E+00
  20180202        0.877500E+01        0.153000E+01        0.617708E+00        0.635833E+01        0.267625E+00        0.106542E-01        0.600292E+00        0.487042E+00        0.113083E+00        0.293833E-02        0.183167E-02        0.477042E-02        0.154542E+01        0.697000E+01        0.993000E+00        0.330042E+00        0.550042E+01        0.146750E+00        0.626292E-02        0.390708E+00        0.277375E+00        0.113083E+00        0.165583E-02        0.102958E-02        0.268500E-02        0.868667E+00        0.180500E+01        0.538000E+00        0.287750E+00        0.858125E+00        0.120792E+00        0.439875E-02        0.209583E+00        0.209583E+00        0.575917E-11        0.128250E-02        0.802333E-03        0.208458E-02        0.676875E+00
  20180203        0.871417E+01        0.153000E+01        0.541458E+00        0.638583E+01        0.256250E+00        0.952833E-02        0.612417E+00        0.499500E+00        0.113000E+00        0.319792E-02        0.177458E-02        0.497292E-02        0.159500E+01        0.693375E+01        0.992333E+00        0.289333E+00        0.551083E+01        0.140750E+00        0.566708E-02        0.398833E+00        0.286000E+00        0.113000E+00        0.180875E-02        0.100029E-02        0.281000E-02        0.896917E+00        0.178000E+01        0.538000E+00        0.252208E+00        0.874458E+00        0.115458E+00        0.386333E-02        0.213583E+00        0.213583E+00        0.621542E-11        0.138875E-02        0.774417E-03        0.216375E-02        0.698042E+00
  20180204        0.865833E+01        0.153000E+01        0.476250E+00        0.640708E+01        0.244958E+00        0.856375E-02        0.623333E+00        0.510833E+00        0.112625E+00        0.345333E-02        0.170667E-02        0.516083E-02        0.164000E+01        0.690042E+01        0.992000E+00        0.254417E+00        0.552000E+01        0.134792E+00        0.516167E-02        0.406542E+00        0.294042E+00        0.112625E+00        0.196125E-02        0.965333E-03        0.292708E-02        0.923042E+00        0.175792E+01        0.538000E+00        0.221833E+00        0.888292E+00        0.110125E+00        0.340417E-02        0.216750E+00        0.216750E+00        0.668167E-11        0.149250E-02        0.741583E-03        0.223375E-02        0.717333E+00
  20180205        0.860708E+01        0.153000E+01        0.420792E+00        0.642417E+01        0.233875E+00        0.774333E-02        0.633083E+00        0.520875E+00        0.112000E+00        0.370500E-02        0.163167E-02        0.533500E-02        0.168167E+01        0.686875E+01        0.991625E+00        0.224750E+00        0.552167E+01        0.129000E+00        0.473042E-02        0.413792E+00        0.301583E+00        0.112000E+00        0.211375E-02        0.925667E-03        0.303875E-02        0.947208E+00        0.173792E+01        0.537875E+00        0.195875E+00        0.899583E+00        0.104833E+00        0.301375E-02        0.219250E+00        0.219250E+00        0.715458E-11        0.159167E-02        0.705042E-03        0.229667E-02        0.735042E+00
  20180206        0.856000E+01        0.153000E+01        0.373500E+00        0.643542E+01        0.223083E+00        0.705292E-02        0.641833E+00        0.529917E+00        0.112000E+00        0.394500E-02        0.154958E-02        0.549583E-02        0.172083E+01        0.684000E+01        0.991000E+00        0.199625E+00        0.553000E+01        0.123333E+00        0.436833E-02        0.420542E+00        0.308708E+00        0.112000E+00        0.226208E-02        0.883167E-03        0.314500E-02        0.969625E+00        0.172000E+01        0.537000E+00        0.174000E+00        0.909042E+00        0.997500E-01        0.268458E-02        0.221292E+00        0.221292E+00        0.763333E-11        0.168458E-02        0.666542E-03        0.235167E-02        0.751250E+00
  20180207        0.851708E+01        0.153000E+01        0.333458E+00        0.644125E+01        0.212667E+00        0.647083E-02        0.649708E+00        0.538083E+00        0.112000E+00        0.417833E-02        0.146625E-02        0.564375E-02        0.175625E+01        0.681250E+01        0.990625E+00        0.178125E+00        0.553000E+01        0.117750E+00        0.406500E-02        0.427000E+00        0.315333E+00        0.112000E+00        0.240625E-02        0.839167E-03        0.324542E-02        0.990708E+00        0.170417E+01        0.537000E+00        0.155292E+00        0.916708E+00        0.948042E-01        0.240750E-02        0.222667E+00        0.222667E+00        0.812000E-11        0.177125E-02        0.627042E-03        0.239833E-02        0.766208E+00
  20180208        0.847583E+01        0.153000E+01        0.299458E+00        0.645000E+01        0.202458E+00        0.598167E-02        0.656833E+00        0.545458E+00        0.111000E+00        0.439667E-02        0.138208E-02        0.577917E-02        0.179042E+01        0.678708E+01        0.990000E+00        0.159917E+00        0.552292E+01        0.112458E+00        0.380792E-02        0.433167E+00        0.321750E+00        0.111000E+00        0.254583E-02        0.794792E-03        0.334083E-02        0.101042E+01        0.168875E+01        0.537000E+00        0.139500E+00        0.922875E+00        0.900208E-01        0.217250E-02        0.223750E+00        0.223750E+00        0.860750E-11        0.185083E-02        0.587667E-03        0.243833E-02        0.780083E+00
